,test_task,train_task,Mean,Std
0,mem,mixed,0.914375,0.06914981148615978
1,mem,motor,0.656875,0.10799925594981793
2,mixed,mem,0.823125,0.12363360326845964
3,mixed,motor,0.62875,0.08559664546164016
4,motor,mem,0.889375,0.10448641401773588
5,motor,mixed,0.890625,0.09850444152422774
