,train_task,test_task,sub,acc
0,mixed,motor,MSC01,0.9949999999999999
1,mixed,mem,MSC01,0.9400000000000001
2,motor,mixed,MSC01,0.6650000000000001
3,motor,mem,MSC01,0.6800000000000002
4,mem,mixed,MSC01,0.905
5,mem,motor,MSC01,0.9200000000000002
6,mixed,motor,MSC02,0.635
7,mixed,mem,MSC02,0.9100000000000001
8,motor,mixed,MSC02,0.5199999999999999
9,motor,mem,MSC02,0.55
10,mem,mixed,MSC02,0.73
11,mem,motor,MSC02,0.64
12,mixed,motor,MSC03,1.0
13,mixed,mem,MSC03,0.8399999999999999
14,motor,mixed,MSC03,0.7200000000000001
15,motor,mem,MSC03,0.685
16,mem,mixed,MSC03,0.6950000000000001
17,mem,motor,MSC03,0.905
18,mixed,motor,MSC04,0.93
19,mixed,mem,MSC04,0.9800000000000001
20,motor,mixed,MSC04,0.7150000000000001
21,motor,mem,MSC04,0.7100000000000001
22,mem,mixed,MSC04,0.9550000000000001
23,mem,motor,MSC04,0.8700000000000001
24,mixed,motor,MSC05,0.8599999999999998
25,mixed,mem,MSC05,1.0
26,motor,mixed,MSC05,0.725
27,motor,mem,MSC05,0.985
28,mem,mixed,MSC05,0.915
29,mem,motor,MSC05,0.975
30,mixed,motor,MSC06,0.9000000000000001
31,mixed,mem,MSC06,0.9799999999999999
32,motor,mixed,MSC06,0.68
33,motor,mem,MSC06,0.75
34,mem,mixed,MSC06,0.8850000000000001
35,mem,motor,MSC06,0.9350000000000002
36,mixed,motor,MSC07,0.89
37,mixed,mem,MSC07,0.9
38,motor,mixed,MSC07,0.5499999999999999
39,motor,mem,MSC07,0.5899999999999999
40,mem,mixed,MSC07,0.885
41,mem,motor,MSC07,0.875
42,mixed,motor,MSC10,0.85
43,mixed,mem,MSC10,0.7899999999999999
44,motor,mixed,MSC10,0.5399999999999999
45,motor,mem,MSC10,0.62
46,mem,mixed,MSC10,0.6049999999999999
47,mem,motor,MSC10,0.875
