,train_task,test_task,sub,acc
0,mixed,motor,MSC01,0.72
1,mixed,mem,MSC01,0.8949999999999999
2,motor,mixed,MSC01,0.69
3,motor,mem,MSC01,0.7249999999999999
4,mem,mixed,MSC01,0.95
5,mem,motor,MSC01,0.7899999999999999
6,mixed,motor,MSC02,0.775
7,mixed,mem,MSC02,0.52
8,motor,mixed,MSC02,0.6100000000000001
9,motor,mem,MSC02,0.57
10,mem,mixed,MSC02,0.485
11,mem,motor,MSC02,0.4700000000000001
12,mixed,motor,MSC03,0.6950000000000001
13,mixed,mem,MSC03,0.50625
14,motor,mixed,MSC03,0.67
15,motor,mem,MSC03,0.55
16,mem,mixed,MSC03,0.4375
17,mem,motor,MSC03,0.47500000000000003
18,mixed,motor,MSC04,0.74
19,mixed,mem,MSC04,0.8800000000000001
20,motor,mixed,MSC04,0.8249999999999998
21,motor,mem,MSC04,0.625
22,mem,mixed,MSC04,0.905
23,mem,motor,MSC04,0.565
24,mixed,motor,MSC05,0.735
25,mixed,mem,MSC05,0.66
26,motor,mixed,MSC05,0.795
27,motor,mem,MSC05,0.6450000000000001
28,mem,mixed,MSC05,0.595
29,mem,motor,MSC05,0.675
30,mixed,motor,MSC06,0.8166666666666667
31,mixed,mem,MSC06,0.6950000000000001
32,motor,mixed,MSC06,0.6333333333333333
33,motor,mem,MSC06,0.5888888888888889
34,mem,mixed,MSC06,0.7699999999999998
35,mem,motor,MSC06,0.8666666666666668
36,mixed,motor,MSC07,0.7222222222222222
37,mixed,mem,MSC07,0.72
38,motor,mixed,MSC07,0.6722222222222222
39,motor,mem,MSC07,0.5222222222222221
40,mem,mixed,MSC07,0.7
41,mem,motor,MSC07,0.6666666666666666
42,mixed,motor,MSC10,0.7599999999999999
43,mixed,mem,MSC10,0.72
44,motor,mixed,MSC10,0.6450000000000001
45,motor,mem,MSC10,0.755
46,mem,mixed,MSC10,0.6799999999999999
47,mem,motor,MSC10,0.95
