train_task,test_task,sub,acc
mixed,motor,MSC01,0.945
mixed,mem,MSC01,0.8700000000000001
motor,mixed,MSC01,0.75
motor,mem,MSC01,0.6199999999999999
mem,mixed,MSC01,0.905
mem,motor,MSC01,0.875
mixed,motor,MSC02,0.8150000000000001
mixed,mem,MSC02,0.7499999999999999
motor,mixed,MSC02,0.5499999999999999
motor,mem,MSC02,0.5
mem,mixed,MSC02,0.7250000000000001
mem,motor,MSC02,0.6500000000000001
mixed,motor,MSC03,1.0
mixed,mem,MSC03,0.74
motor,mixed,MSC03,0.525
motor,mem,MSC03,0.615
mem,mixed,MSC03,0.565
mem,motor,MSC03,0.9199999999999999
mixed,motor,MSC04,0.95
mixed,mem,MSC04,0.985
motor,mixed,MSC04,0.665
motor,mem,MSC04,0.6950000000000001
mem,mixed,MSC04,0.905
mem,motor,MSC04,0.925
mixed,motor,MSC05,0.9549999999999998
mixed,mem,MSC05,1.0
motor,mixed,MSC05,0.6300000000000001
motor,mem,MSC05,0.845
mem,mixed,MSC05,0.7949999999999999
mem,motor,MSC05,0.905
mixed,motor,MSC06,0.96
mixed,mem,MSC06,1.0
motor,mixed,MSC06,0.665
motor,mem,MSC06,0.75
mem,mixed,MSC06,0.7749999999999999
mem,motor,MSC06,0.95
mixed,motor,MSC07,0.85
mixed,mem,MSC07,0.945
motor,mixed,MSC07,0.565
motor,mem,MSC07,0.5349999999999999
mem,mixed,MSC07,0.9400000000000001
mem,motor,MSC07,0.8400000000000001
mixed,motor,MSC10,0.9949999999999999
mixed,mem,MSC10,0.9650000000000001
motor,mixed,MSC10,0.565
motor,mem,MSC10,0.6449999999999999
mem,mixed,MSC10,0.82
mem,motor,MSC10,0.9100000000000001
