train_task,test_task,sub,acc
mixed,motor,MSC01,0.9949999999999999
mixed,mem,MSC01,0.9949999999999999
motor,mixed,MSC01,0.775
motor,mem,MSC01,0.6950000000000001
mem,mixed,MSC01,0.97
mem,motor,MSC01,1.0
mixed,motor,MSC02,0.8150000000000001
mixed,mem,MSC02,0.86
motor,mixed,MSC02,0.5
motor,mem,MSC02,0.5
mem,mixed,MSC02,0.7100000000000001
mem,motor,MSC02,0.7699999999999999
mixed,motor,MSC03,1.0
mixed,mem,MSC03,0.7749999999999999
motor,mixed,MSC03,0.605
motor,mem,MSC03,0.5650000000000001
mem,mixed,MSC03,0.5949999999999999
mem,motor,MSC03,0.945
mixed,motor,MSC04,0.95
mixed,mem,MSC04,0.97
motor,mixed,MSC04,0.6500000000000001
motor,mem,MSC04,0.635
mem,mixed,MSC04,0.8649999999999999
mem,motor,MSC04,0.885
mixed,motor,MSC05,0.9949999999999999
mixed,mem,MSC05,1.0
motor,mixed,MSC05,0.655
motor,mem,MSC05,0.9000000000000001
mem,mixed,MSC05,0.865
mem,motor,MSC05,1.0
mixed,motor,MSC06,0.9199999999999999
mixed,mem,MSC06,0.9949999999999999
motor,mixed,MSC06,0.5999999999999999
motor,mem,MSC06,0.74
mem,mixed,MSC06,0.7799999999999999
mem,motor,MSC06,0.8099999999999999
mixed,motor,MSC07,0.8049999999999999
mixed,mem,MSC07,0.8950000000000001
motor,mixed,MSC07,0.5449999999999999
motor,mem,MSC07,0.5
mem,mixed,MSC07,0.875
mem,motor,MSC07,0.75
mixed,motor,MSC10,0.9450000000000001
mixed,mem,MSC10,0.945
motor,mixed,MSC10,0.6049999999999999
motor,mem,MSC10,0.74
mem,mixed,MSC10,0.8550000000000001
mem,motor,MSC10,0.915
