train_task,test_task,sub,acc
mixed,motor,MSC01,0.7949999999999999
mixed,mem,MSC01,0.7399999999999999
motor,mixed,MSC01,0.885
motor,mem,MSC01,0.7250000000000001
mem,mixed,MSC01,0.7999999999999998
mem,motor,MSC01,0.72
mixed,motor,MSC02,0.7299999999999999
mixed,mem,MSC02,0.8550000000000001
motor,mixed,MSC02,0.5
motor,mem,MSC02,0.51
mem,mixed,MSC02,0.72
mem,motor,MSC02,0.68
mixed,motor,MSC03,0.8800000000000001
mixed,mem,MSC03,0.7599999999999999
motor,mixed,MSC03,0.5249999999999999
motor,mem,MSC03,0.5599999999999999
mem,mixed,MSC03,0.5499999999999999
mem,motor,MSC03,0.705
mixed,motor,MSC04,0.835
mixed,mem,MSC04,0.9800000000000001
motor,mixed,MSC04,0.63
motor,mem,MSC04,0.7700000000000001
mem,mixed,MSC04,0.82
mem,motor,MSC04,0.8099999999999999
mixed,motor,MSC05,0.915
mixed,mem,MSC05,0.95
motor,mixed,MSC05,0.6900000000000001
motor,mem,MSC05,0.915
mem,mixed,MSC05,0.755
mem,motor,MSC05,0.9049999999999999
mixed,motor,MSC06,0.7850000000000001
mixed,mem,MSC06,0.8699999999999999
motor,mixed,MSC06,0.615
motor,mem,MSC06,0.7150000000000001
mem,mixed,MSC06,0.6900000000000001
mem,motor,MSC06,0.705
mixed,motor,MSC07,0.745
mixed,mem,MSC07,0.8499999999999999
motor,mixed,MSC07,0.5449999999999999
motor,mem,MSC07,0.5949999999999999
mem,mixed,MSC07,0.7300000000000001
mem,motor,MSC07,0.8950000000000001
mixed,motor,MSC10,0.7050000000000001
mixed,mem,MSC10,0.96
motor,mixed,MSC10,0.5449999999999999
motor,mem,MSC10,0.62
mem,mixed,MSC10,0.7699999999999999
mem,motor,MSC10,0.6900000000000001
