train_task,test_task,sub,acc
mixed,motor,MSC01,0.7499999999999999
mixed,mem,MSC01,0.6450000000000001
motor,mixed,MSC01,0.9
motor,mem,MSC01,0.745
mem,mixed,MSC01,0.7899999999999999
mem,motor,MSC01,0.76
mixed,motor,MSC02,0.74
mixed,mem,MSC02,0.885
motor,mixed,MSC02,0.64
motor,mem,MSC02,0.75
mem,mixed,MSC02,0.725
mem,motor,MSC02,0.6300000000000001
mixed,motor,MSC03,0.9400000000000001
mixed,mem,MSC03,0.8099999999999998
motor,mixed,MSC03,0.8299999999999998
motor,mem,MSC03,0.7050000000000001
mem,mixed,MSC03,0.7949999999999999
mem,motor,MSC03,0.8
mixed,motor,MSC04,0.6900000000000001
mixed,mem,MSC04,0.7999999999999998
motor,mixed,MSC04,0.6900000000000001
motor,mem,MSC04,0.645
mem,mixed,MSC04,0.7749999999999998
mem,motor,MSC04,0.6350000000000001
mixed,motor,MSC05,0.8550000000000001
mixed,mem,MSC05,0.835
motor,mixed,MSC05,0.7100000000000001
motor,mem,MSC05,0.7999999999999999
mem,mixed,MSC05,0.6950000000000001
mem,motor,MSC05,0.96
mixed,motor,MSC06,0.475
mixed,mem,MSC06,0.5999999999999999
motor,mixed,MSC06,0.5950000000000001
motor,mem,MSC06,0.7349999999999999
mem,mixed,MSC06,0.675
mem,motor,MSC06,0.775
mixed,motor,MSC07,0.6849999999999999
mixed,mem,MSC07,0.7649999999999999
motor,mixed,MSC07,0.4999999999999999
motor,mem,MSC07,0.56
mem,mixed,MSC07,0.7899999999999998
mem,motor,MSC07,0.7
mixed,motor,MSC10,0.7599999999999999
mixed,mem,MSC10,0.9049999999999999
motor,mixed,MSC10,0.5999999999999999
motor,mem,MSC10,0.75
mem,mixed,MSC10,0.8499999999999999
mem,motor,MSC10,0.7799999999999999
