train_task,test_task,sub,acc
mixed,motor,MSC01,0.9949999999999999
mixed,mem,MSC01,0.9199999999999999
motor,mixed,MSC01,0.7999999999999999
motor,mem,MSC01,0.6500000000000001
mem,mixed,MSC01,0.95
mem,motor,MSC01,0.9649999999999999
mixed,motor,MSC02,0.8150000000000001
mixed,mem,MSC02,0.8149999999999998
motor,mixed,MSC02,0.5
motor,mem,MSC02,0.5
mem,mixed,MSC02,0.7100000000000001
mem,motor,MSC02,0.635
mixed,motor,MSC03,0.9949999999999999
mixed,mem,MSC03,0.8049999999999999
motor,mixed,MSC03,0.565
motor,mem,MSC03,0.5299999999999999
mem,mixed,MSC03,0.6500000000000001
mem,motor,MSC03,0.8549999999999999
mixed,motor,MSC04,0.95
mixed,mem,MSC04,0.9800000000000001
motor,mixed,MSC04,0.5549999999999999
motor,mem,MSC04,0.6799999999999999
mem,mixed,MSC04,0.9800000000000001
mem,motor,MSC04,0.9
mixed,motor,MSC05,0.93
mixed,mem,MSC05,1.0
motor,mixed,MSC05,0.5399999999999999
motor,mem,MSC05,0.8800000000000001
mem,mixed,MSC05,0.845
mem,motor,MSC05,1.0
mixed,motor,MSC06,0.915
mixed,mem,MSC06,1.0
motor,mixed,MSC06,0.605
motor,mem,MSC06,0.6600000000000001
mem,mixed,MSC06,0.755
mem,motor,MSC06,0.82
mixed,motor,MSC07,0.8550000000000001
mixed,mem,MSC07,0.9100000000000001
motor,mixed,MSC07,0.5499999999999999
motor,mem,MSC07,0.505
mem,mixed,MSC07,0.8950000000000001
mem,motor,MSC07,0.8500000000000002
mixed,motor,MSC10,0.9
mixed,mem,MSC10,0.945
motor,mixed,MSC10,0.5
motor,mem,MSC10,0.6349999999999999
mem,mixed,MSC10,0.7999999999999999
mem,motor,MSC10,0.9199999999999999
