,train_task,test_task,sub,acc,Features
4,mem,mixed,MSC01,0.94,500
5,mem,motor,MSC01,0.97,500
6,mixed,motor,MSC02,0.71,500
7,mixed,mem,MSC02,0.7799999999999999,500
8,motor,mixed,MSC02,0.5,500
9,motor,mem,MSC02,0.5,500
10,mem,mixed,MSC02,0.775,500
11,mem,motor,MSC02,0.59,500
12,mixed,motor,MSC03,0.95,500
13,mixed,mem,MSC03,0.875,500
14,motor,mixed,MSC03,0.5999999999999999,500
15,motor,mem,MSC03,0.51,500
16,mem,mixed,MSC03,0.6950000000000001,500
17,mem,motor,MSC03,0.7849999999999999,500
18,mixed,motor,MSC04,0.905,500
19,mixed,mem,MSC04,0.995,500
20,motor,mixed,MSC04,0.615,500
21,motor,mem,MSC04,0.655,500
22,mem,mixed,MSC04,0.945,500
23,mem,motor,MSC04,0.8149999999999998,500
24,mixed,motor,MSC05,0.935,500
25,mixed,mem,MSC05,1.0,500
26,motor,mixed,MSC05,0.575,500
27,motor,mem,MSC05,0.98,500
28,mem,mixed,MSC05,0.8049999999999999,500
29,mem,motor,MSC05,0.97,500
30,mixed,motor,MSC06,0.97,500
31,mixed,mem,MSC06,0.9549999999999998,500
32,motor,mixed,MSC06,0.675,500
33,motor,mem,MSC06,0.805,500
34,mem,mixed,MSC06,0.755,500
35,mem,motor,MSC06,0.925,500
36,mixed,motor,MSC07,0.745,500
37,mixed,mem,MSC07,0.8950000000000001,500
38,motor,mixed,MSC07,0.5499999999999999,500
39,motor,mem,MSC07,0.53,500
40,mem,mixed,MSC07,0.91,500
41,mem,motor,MSC07,0.8850000000000001,500
42,mixed,motor,MSC10,0.8850000000000001,500
43,mixed,mem,MSC10,0.8800000000000001,500
44,motor,mixed,MSC10,0.5499999999999999,500
45,motor,mem,MSC10,0.655,500
46,mem,mixed,MSC10,0.8399999999999999,500
47,mem,motor,MSC10,0.9,500
0,mixed,motor,MSC01,0.995,1000
1,mixed,mem,MSC01,0.8900000000000002,1000
2,motor,mixed,MSC01,0.8099999999999999,1000
3,motor,mem,MSC01,0.6600000000000001,1000
4,mem,mixed,MSC01,0.9399999999999998,1000
5,mem,motor,MSC01,0.985,1000
6,mixed,motor,MSC02,0.72,1000
7,mixed,mem,MSC02,0.8649999999999999,1000
8,motor,mixed,MSC02,0.5,1000
9,motor,mem,MSC02,0.5,1000
10,mem,mixed,MSC02,0.76,1000
11,mem,motor,MSC02,0.6249999999999999,1000
12,mixed,motor,MSC03,0.9549999999999998,1000
13,mixed,mem,MSC03,0.835,1000
14,motor,mixed,MSC03,0.5599999999999999,1000
15,motor,mem,MSC03,0.5949999999999999,1000
16,mem,mixed,MSC03,0.6300000000000001,1000
17,mem,motor,MSC03,0.905,1000
18,mixed,motor,MSC04,0.95,1000
19,mixed,mem,MSC04,0.95,1000
20,motor,mixed,MSC04,0.64,1000
21,motor,mem,MSC04,0.65,1000
22,mem,mixed,MSC04,0.8549999999999999,1000
23,mem,motor,MSC04,0.8299999999999998,1000
24,mixed,motor,MSC05,0.9000000000000001,1000
25,mixed,mem,MSC05,1.0,1000
26,motor,mixed,MSC05,0.595,1000
27,motor,mem,MSC05,0.7050000000000001,1000
28,mem,mixed,MSC05,0.7050000000000002,1000
29,mem,motor,MSC05,0.95,1000
30,mixed,motor,MSC06,0.865,1000
31,mixed,mem,MSC06,0.95,1000
32,motor,mixed,MSC06,0.595,1000
33,motor,mem,MSC06,0.6500000000000001,1000
34,mem,mixed,MSC06,0.7749999999999999,1000
35,mem,motor,MSC06,0.725,1000
36,mixed,motor,MSC07,0.8049999999999999,1000
37,mixed,mem,MSC07,0.905,1000
38,motor,mixed,MSC07,0.515,1000
39,motor,mem,MSC07,0.5,1000
40,mem,mixed,MSC07,0.8949999999999999,1000
41,mem,motor,MSC07,0.735,1000
42,mixed,motor,MSC10,0.885,1000
43,mixed,mem,MSC10,0.99,1000
44,motor,mixed,MSC10,0.5,1000
45,motor,mem,MSC10,0.6900000000000001,1000
46,mem,mixed,MSC10,0.845,1000
47,mem,motor,MSC10,0.9,1000
0,mixed,motor,MSC01,0.995,1500
1,mixed,mem,MSC01,0.93,1500
2,motor,mixed,MSC01,0.8700000000000001,1500
3,motor,mem,MSC01,0.6500000000000001,1500
4,mem,mixed,MSC01,0.93,1500
5,mem,motor,MSC01,1.0,1500
6,mixed,motor,MSC02,0.7100000000000001,1500
7,mixed,mem,MSC02,0.8049999999999999,1500
8,motor,mixed,MSC02,0.5,1500
9,motor,mem,MSC02,0.5,1500
10,mem,mixed,MSC02,0.72,1500
11,mem,motor,MSC02,0.68,1500
12,mixed,motor,MSC03,0.965,1500
13,mixed,mem,MSC03,0.7699999999999999,1500
14,motor,mixed,MSC03,0.5149999999999999,1500
15,motor,mem,MSC03,0.53,1500
16,mem,mixed,MSC03,0.6400000000000001,1500
17,mem,motor,MSC03,0.8099999999999999,1500
18,mixed,motor,MSC04,0.96,1500
19,mixed,mem,MSC04,0.98,1500
20,motor,mixed,MSC04,0.6499999999999999,1500
21,motor,mem,MSC04,0.7050000000000001,1500
22,mem,mixed,MSC04,0.92,1500
23,mem,motor,MSC04,0.94,1500
24,mixed,motor,MSC05,0.97,1500
25,mixed,mem,MSC05,1.0,1500
26,motor,mixed,MSC05,0.57,1500
27,motor,mem,MSC05,0.7450000000000001,1500
28,mem,mixed,MSC05,0.8499999999999999,1500
29,mem,motor,MSC05,0.995,1500
30,mixed,motor,MSC06,0.925,1500
31,mixed,mem,MSC06,1.0,1500
32,motor,mixed,MSC06,0.5549999999999999,1500
33,motor,mem,MSC06,0.74,1500
34,mem,mixed,MSC06,0.7150000000000001,1500
35,mem,motor,MSC06,0.93,1500
36,mixed,motor,MSC07,0.7949999999999998,1500
37,mixed,mem,MSC07,0.95,1500
38,motor,mixed,MSC07,0.5499999999999999,1500
39,motor,mem,MSC07,0.53,1500
40,mem,mixed,MSC07,0.845,1500
41,mem,motor,MSC07,0.8099999999999999,1500
42,mixed,motor,MSC10,0.915,1500
43,mixed,mem,MSC10,0.95,1500
44,motor,mixed,MSC10,0.52,1500
45,motor,mem,MSC10,0.61,1500
46,mem,mixed,MSC10,0.75,1500
47,mem,motor,MSC10,0.8800000000000001,1500
0,mixed,motor,MSC01,0.99,2000
1,mixed,mem,MSC01,0.93,2000
2,motor,mixed,MSC01,0.7799999999999999,2000
3,motor,mem,MSC01,0.6550000000000001,2000
4,mem,mixed,MSC01,0.95,2000
5,mem,motor,MSC01,0.975,2000
6,mixed,motor,MSC02,0.685,2000
7,mixed,mem,MSC02,0.835,2000
8,motor,mixed,MSC02,0.5,2000
9,motor,mem,MSC02,0.5,2000
10,mem,mixed,MSC02,0.7899999999999999,2000
11,mem,motor,MSC02,0.6099999999999999,2000
12,mixed,motor,MSC03,1.0,2000
13,mixed,mem,MSC03,0.8249999999999998,2000
14,motor,mixed,MSC03,0.5849999999999999,2000
15,motor,mem,MSC03,0.5449999999999999,2000
16,mem,mixed,MSC03,0.6500000000000001,2000
17,mem,motor,MSC03,0.8499999999999999,2000
18,mixed,motor,MSC04,0.95,2000
19,mixed,mem,MSC04,0.955,2000
20,motor,mixed,MSC04,0.6250000000000001,2000
21,motor,mem,MSC04,0.63,2000
22,mem,mixed,MSC04,0.9,2000
23,mem,motor,MSC04,0.8949999999999999,2000
24,mixed,motor,MSC05,0.915,2000
25,mixed,mem,MSC05,1.0,2000
26,motor,mixed,MSC05,0.5649999999999998,2000
27,motor,mem,MSC05,0.8099999999999999,2000
28,mem,mixed,MSC05,0.8099999999999999,2000
29,mem,motor,MSC05,0.99,2000
30,mixed,motor,MSC06,0.885,2000
31,mixed,mem,MSC06,0.95,2000
32,motor,mixed,MSC06,0.59,2000
33,motor,mem,MSC06,0.655,2000
34,mem,mixed,MSC06,0.75,2000
35,mem,motor,MSC06,0.915,2000
36,mixed,motor,MSC07,0.8149999999999998,2000
37,mixed,mem,MSC07,0.915,2000
38,motor,mixed,MSC07,0.53,2000
39,motor,mem,MSC07,0.5,2000
40,mem,mixed,MSC07,0.8799999999999999,2000
41,mem,motor,MSC07,0.75,2000
42,mixed,motor,MSC10,0.8949999999999999,2000
43,mixed,mem,MSC10,0.95,2000
44,motor,mixed,MSC10,0.54,2000
45,motor,mem,MSC10,0.585,2000
46,mem,mixed,MSC10,0.82,2000
47,mem,motor,MSC10,0.8950000000000001,2000
0,mixed,motor,MSC01,0.995,2500
1,mixed,mem,MSC01,0.8950000000000001,2500
2,motor,mixed,MSC01,0.8149999999999998,2500
3,motor,mem,MSC01,0.6500000000000001,2500
4,mem,mixed,MSC01,0.93,2500
5,mem,motor,MSC01,0.96,2500
6,mixed,motor,MSC02,0.7999999999999999,2500
7,mixed,mem,MSC02,0.7849999999999999,2500
8,motor,mixed,MSC02,0.5,2500
9,motor,mem,MSC02,0.5,2500
10,mem,mixed,MSC02,0.6950000000000001,2500
11,mem,motor,MSC02,0.75,2500
12,mixed,motor,MSC03,1.0,2500
13,mixed,mem,MSC03,0.8099999999999999,2500
14,motor,mixed,MSC03,0.5700000000000001,2500
15,motor,mem,MSC03,0.62,2500
16,mem,mixed,MSC03,0.6850000000000002,2500
17,mem,motor,MSC03,0.945,2500
18,mixed,motor,MSC04,0.95,2500
19,mixed,mem,MSC04,0.965,2500
20,motor,mixed,MSC04,0.57,2500
21,motor,mem,MSC04,0.6649999999999999,2500
22,mem,mixed,MSC04,0.8949999999999999,2500
23,mem,motor,MSC04,0.8949999999999999,2500
24,mixed,motor,MSC05,0.965,2500
25,mixed,mem,MSC05,1.0,2500
26,motor,mixed,MSC05,0.63,2500
27,motor,mem,MSC05,0.8699999999999999,2500
28,mem,mixed,MSC05,0.8400000000000001,2500
29,mem,motor,MSC05,1.0,2500
30,mixed,motor,MSC06,0.9399999999999998,2500
31,mixed,mem,MSC06,1.0,2500
32,motor,mixed,MSC06,0.6450000000000001,2500
33,motor,mem,MSC06,0.72,2500
34,mem,mixed,MSC06,0.7749999999999999,2500
35,mem,motor,MSC06,0.945,2500
36,mixed,motor,MSC07,0.7899999999999999,2500
37,mixed,mem,MSC07,0.89,2500
38,motor,mixed,MSC07,0.5499999999999999,2500
39,motor,mem,MSC07,0.5,2500
40,mem,mixed,MSC07,0.9,2500
41,mem,motor,MSC07,0.78,2500
42,mixed,motor,MSC10,0.8850000000000001,2500
43,mixed,mem,MSC10,0.945,2500
44,motor,mixed,MSC10,0.505,2500
45,motor,mem,MSC10,0.6,2500
46,mem,mixed,MSC10,0.7949999999999999,2500
47,mem,motor,MSC10,0.8850000000000001,2500
0,mixed,motor,MSC01,0.995,3000
1,mixed,mem,MSC01,0.92,3000
2,motor,mixed,MSC01,0.7999999999999999,3000
3,motor,mem,MSC01,0.6500000000000001,3000
4,mem,mixed,MSC01,0.95,3000
5,mem,motor,MSC01,0.965,3000
6,mixed,motor,MSC02,0.8150000000000001,3000
7,mixed,mem,MSC02,0.8149999999999998,3000
8,motor,mixed,MSC02,0.5,3000
9,motor,mem,MSC02,0.5,3000
10,mem,mixed,MSC02,0.7100000000000001,3000
11,mem,motor,MSC02,0.635,3000
12,mixed,motor,MSC03,0.995,3000
13,mixed,mem,MSC03,0.8049999999999999,3000
14,motor,mixed,MSC03,0.565,3000
15,motor,mem,MSC03,0.5299999999999999,3000
16,mem,mixed,MSC03,0.6500000000000001,3000
17,mem,motor,MSC03,0.8549999999999999,3000
18,mixed,motor,MSC04,0.95,3000
19,mixed,mem,MSC04,0.98,3000
20,motor,mixed,MSC04,0.5549999999999999,3000
21,motor,mem,MSC04,0.6799999999999999,3000
22,mem,mixed,MSC04,0.98,3000
23,mem,motor,MSC04,0.9,3000
24,mixed,motor,MSC05,0.93,3000
25,mixed,mem,MSC05,1.0,3000
26,motor,mixed,MSC05,0.5399999999999999,3000
27,motor,mem,MSC05,0.8800000000000001,3000
28,mem,mixed,MSC05,0.845,3000
29,mem,motor,MSC05,1.0,3000
30,mixed,motor,MSC06,0.915,3000
31,mixed,mem,MSC06,1.0,3000
32,motor,mixed,MSC06,0.605,3000
33,motor,mem,MSC06,0.6600000000000001,3000
34,mem,mixed,MSC06,0.755,3000
35,mem,motor,MSC06,0.82,3000
36,mixed,motor,MSC07,0.8550000000000001,3000
37,mixed,mem,MSC07,0.91,3000
38,motor,mixed,MSC07,0.5499999999999999,3000
39,motor,mem,MSC07,0.505,3000
40,mem,mixed,MSC07,0.8950000000000001,3000
41,mem,motor,MSC07,0.8500000000000002,3000
42,mixed,motor,MSC10,0.9,3000
43,mixed,mem,MSC10,0.945,3000
44,motor,mixed,MSC10,0.5,3000
45,motor,mem,MSC10,0.6349999999999999,3000
46,mem,mixed,MSC10,0.7999999999999999,3000
47,mem,motor,MSC10,0.92,3000
0,mixed,motor,MSC01,1.0,4000
1,mixed,mem,MSC01,0.93,4000
2,motor,mixed,MSC01,0.8149999999999998,4000
3,motor,mem,MSC01,0.6500000000000001,4000
4,mem,mixed,MSC01,0.95,4000
5,mem,motor,MSC01,1.0,4000
6,mixed,motor,MSC02,0.61,4000
7,mixed,mem,MSC02,0.7899999999999999,4000
8,motor,mixed,MSC02,0.5,4000
9,motor,mem,MSC02,0.5,4000
10,mem,mixed,MSC02,0.7000000000000001,4000
11,mem,motor,MSC02,0.6049999999999999,4000
12,mixed,motor,MSC03,1.0,4000
13,mixed,mem,MSC03,0.8499999999999999,4000
14,motor,mixed,MSC03,0.5249999999999999,4000
15,motor,mem,MSC03,0.5650000000000001,4000
16,mem,mixed,MSC03,0.6350000000000001,4000
17,mem,motor,MSC03,0.8800000000000001,4000
18,mixed,motor,MSC04,0.945,4000
19,mixed,mem,MSC04,0.9600000000000002,4000
20,motor,mixed,MSC04,0.5549999999999999,4000
21,motor,mem,MSC04,0.6399999999999999,4000
22,mem,mixed,MSC04,0.875,4000
23,mem,motor,MSC04,0.8799999999999999,4000
24,mixed,motor,MSC05,0.93,4000
25,mixed,mem,MSC05,1.0,4000
26,motor,mixed,MSC05,0.5599999999999998,4000
27,motor,mem,MSC05,0.7250000000000001,4000
28,mem,mixed,MSC05,0.8299999999999998,4000
29,mem,motor,MSC05,0.985,4000
30,mixed,motor,MSC06,0.925,4000
31,mixed,mem,MSC06,1.0,4000
32,motor,mixed,MSC06,0.605,4000
33,motor,mem,MSC06,0.74,4000
34,mem,mixed,MSC06,0.75,4000
35,mem,motor,MSC06,0.905,4000
36,mixed,motor,MSC07,0.7649999999999999,4000
37,mixed,mem,MSC07,0.8950000000000001,4000
38,motor,mixed,MSC07,0.5449999999999999,4000
39,motor,mem,MSC07,0.505,4000
40,mem,mixed,MSC07,0.875,4000
41,mem,motor,MSC07,0.7849999999999999,4000
42,mixed,motor,MSC10,0.865,4000
43,mixed,mem,MSC10,0.95,4000
44,motor,mixed,MSC10,0.505,4000
45,motor,mem,MSC10,0.64,4000
46,mem,mixed,MSC10,0.865,4000
47,mem,motor,MSC10,0.925,4000
0,mixed,motor,MSC01,0.995,5000
1,mixed,mem,MSC01,0.93,5000
2,motor,mixed,MSC01,0.8549999999999999,5000
3,motor,mem,MSC01,0.6500000000000001,5000
4,mem,mixed,MSC01,0.945,5000
5,mem,motor,MSC01,1.0,5000
6,mixed,motor,MSC02,0.685,5000
7,mixed,mem,MSC02,0.825,5000
8,motor,mixed,MSC02,0.5,5000
9,motor,mem,MSC02,0.5,5000
10,mem,mixed,MSC02,0.75,5000
11,mem,motor,MSC02,0.6399999999999999,5000
12,mixed,motor,MSC03,0.99,5000
13,mixed,mem,MSC03,0.8249999999999998,5000
14,motor,mixed,MSC03,0.5349999999999999,5000
15,motor,mem,MSC03,0.57,5000
16,mem,mixed,MSC03,0.6350000000000001,5000
17,mem,motor,MSC03,0.8049999999999999,5000
18,mixed,motor,MSC04,0.95,5000
19,mixed,mem,MSC04,0.955,5000
20,motor,mixed,MSC04,0.565,5000
21,motor,mem,MSC04,0.565,5000
22,mem,mixed,MSC04,0.915,5000
23,mem,motor,MSC04,0.89,5000
24,mixed,motor,MSC05,0.935,5000
25,mixed,mem,MSC05,1.0,5000
26,motor,mixed,MSC05,0.5999999999999999,5000
27,motor,mem,MSC05,0.7899999999999999,5000
28,mem,mixed,MSC05,0.8499999999999999,5000
29,mem,motor,MSC05,0.95,5000
30,mixed,motor,MSC06,0.915,5000
31,mixed,mem,MSC06,1.0,5000
32,motor,mixed,MSC06,0.5999999999999999,5000
33,motor,mem,MSC06,0.7350000000000001,5000
34,mem,mixed,MSC06,0.7699999999999999,5000
35,mem,motor,MSC06,0.905,5000
36,mixed,motor,MSC07,0.8150000000000001,5000
37,mixed,mem,MSC07,0.91,5000
38,motor,mixed,MSC07,0.5499999999999999,5000
39,motor,mem,MSC07,0.505,5000
40,mem,mixed,MSC07,0.915,5000
41,mem,motor,MSC07,0.8400000000000001,5000
42,mixed,motor,MSC10,0.89,5000
43,mixed,mem,MSC10,0.965,5000
44,motor,mixed,MSC10,0.52,5000
45,motor,mem,MSC10,0.655,5000
46,mem,mixed,MSC10,0.8249999999999998,5000
47,mem,motor,MSC10,0.835,5000
0,mixed,motor,MSC01,0.995,10000
1,mixed,mem,MSC01,0.905,10000
2,motor,mixed,MSC01,0.825,10000
3,motor,mem,MSC01,0.6500000000000001,10000
4,mem,mixed,MSC01,0.945,10000
5,mem,motor,MSC01,0.99,10000
6,mixed,motor,MSC02,0.8549999999999999,10000
7,mixed,mem,MSC02,0.8150000000000001,10000
8,motor,mixed,MSC02,0.5,10000
9,motor,mem,MSC02,0.5,10000
10,mem,mixed,MSC02,0.72,10000
11,mem,motor,MSC02,0.6500000000000001,10000
12,mixed,motor,MSC03,1.0,10000
13,mixed,mem,MSC03,0.8149999999999998,10000
14,motor,mixed,MSC03,0.5549999999999999,10000
15,motor,mem,MSC03,0.5849999999999999,10000
16,mem,mixed,MSC03,0.6300000000000001,10000
17,mem,motor,MSC03,0.8600000000000001,10000
18,mixed,motor,MSC04,0.95,10000
19,mixed,mem,MSC04,0.9600000000000002,10000
20,motor,mixed,MSC04,0.6200000000000001,10000
21,motor,mem,MSC04,0.6499999999999999,10000
22,mem,mixed,MSC04,0.92,10000
23,mem,motor,MSC04,0.9149999999999998,10000
24,mixed,motor,MSC05,0.96,10000
25,mixed,mem,MSC05,1.0,10000
26,motor,mixed,MSC05,0.5899999999999999,10000
27,motor,mem,MSC05,0.7949999999999999,10000
28,mem,mixed,MSC05,0.8549999999999999,10000
29,mem,motor,MSC05,1.0,10000
30,mixed,motor,MSC06,0.8700000000000001,10000
31,mixed,mem,MSC06,0.95,10000
32,motor,mixed,MSC06,0.615,10000
33,motor,mem,MSC06,0.7100000000000001,10000
34,mem,mixed,MSC06,0.7699999999999999,10000
35,mem,motor,MSC06,0.865,10000
36,mixed,motor,MSC07,0.875,10000
37,mixed,mem,MSC07,0.9250000000000002,10000
38,motor,mixed,MSC07,0.5499999999999999,10000
39,motor,mem,MSC07,0.505,10000
40,mem,mixed,MSC07,0.8949999999999999,10000
41,mem,motor,MSC07,0.865,10000
42,mixed,motor,MSC10,0.885,10000
43,mixed,mem,MSC10,0.96,10000
44,motor,mixed,MSC10,0.5399999999999999,10000
45,motor,mem,MSC10,0.63,10000
46,mem,mixed,MSC10,0.8049999999999999,10000
47,mem,motor,MSC10,0.925,10000
0,mixed,motor,MSC01,0.995,15000
1,mixed,mem,MSC01,0.925,15000
2,motor,mixed,MSC01,0.8099999999999999,15000
3,motor,mem,MSC01,0.6500000000000001,15000
4,mem,mixed,MSC01,0.9399999999999998,15000
5,mem,motor,MSC01,1.0,15000
6,mixed,motor,MSC02,0.7500000000000001,15000
7,mixed,mem,MSC02,0.8399999999999999,15000
8,motor,mixed,MSC02,0.5,15000
9,motor,mem,MSC02,0.5,15000
10,mem,mixed,MSC02,0.7300000000000001,15000
11,mem,motor,MSC02,0.635,15000
12,mixed,motor,MSC03,1.0,15000
13,mixed,mem,MSC03,0.7849999999999999,15000
14,motor,mixed,MSC03,0.5549999999999999,15000
15,motor,mem,MSC03,0.5799999999999998,15000
16,mem,mixed,MSC03,0.6450000000000001,15000
17,mem,motor,MSC03,0.8850000000000001,15000
18,mixed,motor,MSC04,0.95,15000
19,mixed,mem,MSC04,0.98,15000
20,motor,mixed,MSC04,0.5899999999999999,15000
21,motor,mem,MSC04,0.6799999999999999,15000
22,mem,mixed,MSC04,0.91,15000
23,mem,motor,MSC04,0.8999999999999998,15000
24,mixed,motor,MSC05,0.9549999999999998,15000
25,mixed,mem,MSC05,1.0,15000
26,motor,mixed,MSC05,0.5599999999999998,15000
27,motor,mem,MSC05,0.7849999999999999,15000
28,mem,mixed,MSC05,0.8299999999999998,15000
29,mem,motor,MSC05,0.99,15000
30,mixed,motor,MSC06,0.9200000000000002,15000
31,mixed,mem,MSC06,1.0,15000
32,motor,mixed,MSC06,0.6100000000000001,15000
33,motor,mem,MSC06,0.775,15000
34,mem,mixed,MSC06,0.76,15000
35,mem,motor,MSC06,0.92,15000
36,mixed,motor,MSC07,0.8550000000000001,15000
37,mixed,mem,MSC07,0.9000000000000001,15000
38,motor,mixed,MSC07,0.5499999999999999,15000
39,motor,mem,MSC07,0.505,15000
40,mem,mixed,MSC07,0.8949999999999999,15000
41,mem,motor,MSC07,0.8149999999999998,15000
42,mixed,motor,MSC10,0.8949999999999999,15000
43,mixed,mem,MSC10,0.95,15000
44,motor,mixed,MSC10,0.505,15000
45,motor,mem,MSC10,0.64,15000
46,mem,mixed,MSC10,0.7999999999999999,15000
47,mem,motor,MSC10,0.9000000000000001,15000
0,mixed,motor,MSC01,0.995,20000
1,mixed,mem,MSC01,0.945,20000
2,motor,mixed,MSC01,0.8049999999999999,20000
3,motor,mem,MSC01,0.6500000000000001,20000
4,mem,mixed,MSC01,0.945,20000
5,mem,motor,MSC01,1.0,20000
6,mixed,motor,MSC02,0.73,20000
7,mixed,mem,MSC02,0.835,20000
8,motor,mixed,MSC02,0.5,20000
9,motor,mem,MSC02,0.5,20000
10,mem,mixed,MSC02,0.725,20000
11,mem,motor,MSC02,0.635,20000
12,mixed,motor,MSC03,1.0,20000
13,mixed,mem,MSC03,0.805,20000
14,motor,mixed,MSC03,0.5449999999999999,20000
15,motor,mem,MSC03,0.5849999999999999,20000
16,mem,mixed,MSC03,0.6450000000000001,20000
17,mem,motor,MSC03,0.8800000000000001,20000
18,mixed,motor,MSC04,0.95,20000
19,mixed,mem,MSC04,0.9600000000000002,20000
20,motor,mixed,MSC04,0.5899999999999999,20000
21,motor,mem,MSC04,0.62,20000
22,mem,mixed,MSC04,0.91,20000
23,mem,motor,MSC04,0.9149999999999998,20000
24,mixed,motor,MSC05,0.95,20000
25,mixed,mem,MSC05,1.0,20000
26,motor,mixed,MSC05,0.5599999999999998,20000
27,motor,mem,MSC05,0.7949999999999999,20000
28,mem,mixed,MSC05,0.8449999999999998,20000
29,mem,motor,MSC05,0.995,20000
30,mixed,motor,MSC06,0.865,20000
31,mixed,mem,MSC06,0.95,20000
32,motor,mixed,MSC06,0.605,20000
33,motor,mem,MSC06,0.7200000000000001,20000
34,mem,mixed,MSC06,0.7699999999999999,20000
35,mem,motor,MSC06,0.8900000000000002,20000
36,mixed,motor,MSC07,0.8049999999999999,20000
37,mixed,mem,MSC07,0.9050000000000002,20000
38,motor,mixed,MSC07,0.5449999999999999,20000
39,motor,mem,MSC07,0.5,20000
40,mem,mixed,MSC07,0.8799999999999999,20000
41,mem,motor,MSC07,0.7899999999999999,20000
42,mixed,motor,MSC10,0.905,20000
43,mixed,mem,MSC10,0.96,20000
44,motor,mixed,MSC10,0.5349999999999999,20000
45,motor,mem,MSC10,0.645,20000
46,mem,mixed,MSC10,0.7849999999999999,20000
47,mem,motor,MSC10,0.92,20000
0,mixed,motor,MSC01,0.995,30000
1,mixed,mem,MSC01,0.915,30000
2,motor,mixed,MSC01,0.825,30000
3,motor,mem,MSC01,0.6500000000000001,30000
4,mem,mixed,MSC01,0.945,30000
5,mem,motor,MSC01,0.995,30000
6,mixed,motor,MSC02,0.8099999999999999,30000
7,mixed,mem,MSC02,0.8299999999999998,30000
8,motor,mixed,MSC02,0.5,30000
9,motor,mem,MSC02,0.5,30000
10,mem,mixed,MSC02,0.74,30000
11,mem,motor,MSC02,0.6399999999999999,30000
12,mixed,motor,MSC03,1.0,30000
13,mixed,mem,MSC03,0.8099999999999999,30000
14,motor,mixed,MSC03,0.5449999999999999,30000
15,motor,mem,MSC03,0.5799999999999998,30000
16,mem,mixed,MSC03,0.6300000000000001,30000
17,mem,motor,MSC03,0.8600000000000001,30000
18,mixed,motor,MSC04,0.9549999999999998,30000
19,mixed,mem,MSC04,0.97,30000
20,motor,mixed,MSC04,0.5899999999999999,30000
21,motor,mem,MSC04,0.6699999999999999,30000
22,mem,mixed,MSC04,0.915,30000
23,mem,motor,MSC04,0.905,30000
24,mixed,motor,MSC05,0.965,30000
25,mixed,mem,MSC05,1.0,30000
26,motor,mixed,MSC05,0.5649999999999998,30000
27,motor,mem,MSC05,0.77,30000
28,mem,mixed,MSC05,0.8399999999999999,30000
29,mem,motor,MSC05,1.0,30000
30,mixed,motor,MSC06,0.915,30000
31,mixed,mem,MSC06,1.0,30000
32,motor,mixed,MSC06,0.5999999999999999,30000
33,motor,mem,MSC06,0.7350000000000001,30000
34,mem,mixed,MSC06,0.7649999999999999,30000
35,mem,motor,MSC06,0.92,30000
36,mixed,motor,MSC07,0.8400000000000001,30000
37,mixed,mem,MSC07,0.9050000000000002,30000
38,motor,mixed,MSC07,0.5499999999999999,30000
39,motor,mem,MSC07,0.5,30000
40,mem,mixed,MSC07,0.905,30000
41,mem,motor,MSC07,0.805,30000
42,mixed,motor,MSC10,0.885,30000
43,mixed,mem,MSC10,0.96,30000
44,motor,mixed,MSC10,0.505,30000
45,motor,mem,MSC10,0.635,30000
46,mem,mixed,MSC10,0.7999999999999999,30000
47,mem,motor,MSC10,0.89,30000
0,mixed,motor,MSC01,0.995,40000
1,mixed,mem,MSC01,0.94,40000
2,motor,mixed,MSC01,0.8099999999999999,40000
3,motor,mem,MSC01,0.6500000000000001,40000
4,mem,mixed,MSC01,0.9399999999999998,40000
5,mem,motor,MSC01,1.0,40000
6,mixed,motor,MSC02,0.755,40000
7,mixed,mem,MSC02,0.8399999999999999,40000
8,motor,mixed,MSC02,0.5,40000
9,motor,mem,MSC02,0.5,40000
10,mem,mixed,MSC02,0.745,40000
11,mem,motor,MSC02,0.635,40000
12,mixed,motor,MSC03,1.0,40000
13,mixed,mem,MSC03,0.7999999999999999,40000
14,motor,mixed,MSC03,0.5449999999999999,40000
15,motor,mem,MSC03,0.5799999999999998,40000
16,mem,mixed,MSC03,0.6300000000000001,40000
17,mem,motor,MSC03,0.8450000000000001,40000
18,mixed,motor,MSC04,0.9549999999999998,40000
19,mixed,mem,MSC04,0.955,40000
20,motor,mixed,MSC04,0.5749999999999998,40000
21,motor,mem,MSC04,0.6599999999999999,40000
22,mem,mixed,MSC04,0.91,40000
23,mem,motor,MSC04,0.8999999999999998,40000
24,mixed,motor,MSC05,0.94,40000
25,mixed,mem,MSC05,1.0,40000
26,motor,mixed,MSC05,0.5599999999999998,40000
27,motor,mem,MSC05,0.7849999999999999,40000
28,mem,mixed,MSC05,0.8449999999999998,40000
29,mem,motor,MSC05,1.0,40000
30,mixed,motor,MSC06,0.915,40000
31,mixed,mem,MSC06,1.0,40000
32,motor,mixed,MSC06,0.605,40000
33,motor,mem,MSC06,0.775,40000
34,mem,mixed,MSC06,0.75,40000
35,mem,motor,MSC06,0.925,40000
36,mixed,motor,MSC07,0.82,40000
37,mixed,mem,MSC07,0.9000000000000001,40000
38,motor,mixed,MSC07,0.5499999999999999,40000
39,motor,mem,MSC07,0.505,40000
40,mem,mixed,MSC07,0.8699999999999999,40000
41,mem,motor,MSC07,0.7799999999999999,40000
