train_task,test_task,sub,acc
mixed,motor,MSC01,0.99
mixed,mem,MSC01,0.9550000000000001
motor,mixed,MSC01,0.82
motor,mem,MSC01,0.6500000000000001
mem,mixed,MSC01,0.945
mem,motor,MSC01,0.985
mixed,motor,MSC02,0.76
mixed,mem,MSC02,0.8399999999999999
motor,mixed,MSC02,0.5
motor,mem,MSC02,0.5
mem,mixed,MSC02,0.7749999999999999
mem,motor,MSC02,0.65
mixed,motor,MSC03,0.9649999999999999
mixed,mem,MSC03,0.8099999999999999
motor,mixed,MSC03,0.5449999999999999
motor,mem,MSC03,0.56
mem,mixed,MSC03,0.6550000000000001
mem,motor,MSC03,0.89
mixed,motor,MSC04,0.9549999999999998
mixed,mem,MSC04,0.95
motor,mixed,MSC04,0.5799999999999998
motor,mem,MSC04,0.6799999999999999
mem,mixed,MSC04,0.9049999999999999
mem,motor,MSC04,0.875
mixed,motor,MSC05,0.97
mixed,mem,MSC05,1.0
motor,mixed,MSC05,0.59
motor,mem,MSC05,0.7150000000000001
mem,mixed,MSC05,0.8499999999999999
mem,motor,MSC05,0.9949999999999999
mixed,motor,MSC06,0.9100000000000001
mixed,mem,MSC06,1.0
motor,mixed,MSC06,0.595
motor,mem,MSC06,0.7550000000000001
mem,mixed,MSC06,0.735
mem,motor,MSC06,0.9199999999999999
mixed,motor,MSC07,0.825
mixed,mem,MSC07,0.945
motor,mixed,MSC07,0.5499999999999999
motor,mem,MSC07,0.5399999999999999
mem,mixed,MSC07,0.9099999999999999
mem,motor,MSC07,0.8450000000000001
mixed,motor,MSC10,0.9000000000000001
mixed,mem,MSC10,0.99
motor,mixed,MSC10,0.505
motor,mem,MSC10,0.635
mem,mixed,MSC10,0.8399999999999999
mem,motor,MSC10,0.865
