train_task,test_task,sub,acc
mixed,motor,MSC01,0.9949999999999999
mixed,mem,MSC01,0.9099999999999999
motor,mixed,MSC01,0.82
motor,mem,MSC01,0.6500000000000001
mem,mixed,MSC01,0.95
mem,motor,MSC01,0.9949999999999999
mixed,motor,MSC02,0.75
mixed,mem,MSC02,0.825
motor,mixed,MSC02,0.5
motor,mem,MSC02,0.5
mem,mixed,MSC02,0.725
mem,motor,MSC02,0.6399999999999999
mixed,motor,MSC03,0.9899999999999999
mixed,mem,MSC03,0.8099999999999999
motor,mixed,MSC03,0.5449999999999999
motor,mem,MSC03,0.5849999999999999
mem,mixed,MSC03,0.6350000000000001
mem,motor,MSC03,0.85
mixed,motor,MSC04,0.95
mixed,mem,MSC04,0.9600000000000002
motor,mixed,MSC04,0.5749999999999998
motor,mem,MSC04,0.5900000000000001
mem,mixed,MSC04,0.915
mem,motor,MSC04,0.8799999999999999
mixed,motor,MSC05,0.9549999999999998
mixed,mem,MSC05,1.0
motor,mixed,MSC05,0.5599999999999998
motor,mem,MSC05,0.7899999999999999
mem,mixed,MSC05,0.8499999999999999
mem,motor,MSC05,0.99
mixed,motor,MSC06,0.925
mixed,mem,MSC06,1.0
motor,mixed,MSC06,0.595
motor,mem,MSC06,0.685
mem,mixed,MSC06,0.755
mem,motor,MSC06,0.9149999999999998
mixed,motor,MSC07,0.8149999999999998
mixed,mem,MSC07,0.9100000000000001
motor,mixed,MSC07,0.5499999999999999
motor,mem,MSC07,0.505
mem,mixed,MSC07,0.885
mem,motor,MSC07,0.76
mixed,motor,MSC10,0.8999999999999998
mixed,mem,MSC10,0.97
motor,mixed,MSC10,0.505
motor,mem,MSC10,0.655
mem,mixed,MSC10,0.8049999999999999
mem,motor,MSC10,0.9199999999999999
