train_task,test_task,sub,acc
mixed,motor,MSC01,0.89
mixed,mem,MSC01,0.89
motor,mixed,MSC01,0.7350000000000001
motor,mem,MSC01,0.7150000000000001
mem,mixed,MSC01,0.8949999999999999
mem,motor,MSC01,0.8299999999999998
mixed,motor,MSC02,0.8700000000000001
mixed,mem,MSC02,0.7250000000000001
motor,mixed,MSC02,0.77
motor,mem,MSC02,0.655
mem,mixed,MSC02,0.6300000000000001
mem,motor,MSC02,0.5650000000000001
mixed,motor,MSC03,0.7449999999999999
mixed,mem,MSC03,0.7799999999999999
motor,mixed,MSC03,0.5549999999999999
motor,mem,MSC03,0.6449999999999999
mem,mixed,MSC03,0.68
mem,motor,MSC03,0.6300000000000001
mixed,motor,MSC04,0.825
mixed,mem,MSC04,0.6799999999999999
motor,mixed,MSC04,0.8400000000000001
motor,mem,MSC04,0.7949999999999998
mem,mixed,MSC04,0.7699999999999999
mem,motor,MSC04,0.7949999999999999
mixed,motor,MSC05,0.8300000000000001
mixed,mem,MSC05,0.8049999999999999
motor,mixed,MSC05,0.925
motor,mem,MSC05,0.925
mem,mixed,MSC05,0.7899999999999998
mem,motor,MSC05,0.7699999999999999
mixed,motor,MSC06,0.64
mixed,mem,MSC06,0.8000000000000002
motor,mixed,MSC06,0.45499999999999996
motor,mem,MSC06,0.5599999999999999
mem,mixed,MSC06,0.7649999999999999
mem,motor,MSC06,0.6400000000000001
mixed,motor,MSC07,0.7850000000000001
mixed,mem,MSC07,0.6699999999999999
motor,mixed,MSC07,0.6049999999999999
motor,mem,MSC07,0.6450000000000001
mem,mixed,MSC07,0.5999999999999999
mem,motor,MSC07,0.7350000000000001
mixed,motor,MSC10,0.9
mixed,mem,MSC10,0.865
motor,mixed,MSC10,0.7050000000000001
motor,mem,MSC10,0.7849999999999999
mem,mixed,MSC10,0.77
mem,motor,MSC10,0.9049999999999999
