train_task,test_task,sub,acc
mixed,motor,MSC01,0.99
mixed,mem,MSC01,0.8299999999999998
motor,mixed,MSC01,0.7749999999999999
motor,mem,MSC01,0.6900000000000001
mem,mixed,MSC01,0.9400000000000001
mem,motor,MSC01,0.97
mixed,motor,MSC02,0.71
mixed,mem,MSC02,0.7799999999999999
motor,mixed,MSC02,0.5
motor,mem,MSC02,0.5
mem,mixed,MSC02,0.775
mem,motor,MSC02,0.59
mixed,motor,MSC03,0.95
mixed,mem,MSC03,0.875
motor,mixed,MSC03,0.5999999999999999
motor,mem,MSC03,0.51
mem,mixed,MSC03,0.6950000000000001
mem,motor,MSC03,0.7849999999999999
mixed,motor,MSC04,0.905
mixed,mem,MSC04,0.9949999999999999
motor,mixed,MSC04,0.615
motor,mem,MSC04,0.655
mem,mixed,MSC04,0.945
mem,motor,MSC04,0.8149999999999998
mixed,motor,MSC05,0.9349999999999999
mixed,mem,MSC05,1.0
motor,mixed,MSC05,0.575
motor,mem,MSC05,0.9800000000000001
mem,mixed,MSC05,0.8049999999999999
mem,motor,MSC05,0.97
mixed,motor,MSC06,0.97
mixed,mem,MSC06,0.9549999999999998
motor,mixed,MSC06,0.675
motor,mem,MSC06,0.805
mem,mixed,MSC06,0.755
mem,motor,MSC06,0.925
mixed,motor,MSC07,0.745
mixed,mem,MSC07,0.8950000000000001
motor,mixed,MSC07,0.5499999999999999
motor,mem,MSC07,0.53
mem,mixed,MSC07,0.9100000000000001
mem,motor,MSC07,0.8850000000000001
mixed,motor,MSC10,0.8850000000000001
mixed,mem,MSC10,0.8800000000000001
motor,mixed,MSC10,0.5499999999999999
motor,mem,MSC10,0.655
mem,mixed,MSC10,0.8399999999999999
mem,motor,MSC10,0.9
