train_task,test_task,sub,acc
mixed,motor,MSC01,0.9949999999999999
mixed,mem,MSC01,0.9299999999999999
motor,mixed,MSC01,0.82
motor,mem,MSC01,0.6500000000000001
mem,mixed,MSC01,0.9099999999999999
mem,motor,MSC01,0.9200000000000002
mixed,motor,MSC02,0.7550000000000001
mixed,mem,MSC02,0.7899999999999999
motor,mixed,MSC02,0.5
motor,mem,MSC02,0.5
mem,mixed,MSC02,0.74
mem,motor,MSC02,0.6099999999999999
mixed,motor,MSC03,0.9949999999999999
mixed,mem,MSC03,0.8249999999999998
motor,mixed,MSC03,0.5599999999999999
motor,mem,MSC03,0.57
mem,mixed,MSC03,0.6450000000000001
mem,motor,MSC03,0.8149999999999998
mixed,motor,MSC04,0.95
mixed,mem,MSC04,0.95
motor,mixed,MSC04,0.5599999999999999
motor,mem,MSC04,0.6449999999999999
mem,mixed,MSC04,0.9049999999999999
mem,motor,MSC04,0.8799999999999999
mixed,motor,MSC05,0.96
mixed,mem,MSC05,1.0
motor,mixed,MSC05,0.57
motor,mem,MSC05,0.82
mem,mixed,MSC05,0.8399999999999999
mem,motor,MSC05,1.0
mixed,motor,MSC06,0.9199999999999999
mixed,mem,MSC06,1.0
motor,mixed,MSC06,0.59
motor,mem,MSC06,0.7350000000000001
mem,mixed,MSC06,0.75
mem,motor,MSC06,0.865
mixed,motor,MSC07,0.8700000000000001
mixed,mem,MSC07,0.9400000000000001
motor,mixed,MSC07,0.5449999999999999
motor,mem,MSC07,0.5
mem,mixed,MSC07,0.8400000000000001
mem,motor,MSC07,0.7749999999999999
mixed,motor,MSC10,0.9099999999999999
mixed,mem,MSC10,0.96
motor,mixed,MSC10,0.53
motor,mem,MSC10,0.65
mem,mixed,MSC10,0.845
mem,motor,MSC10,0.8950000000000001
