train_task,test_task,sub,acc
mixed,motor,MSC01,0.9949999999999999
mixed,mem,MSC01,0.925
motor,mixed,MSC01,0.8099999999999999
motor,mem,MSC01,0.6500000000000001
mem,mixed,MSC01,0.9399999999999998
mem,motor,MSC01,1.0
mixed,motor,MSC02,0.7500000000000001
mixed,mem,MSC02,0.8399999999999999
motor,mixed,MSC02,0.5
motor,mem,MSC02,0.5
mem,mixed,MSC02,0.7300000000000001
mem,motor,MSC02,0.635
mixed,motor,MSC03,1.0
mixed,mem,MSC03,0.7849999999999999
motor,mixed,MSC03,0.5549999999999999
motor,mem,MSC03,0.5799999999999998
mem,mixed,MSC03,0.6450000000000001
mem,motor,MSC03,0.8850000000000001
mixed,motor,MSC04,0.95
mixed,mem,MSC04,0.9800000000000001
motor,mixed,MSC04,0.5899999999999999
motor,mem,MSC04,0.6799999999999999
mem,mixed,MSC04,0.9099999999999999
mem,motor,MSC04,0.8999999999999998
mixed,motor,MSC05,0.9549999999999998
mixed,mem,MSC05,1.0
motor,mixed,MSC05,0.5599999999999998
motor,mem,MSC05,0.7849999999999999
mem,mixed,MSC05,0.8299999999999998
mem,motor,MSC05,0.99
mixed,motor,MSC06,0.9200000000000002
mixed,mem,MSC06,1.0
motor,mixed,MSC06,0.6100000000000001
motor,mem,MSC06,0.775
mem,mixed,MSC06,0.76
mem,motor,MSC06,0.9199999999999999
mixed,motor,MSC07,0.8550000000000001
mixed,mem,MSC07,0.9000000000000001
motor,mixed,MSC07,0.5499999999999999
motor,mem,MSC07,0.505
mem,mixed,MSC07,0.8949999999999999
mem,motor,MSC07,0.8149999999999998
mixed,motor,MSC10,0.8949999999999999
mixed,mem,MSC10,0.95
motor,mixed,MSC10,0.505
motor,mem,MSC10,0.64
mem,mixed,MSC10,0.7999999999999999
mem,motor,MSC10,0.9000000000000001
