,train_task,test_task,train_sub,test_sub,acc
0,mixed,motor,MSC01,MSC02,0.875
1,mixed,mem,MSC01,MSC02,0.77
2,motor,mixed,MSC01,MSC02,0.6099999999999999
3,motor,mem,MSC01,MSC02,0.5
4,mem,mixed,MSC01,MSC02,0.9
5,mem,motor,MSC01,MSC02,0.96
6,mixed,motor,MSC01,MSC03,0.66
7,mixed,mem,MSC01,MSC03,0.7100000000000001
8,motor,mixed,MSC01,MSC03,0.6099999999999999
9,motor,mem,MSC01,MSC03,0.5349999999999999
10,mem,mixed,MSC01,MSC03,0.78
11,mem,motor,MSC01,MSC03,0.7000000000000001
12,mixed,motor,MSC01,MSC04,0.835
13,mixed,mem,MSC01,MSC04,0.595
14,motor,mixed,MSC01,MSC04,0.5
15,motor,mem,MSC01,MSC04,0.5
16,mem,mixed,MSC01,MSC04,0.5449999999999999
17,mem,motor,MSC01,MSC04,0.7849999999999999
18,mixed,motor,MSC01,MSC05,0.7849999999999999
19,mixed,mem,MSC01,MSC05,0.72
20,motor,mixed,MSC01,MSC05,0.5
21,motor,mem,MSC01,MSC05,0.5
22,mem,mixed,MSC01,MSC05,0.5849999999999999
23,mem,motor,MSC01,MSC05,0.8299999999999998
24,mixed,motor,MSC01,MSC06,0.505
25,mixed,mem,MSC01,MSC06,0.5799999999999998
26,motor,mixed,MSC01,MSC06,0.505
27,motor,mem,MSC01,MSC06,0.5
28,mem,mixed,MSC01,MSC06,0.51
29,mem,motor,MSC01,MSC06,0.61
30,mixed,motor,MSC01,MSC07,0.585
31,mixed,mem,MSC01,MSC07,0.8299999999999998
32,motor,mixed,MSC01,MSC07,0.5
33,motor,mem,MSC01,MSC07,0.5
34,mem,mixed,MSC01,MSC07,0.6849999999999999
35,mem,motor,MSC01,MSC07,0.6550000000000001
36,mixed,motor,MSC01,MSC10,0.45499999999999996
37,mixed,mem,MSC01,MSC10,0.465
38,motor,mixed,MSC01,MSC10,0.5149999999999999
39,motor,mem,MSC01,MSC10,0.5
40,mem,mixed,MSC01,MSC10,0.535
41,mem,motor,MSC01,MSC10,0.43
42,mixed,motor,MSC02,MSC01,0.76
43,mixed,mem,MSC02,MSC01,0.8549999999999999
44,motor,mixed,MSC02,MSC01,0.615
45,motor,mem,MSC02,MSC01,0.595
46,mem,mixed,MSC02,MSC01,0.5999999999999999
47,mem,motor,MSC02,MSC01,0.55
48,mixed,motor,MSC02,MSC03,0.8099999999999999
49,mixed,mem,MSC02,MSC03,0.755
50,motor,mixed,MSC02,MSC03,0.845
51,motor,mem,MSC02,MSC03,0.6099999999999999
52,mem,mixed,MSC02,MSC03,0.5849999999999999
53,mem,motor,MSC02,MSC03,0.5849999999999999
54,mixed,motor,MSC02,MSC04,0.72
55,mixed,mem,MSC02,MSC04,0.565
56,motor,mixed,MSC02,MSC04,0.505
57,motor,mem,MSC02,MSC04,0.5349999999999999
58,mem,mixed,MSC02,MSC04,0.49000000000000005
59,mem,motor,MSC02,MSC04,0.5399999999999999
60,mixed,motor,MSC02,MSC05,0.575
61,mixed,mem,MSC02,MSC05,0.595
62,motor,mixed,MSC02,MSC05,0.495
63,motor,mem,MSC02,MSC05,0.475
64,mem,mixed,MSC02,MSC05,0.51
65,mem,motor,MSC02,MSC05,0.51
66,mixed,motor,MSC02,MSC06,0.85
67,mixed,mem,MSC02,MSC06,0.8800000000000001
68,motor,mixed,MSC02,MSC06,0.565
69,motor,mem,MSC02,MSC06,0.525
70,mem,mixed,MSC02,MSC06,0.8550000000000001
71,mem,motor,MSC02,MSC06,0.8550000000000001
72,mixed,motor,MSC02,MSC07,0.5399999999999999
73,mixed,mem,MSC02,MSC07,0.575
74,motor,mixed,MSC02,MSC07,0.6449999999999999
75,motor,mem,MSC02,MSC07,0.7249999999999999
76,mem,mixed,MSC02,MSC07,0.5
77,mem,motor,MSC02,MSC07,0.5
78,mixed,motor,MSC02,MSC10,0.41
79,mixed,mem,MSC02,MSC10,0.255
80,motor,mixed,MSC02,MSC10,0.55
81,motor,mem,MSC02,MSC10,0.5549999999999999
82,mem,mixed,MSC02,MSC10,0.47000000000000003
83,mem,motor,MSC02,MSC10,0.505
84,mixed,motor,MSC03,MSC01,0.65
85,mixed,mem,MSC03,MSC01,0.755
86,motor,mixed,MSC03,MSC01,0.625
87,motor,mem,MSC03,MSC01,0.6900000000000001
88,mem,mixed,MSC03,MSC01,0.555
89,mem,motor,MSC03,MSC01,0.385
90,mixed,motor,MSC03,MSC02,0.8200000000000001
91,mixed,mem,MSC03,MSC02,0.7699999999999999
92,motor,mixed,MSC03,MSC02,0.625
93,motor,mem,MSC03,MSC02,0.62
94,mem,mixed,MSC03,MSC02,0.5499999999999999
95,mem,motor,MSC03,MSC02,0.5499999999999999
96,mixed,motor,MSC03,MSC04,0.8299999999999998
97,mixed,mem,MSC03,MSC04,0.7649999999999999
98,motor,mixed,MSC03,MSC04,0.585
99,motor,mem,MSC03,MSC04,0.82
100,mem,mixed,MSC03,MSC04,0.69
101,mem,motor,MSC03,MSC04,0.6599999999999999
102,mixed,motor,MSC03,MSC05,0.9150000000000003
103,mixed,mem,MSC03,MSC05,0.8699999999999999
104,motor,mixed,MSC03,MSC05,0.475
105,motor,mem,MSC03,MSC05,0.7150000000000001
106,mem,mixed,MSC03,MSC05,0.51
107,mem,motor,MSC03,MSC05,0.51
108,mixed,motor,MSC03,MSC06,0.755
109,mixed,mem,MSC03,MSC06,0.755
110,motor,mixed,MSC03,MSC06,0.5649999999999998
111,motor,mem,MSC03,MSC06,0.62
112,mem,mixed,MSC03,MSC06,0.7000000000000001
113,mem,motor,MSC03,MSC06,0.58
114,mixed,motor,MSC03,MSC07,0.49499999999999994
115,mixed,mem,MSC03,MSC07,0.6400000000000001
116,motor,mixed,MSC03,MSC07,0.5149999999999999
117,motor,mem,MSC03,MSC07,0.6300000000000001
118,mem,mixed,MSC03,MSC07,0.675
119,mem,motor,MSC03,MSC07,0.71
120,mixed,motor,MSC03,MSC10,0.5199999999999999
121,mixed,mem,MSC03,MSC10,0.545
122,motor,mixed,MSC03,MSC10,0.6300000000000001
123,motor,mem,MSC03,MSC10,0.67
124,mem,mixed,MSC03,MSC10,0.5899999999999999
125,mem,motor,MSC03,MSC10,0.655
126,mixed,motor,MSC04,MSC01,0.56
127,mixed,mem,MSC04,MSC01,0.4749999999999999
