train_task,test_task,sub,acc
mixed,motor,MSC01,0.3949999999999999
mixed,mem,MSC01,0.5250000000000001
motor,mixed,MSC01,0.5650000000000001
motor,mem,MSC01,0.425
mem,mixed,MSC01,0.5599999999999999
mem,motor,MSC01,0.7150000000000001
mixed,motor,MSC02,0.635
mixed,mem,MSC02,0.485
motor,mixed,MSC02,0.425
motor,mem,MSC02,0.5499999999999999
mem,mixed,MSC02,0.6699999999999999
mem,motor,MSC02,0.315
mixed,motor,MSC03,0.45499999999999996
mixed,mem,MSC03,0.5750000000000001
motor,mixed,MSC03,0.4149999999999999
motor,mem,MSC03,0.5800000000000001
mem,mixed,MSC03,0.5
mem,motor,MSC03,0.445
mixed,motor,MSC04,0.7350000000000001
mixed,mem,MSC04,0.42000000000000004
motor,mixed,MSC04,0.4149999999999999
motor,mem,MSC04,0.53
mem,mixed,MSC04,0.475
mem,motor,MSC04,0.43000000000000005
mixed,motor,MSC05,0.5449999999999999
mixed,mem,MSC05,0.5
motor,mixed,MSC05,0.575
motor,mem,MSC05,0.525
mem,mixed,MSC05,0.49499999999999994
mem,motor,MSC05,0.43499999999999994
mixed,motor,MSC06,0.465
mixed,mem,MSC06,0.425
motor,mixed,MSC06,0.515
motor,mem,MSC06,0.51
mem,mixed,MSC06,0.5449999999999999
mem,motor,MSC06,0.365
mixed,motor,MSC07,0.31500000000000006
mixed,mem,MSC07,0.45
motor,mixed,MSC07,0.48
motor,mem,MSC07,0.505
mem,mixed,MSC07,0.55
mem,motor,MSC07,0.46499999999999997
mixed,motor,MSC10,0.39499999999999996
mixed,mem,MSC10,0.41
motor,mixed,MSC10,0.32
motor,mem,MSC10,0.635
mem,mixed,MSC10,0.5199999999999999
mem,motor,MSC10,0.5800000000000001
