train_task,test_task,sub,acc
mixed,motor,MSC01,0.665
mixed,mem,MSC01,0.49499999999999994
motor,mixed,MSC01,0.48
motor,mem,MSC01,0.5399999999999999
mem,mixed,MSC01,0.43
mem,motor,MSC01,0.40499999999999997
mixed,motor,MSC02,0.5349999999999999
mixed,mem,MSC02,0.5349999999999999
motor,mixed,MSC02,0.5
motor,mem,MSC02,0.5
mem,mixed,MSC02,0.5449999999999999
mem,motor,MSC02,0.45
mixed,motor,MSC03,0.6400000000000001
mixed,mem,MSC03,0.4800000000000001
motor,mixed,MSC03,0.5349999999999999
motor,mem,MSC03,0.485
mem,mixed,MSC03,0.5
mem,motor,MSC03,0.5
mixed,motor,MSC04,0.5150000000000001
mixed,mem,MSC04,0.49000000000000005
motor,mixed,MSC04,0.5
motor,mem,MSC04,0.5149999999999999
mem,mixed,MSC04,0.7699999999999999
mem,motor,MSC04,0.53
mixed,motor,MSC05,0.755
mixed,mem,MSC05,0.63
motor,mixed,MSC05,0.5
motor,mem,MSC05,0.5299999999999999
mem,mixed,MSC05,0.53
mem,motor,MSC05,0.5549999999999999
mixed,motor,MSC06,0.445
mixed,mem,MSC06,0.6
motor,mixed,MSC06,0.5
motor,mem,MSC06,0.45499999999999996
mem,mixed,MSC06,0.51
mem,motor,MSC06,0.5149999999999999
mixed,motor,MSC07,0.41000000000000003
mixed,mem,MSC07,0.605
motor,mixed,MSC07,0.5
motor,mem,MSC07,0.505
mem,mixed,MSC07,0.58
mem,motor,MSC07,0.615
mixed,motor,MSC10,0.4749999999999999
mixed,mem,MSC10,0.5449999999999999
motor,mixed,MSC10,0.47000000000000003
motor,mem,MSC10,0.4749999999999999
mem,mixed,MSC10,0.43500000000000005
mem,motor,MSC10,0.44499999999999995
