train_task,test_task,train_sub,test_sub,acc,spec,sen
mem,motor,MSC05,MSC10,0.905,0.9000000000000001,0.9100000000000001
glass,semantic,MSC06,MSC01,0.55,1.0,0.1
glass,motor,MSC06,MSC01,0.5388888888888889,1.0,0.07777777777777778
glass,mem,MSC06,MSC01,0.5444444444444445,1.0,0.08888888888888889
semantic,glass,MSC06,MSC01,0.585,1.0,0.16999999999999998
semantic,motor,MSC06,MSC01,0.61,1.0,0.22000000000000003
semantic,mem,MSC06,MSC01,0.565,1.0,0.13
motor,glass,MSC06,MSC01,0.55,0.17,0.93
motor,semantic,MSC06,MSC01,0.565,0.17,0.96
motor,mem,MSC06,MSC01,0.5549999999999999,0.17,0.9400000000000001
mem,glass,MSC06,MSC01,0.905,0.9200000000000002,0.89
mem,semantic,MSC06,MSC01,0.9099999999999999,0.9200000000000002,0.9000000000000001
mem,motor,MSC06,MSC01,0.915,0.9200000000000002,0.9099999999999999
glass,semantic,MSC06,MSC02,0.5055555555555555,1.0,0.011111111111111112
glass,motor,MSC06,MSC02,0.5,1.0,0.0
glass,mem,MSC06,MSC02,0.5,1.0,0.0
semantic,glass,MSC06,MSC02,0.575,0.99,0.15999999999999998
semantic,motor,MSC06,MSC02,0.495,0.99,0.0
semantic,mem,MSC06,MSC02,0.51,0.99,0.030000000000000006
motor,glass,MSC06,MSC02,0.495,0.35,0.64
motor,semantic,MSC06,MSC02,0.565,0.35,0.78
motor,mem,MSC06,MSC02,0.6400000000000001,0.35,0.93
mem,glass,MSC06,MSC02,0.6600000000000001,0.96,0.36
mem,semantic,MSC06,MSC02,0.7300000000000001,0.96,0.5
mem,motor,MSC06,MSC02,0.575,0.96,0.19
glass,semantic,MSC06,MSC03,0.5222222222222223,1.0,0.044444444444444446
glass,motor,MSC06,MSC03,0.5,1.0,0.0
glass,mem,MSC06,MSC03,0.5111111111111111,1.0,0.022222222222222223
semantic,glass,MSC06,MSC03,0.5,0.99,0.01
semantic,motor,MSC06,MSC03,0.505,0.99,0.02
semantic,mem,MSC06,MSC03,0.52,0.99,0.05
motor,glass,MSC06,MSC03,0.6,0.29,0.9099999999999999
motor,semantic,MSC06,MSC03,0.6100000000000001,0.29,0.93
motor,mem,MSC06,MSC03,0.615,0.29,0.9400000000000001
mem,glass,MSC06,MSC03,0.5799999999999998,0.86,0.3
mem,semantic,MSC06,MSC03,0.775,0.86,0.6900000000000001
mem,motor,MSC06,MSC03,0.7150000000000001,0.86,0.57
glass,semantic,MSC06,MSC04,0.5444444444444444,1.0,0.08888888888888889
glass,motor,MSC06,MSC04,0.5444444444444444,1.0,0.08888888888888888
glass,mem,MSC06,MSC04,0.5222222222222223,1.0,0.044444444444444446
semantic,glass,MSC06,MSC04,0.6049999999999999,1.0,0.21000000000000002
semantic,motor,MSC06,MSC04,0.5950000000000001,1.0,0.19
semantic,mem,MSC06,MSC04,0.5449999999999999,1.0,0.09
motor,glass,MSC06,MSC04,0.75,0.51,0.99
motor,semantic,MSC06,MSC04,0.7050000000000001,0.51,0.9
motor,mem,MSC06,MSC04,0.735,0.51,0.96
mem,glass,MSC06,MSC04,0.9349999999999999,0.9800000000000001,0.89
mem,semantic,MSC06,MSC04,0.9,0.9800000000000001,0.82
mem,motor,MSC06,MSC04,0.865,0.9800000000000001,0.7500000000000001
glass,semantic,MSC06,MSC05,0.5888888888888889,1.0,0.17777777777777776
glass,motor,MSC06,MSC05,0.6000000000000001,1.0,0.2
glass,mem,MSC06,MSC05,0.5166666666666666,1.0,0.03333333333333334
semantic,glass,MSC06,MSC05,0.5199999999999999,1.0,0.04
semantic,motor,MSC06,MSC05,0.505,1.0,0.01
semantic,mem,MSC06,MSC05,0.6050000000000001,1.0,0.21000000000000002
motor,glass,MSC06,MSC05,0.7050000000000001,1.0,0.41
motor,semantic,MSC06,MSC05,0.885,1.0,0.77
motor,mem,MSC06,MSC05,0.9099999999999999,1.0,0.8200000000000001
mem,glass,MSC06,MSC05,0.6,1.0,0.2
mem,semantic,MSC06,MSC05,0.82,1.0,0.64
mem,motor,MSC06,MSC05,0.7499999999999999,1.0,0.5
glass,semantic,MSC06,MSC07,0.5611111111111111,1.0,0.12222222222222223
glass,motor,MSC06,MSC07,0.5722222222222223,1.0,0.1444444444444445
glass,mem,MSC06,MSC07,0.5388888888888889,1.0,0.07777777777777778
semantic,glass,MSC06,MSC07,0.645,0.97,0.32
semantic,motor,MSC06,MSC07,0.59,0.97,0.21000000000000002
semantic,mem,MSC06,MSC07,0.6050000000000001,0.97,0.24
motor,glass,MSC06,MSC07,0.5800000000000001,0.29000000000000004,0.8700000000000001
motor,semantic,MSC06,MSC07,0.645,0.29000000000000004,1.0
motor,mem,MSC06,MSC07,0.635,0.29000000000000004,0.9800000000000001
mem,glass,MSC06,MSC07,0.875,0.77,0.9800000000000001
mem,semantic,MSC06,MSC07,0.8799999999999999,0.77,0.99
mem,motor,MSC06,MSC07,0.8549999999999999,0.77,0.9400000000000001
glass,semantic,MSC06,MSC10,0.6166666666666667,1.0,0.23333333333333334
glass,motor,MSC06,MSC10,0.5722222222222222,1.0,0.14444444444444446
glass,mem,MSC06,MSC10,0.6000000000000001,1.0,0.2
semantic,glass,MSC06,MSC10,0.63,0.99,0.26999999999999996
semantic,motor,MSC06,MSC10,0.58,0.99,0.17
semantic,mem,MSC06,MSC10,0.7050000000000001,0.99,0.41999999999999993
motor,glass,MSC06,MSC10,0.5900000000000001,0.22000000000000003,0.96
motor,semantic,MSC06,MSC10,0.55,0.22000000000000003,0.8800000000000001
motor,mem,MSC06,MSC10,0.6,0.22000000000000003,0.9800000000000001
mem,glass,MSC06,MSC10,0.8600000000000001,0.9099999999999999,0.8099999999999999
mem,semantic,MSC06,MSC10,0.8550000000000001,0.9099999999999999,0.7999999999999999
mem,motor,MSC06,MSC10,0.89,0.9099999999999999,0.8699999999999999
glass,semantic,MSC07,MSC01,0.655,1.0,0.31
glass,motor,MSC07,MSC01,0.51,1.0,0.02
glass,mem,MSC07,MSC01,0.5,1.0,0.0
semantic,glass,MSC07,MSC01,0.5399999999999999,1.0,0.07999999999999999
semantic,motor,MSC07,MSC01,0.505,1.0,0.01
semantic,mem,MSC07,MSC01,0.5,1.0,0.0
motor,glass,MSC07,MSC01,0.515,0.1,0.93
motor,semantic,MSC07,MSC01,0.525,0.1,0.95
motor,mem,MSC07,MSC01,0.5349999999999999,0.1,0.97
mem,glass,MSC07,MSC01,0.9,0.8300000000000001,0.97
mem,semantic,MSC07,MSC01,0.915,0.8300000000000001,1.0
mem,motor,MSC07,MSC01,0.9099999999999999,0.8300000000000001,0.99
glass,semantic,MSC07,MSC02,0.5499999999999999,1.0,0.09999999999999999
glass,motor,MSC07,MSC02,0.5,1.0,0.0
glass,mem,MSC07,MSC02,0.5,1.0,0.0
semantic,glass,MSC07,MSC02,0.5,1.0,0.0
semantic,motor,MSC07,MSC02,0.5,1.0,0.0
semantic,mem,MSC07,MSC02,0.5,1.0,0.0
motor,glass,MSC07,MSC02,0.545,0.20000000000000004,0.89
motor,semantic,MSC07,MSC02,0.51,0.20000000000000004,0.8200000000000001
motor,mem,MSC07,MSC02,0.5599999999999999,0.20000000000000004,0.9199999999999999
mem,glass,MSC07,MSC02,0.655,0.58,0.7300000000000001
mem,semantic,MSC07,MSC02,0.73,0.58,0.8800000000000001
mem,motor,MSC07,MSC02,0.61,0.58,0.6399999999999999
glass,semantic,MSC07,MSC03,0.5,1.0,0.0
glass,motor,MSC07,MSC03,0.5,1.0,0.0
glass,mem,MSC07,MSC03,0.5,1.0,0.0
semantic,glass,MSC07,MSC03,0.5,1.0,0.0
semantic,motor,MSC07,MSC03,0.5,1.0,0.0
semantic,mem,MSC07,MSC03,0.5,1.0,0.0
motor,glass,MSC07,MSC03,0.59,0.31,0.8699999999999999
motor,semantic,MSC07,MSC03,0.565,0.31,0.8200000000000001
motor,mem,MSC07,MSC03,0.63,0.31,0.95
mem,glass,MSC07,MSC03,0.56,0.5800000000000001,0.5399999999999999
mem,semantic,MSC07,MSC03,0.675,0.5800000000000001,0.77
mem,motor,MSC07,MSC03,0.655,0.5800000000000001,0.73
glass,semantic,MSC07,MSC04,0.5199999999999999,1.0,0.04
glass,motor,MSC07,MSC04,0.5,1.0,0.0
glass,mem,MSC07,MSC04,0.5,1.0,0.0
semantic,glass,MSC07,MSC04,0.5,1.0,0.0
semantic,motor,MSC07,MSC04,0.5,1.0,0.0
semantic,mem,MSC07,MSC04,0.5,1.0,0.0
motor,glass,MSC07,MSC04,0.6500000000000001,0.48,0.8200000000000001
motor,semantic,MSC07,MSC04,0.5850000000000001,0.48,0.6900000000000001
motor,mem,MSC07,MSC04,0.675,0.48,0.8699999999999999
mem,glass,MSC07,MSC04,0.7100000000000001,0.9400000000000001,0.4800000000000001
mem,semantic,MSC07,MSC04,0.8950000000000001,0.9400000000000001,0.8500000000000002
mem,motor,MSC07,MSC04,0.865,0.9400000000000001,0.79
glass,semantic,MSC07,MSC05,0.5,1.0,0.0
glass,motor,MSC07,MSC05,0.5,1.0,0.0
glass,mem,MSC07,MSC05,0.5,1.0,0.0
semantic,glass,MSC07,MSC05,0.5,1.0,0.0
semantic,motor,MSC07,MSC05,0.5,1.0,0.0
semantic,mem,MSC07,MSC05,0.5,1.0,0.0
motor,glass,MSC07,MSC05,0.7100000000000001,0.6,0.8200000000000001
motor,semantic,MSC07,MSC05,0.78,0.6,0.96
motor,mem,MSC07,MSC05,0.78,0.6,0.96
mem,glass,MSC07,MSC05,0.6849999999999999,1.0,0.37
mem,semantic,MSC07,MSC05,0.915,1.0,0.8300000000000001
mem,motor,MSC07,MSC05,0.6950000000000001,1.0,0.39
glass,semantic,MSC07,MSC06,0.5,1.0,0.0
glass,motor,MSC07,MSC06,0.5,1.0,0.0
glass,mem,MSC07,MSC06,0.5,1.0,0.0
semantic,glass,MSC07,MSC06,0.5,1.0,0.0
semantic,motor,MSC07,MSC06,0.5,1.0,0.0
semantic,mem,MSC07,MSC06,0.5,1.0,0.0
motor,glass,MSC07,MSC06,0.6055555555555555,0.5111111111111111,0.7
motor,semantic,MSC07,MSC06,0.71,0.51,0.9099999999999999
motor,mem,MSC07,MSC06,0.705,0.51,0.9
mem,glass,MSC07,MSC06,0.6666666666666666,1.0,0.3333333333333333
mem,semantic,MSC07,MSC06,0.7800000000000001,1.0,0.56
mem,motor,MSC07,MSC06,0.875,1.0,0.75
glass,semantic,MSC07,MSC10,0.51,1.0,0.02
glass,motor,MSC07,MSC10,0.5,1.0,0.0
glass,mem,MSC07,MSC10,0.5,1.0,0.0
semantic,glass,MSC07,MSC10,0.5,1.0,0.0
semantic,motor,MSC07,MSC10,0.5,1.0,0.0
semantic,mem,MSC07,MSC10,0.5,1.0,0.0
motor,glass,MSC07,MSC10,0.765,0.61,0.9199999999999999
motor,semantic,MSC07,MSC10,0.675,0.61,0.74
motor,mem,MSC07,MSC10,0.7899999999999999,0.61,0.97
mem,glass,MSC07,MSC10,0.75,0.8699999999999999,0.6299999999999999
mem,semantic,MSC07,MSC10,0.8049999999999999,0.8699999999999999,0.74
mem,motor,MSC07,MSC10,0.6900000000000001,0.8699999999999999,0.51
glass,semantic,MSC10,MSC01,0.745,0.97,0.5200000000000001
glass,motor,MSC10,MSC01,0.7350000000000001,0.97,0.4999999999999999
glass,mem,MSC10,MSC01,0.9049999999999999,0.97,0.8400000000000001
semantic,glass,MSC10,MSC01,0.82,1.0,0.6399999999999999
semantic,motor,MSC10,MSC01,0.645,1.0,0.29000000000000004
semantic,mem,MSC10,MSC01,0.845,1.0,0.6900000000000001
motor,glass,MSC10,MSC01,0.595,1.0,0.19
motor,semantic,MSC10,MSC01,0.635,1.0,0.27
motor,mem,MSC10,MSC01,0.6649999999999999,1.0,0.33000000000000007
mem,glass,MSC10,MSC01,0.8200000000000001,0.8099999999999999,0.8300000000000001
mem,semantic,MSC10,MSC01,0.8450000000000001,0.8099999999999999,0.8800000000000001
mem,motor,MSC10,MSC01,0.885,0.8099999999999999,0.96
glass,semantic,MSC10,MSC02,0.5700000000000001,1.0,0.14
glass,motor,MSC10,MSC02,0.565,1.0,0.13
glass,mem,MSC10,MSC02,0.67,1.0,0.33999999999999997
semantic,glass,MSC10,MSC02,0.5,1.0,0.0
semantic,motor,MSC10,MSC02,0.505,1.0,0.01
semantic,mem,MSC10,MSC02,0.53,1.0,0.06000000000000001
motor,glass,MSC10,MSC02,0.5599999999999999,1.0,0.12000000000000002
motor,semantic,MSC10,MSC02,0.5499999999999999,1.0,0.09999999999999999
motor,mem,MSC10,MSC02,0.5599999999999999,1.0,0.12
mem,glass,MSC10,MSC02,0.595,0.57,0.6199999999999999
mem,semantic,MSC10,MSC02,0.47000000000000003,0.57,0.36999999999999994
mem,motor,MSC10,MSC02,0.6900000000000001,0.57,0.8099999999999999
glass,semantic,MSC10,MSC03,0.765,0.96,0.5700000000000001
glass,motor,MSC10,MSC03,0.8300000000000001,0.96,0.7
glass,mem,MSC10,MSC03,0.9550000000000001,0.96,0.95
semantic,glass,MSC10,MSC03,0.575,0.99,0.16
semantic,motor,MSC10,MSC03,0.66,0.99,0.32999999999999996
semantic,mem,MSC10,MSC03,0.95,0.99,0.9099999999999999
motor,glass,MSC10,MSC03,0.61,0.9000000000000001,0.32
motor,semantic,MSC10,MSC03,0.7049999999999998,0.9000000000000001,0.51
motor,mem,MSC10,MSC03,0.75,0.9000000000000001,0.6
mem,glass,MSC10,MSC03,0.67,0.69,0.6500000000000001
mem,semantic,MSC10,MSC03,0.725,0.69,0.76
mem,motor,MSC10,MSC03,0.8400000000000001,0.69,0.99
glass,semantic,MSC10,MSC04,0.72,0.9600000000000002,0.47999999999999987
glass,motor,MSC10,MSC04,0.7649999999999999,0.9600000000000002,0.57
glass,mem,MSC10,MSC04,0.7750000000000001,0.9600000000000002,0.59
semantic,glass,MSC10,MSC04,0.6050000000000001,1.0,0.21000000000000002
semantic,motor,MSC10,MSC04,0.575,1.0,0.15000000000000002
semantic,mem,MSC10,MSC04,0.65,1.0,0.3
motor,glass,MSC10,MSC04,0.6950000000000001,1.0,0.39
motor,semantic,MSC10,MSC04,0.58,1.0,0.16000000000000003
motor,mem,MSC10,MSC04,0.565,1.0,0.13000000000000003
mem,glass,MSC10,MSC04,0.8499999999999999,0.7999999999999999,0.9000000000000001
mem,semantic,MSC10,MSC04,0.7999999999999999,0.7999999999999999,0.8
mem,motor,MSC10,MSC04,0.8950000000000001,0.7999999999999999,0.99
glass,semantic,MSC10,MSC05,0.645,1.0,0.29
glass,motor,MSC10,MSC05,0.59,1.0,0.18
glass,mem,MSC10,MSC05,0.8550000000000001,1.0,0.71
semantic,glass,MSC10,MSC05,0.5149999999999999,1.0,0.030000000000000006
semantic,motor,MSC10,MSC05,0.5499999999999999,1.0,0.09999999999999999
semantic,mem,MSC10,MSC05,0.7550000000000001,1.0,0.51
motor,glass,MSC10,MSC05,0.7350000000000001,1.0,0.47000000000000003
motor,semantic,MSC10,MSC05,0.75,1.0,0.5
motor,mem,MSC10,MSC05,0.745,1.0,0.49000000000000005
mem,glass,MSC10,MSC05,0.8699999999999999,0.8699999999999999,0.8700000000000001
mem,semantic,MSC10,MSC05,0.9199999999999999,0.8699999999999999,0.97
mem,motor,MSC10,MSC05,0.74,0.8699999999999999,0.61
glass,semantic,MSC10,MSC06,0.6250000000000001,1.0,0.25
glass,motor,MSC10,MSC06,0.57,1.0,0.13999999999999999
glass,mem,MSC10,MSC06,0.76,1.0,0.5199999999999999
semantic,glass,MSC10,MSC06,0.5222222222222221,1.0,0.04444444444444444
semantic,motor,MSC10,MSC06,0.5499999999999999,1.0,0.09999999999999999
semantic,mem,MSC10,MSC06,0.6000000000000001,1.0,0.2
motor,glass,MSC10,MSC06,0.5111111111111111,1.0,0.02222222222222222
motor,semantic,MSC10,MSC06,0.5,1.0,0.0
motor,mem,MSC10,MSC06,0.505,1.0,0.01
mem,glass,MSC10,MSC06,0.7888888888888888,1.0,0.5777777777777778
mem,semantic,MSC10,MSC06,0.675,1.0,0.35
mem,motor,MSC10,MSC06,0.8099999999999999,1.0,0.62
glass,semantic,MSC10,MSC07,0.5399999999999999,0.9800000000000001,0.09999999999999999
glass,motor,MSC10,MSC07,0.7499999999999999,0.9800000000000001,0.5199999999999999
glass,mem,MSC10,MSC07,0.5,0.9800000000000001,0.02
semantic,glass,MSC10,MSC07,0.66,1.0,0.31999999999999995
semantic,motor,MSC10,MSC07,0.6249999999999999,1.0,0.25000000000000006
semantic,mem,MSC10,MSC07,0.5349999999999999,1.0,0.06999999999999999
motor,glass,MSC10,MSC07,0.5149999999999999,1.0,0.030000000000000006
motor,semantic,MSC10,MSC07,0.505,1.0,0.01
motor,mem,MSC10,MSC07,0.5,1.0,0.0
mem,glass,MSC10,MSC07,0.64,0.9100000000000001,0.37
mem,semantic,MSC10,MSC07,0.5399999999999999,0.9100000000000001,0.17
mem,motor,MSC10,MSC07,0.86,0.9100000000000001,0.8099999999999999
