sub,mixed,motor,mem
MSC01,0.95,0.9,0.85
MSC02,0.8,0.9,0.9
MSC03,0.95,0.95,0.875
MSC04,0.9,0.8,0.9
MSC05,0.95,0.95,1.0
MSC06,0.9,0.9444444444444444,0.9
MSC07,0.95,0.8333333333333334,0.95
MSC10,0.8,0.8,0.75
