acc,train,test,frames,analysis
0.7050000000000001,MSC01,MSC02,15,BS
0.6799999999999999,MSC01,MSC03,15,BS
0.86,MSC01,MSC04,15,BS
0.8800000000000001,MSC01,MSC05,15,BS
0.7100000000000001,MSC01,MSC06,15,BS
0.8799999999999999,MSC01,MSC07,15,BS
0.8099999999999999,MSC01,MSC10,15,BS
0.69,MSC02,MSC01,15,BS
0.58,MSC02,MSC03,15,BS
0.8,MSC02,MSC04,15,BS
0.74,MSC02,MSC05,15,BS
0.76,MSC02,MSC06,15,BS
0.59,MSC02,MSC07,15,BS
0.745,MSC02,MSC10,15,BS
0.51875,MSC03,MSC01,15,BS
0.55,MSC03,MSC02,15,BS
0.64375,MSC03,MSC04,15,BS
0.56875,MSC03,MSC05,15,BS
0.63125,MSC03,MSC06,15,BS
0.50625,MSC03,MSC07,15,BS
0.68125,MSC03,MSC10,15,BS
0.53,MSC04,MSC01,15,BS
0.575,MSC04,MSC02,15,BS
0.505,MSC04,MSC03,15,BS
0.7,MSC04,MSC05,15,BS
0.8049999999999999,MSC04,MSC06,15,BS
0.5849999999999999,MSC04,MSC07,15,BS
0.68,MSC04,MSC10,15,BS
0.8049999999999999,MSC05,MSC01,15,BS
0.725,MSC05,MSC02,15,BS
0.8499999999999999,MSC05,MSC03,15,BS
0.8400000000000001,MSC05,MSC04,15,BS
0.7949999999999999,MSC05,MSC06,15,BS
0.8049999999999999,MSC05,MSC07,15,BS
0.74,MSC05,MSC10,15,BS
0.67,MSC06,MSC01,15,BS
0.575,MSC06,MSC02,15,BS
0.6450000000000001,MSC06,MSC03,15,BS
0.8400000000000001,MSC06,MSC04,15,BS
0.82,MSC06,MSC05,15,BS
0.565,MSC06,MSC07,15,BS
0.55,MSC06,MSC10,15,BS
0.78,MSC07,MSC01,15,BS
0.68,MSC07,MSC02,15,BS
0.40499999999999997,MSC07,MSC03,15,BS
0.575,MSC07,MSC04,15,BS
0.625,MSC07,MSC05,15,BS
0.5499999999999999,MSC07,MSC06,15,BS
0.495,MSC07,MSC10,15,BS
0.7849999999999999,MSC10,MSC01,15,BS
0.53,MSC10,MSC02,15,BS
0.735,MSC10,MSC03,15,BS
0.765,MSC10,MSC04,15,BS
0.8200000000000001,MSC10,MSC05,15,BS
0.63,MSC10,MSC06,15,BS
0.5199999999999999,MSC10,MSC07,15,BS
