acc,train,test,frames,analysis
9999,MSC01,MSC02,350,BS
9999,MSC01,MSC03,350,BS
9999,MSC01,MSC04,350,BS
9999,MSC01,MSC05,350,BS
9999,MSC01,MSC06,350,BS
9999,MSC01,MSC07,350,BS
9999,MSC01,MSC10,350,BS
0.5,MSC02,MSC01,350,BS
0.5,MSC02,MSC03,350,BS
0.55,MSC02,MSC04,350,BS
0.6833333333333335,MSC02,MSC05,350,BS
0.55,MSC02,MSC06,350,BS
0.6166666666666667,MSC02,MSC07,350,BS
0.5,MSC02,MSC10,350,BS
9999,MSC03,MSC01,350,BS
9999,MSC03,MSC02,350,BS
9999,MSC03,MSC04,350,BS
9999,MSC03,MSC05,350,BS
9999,MSC03,MSC06,350,BS
9999,MSC03,MSC07,350,BS
9999,MSC03,MSC10,350,BS
0.5,MSC04,MSC01,350,BS
0.5,MSC04,MSC02,350,BS
0.525,MSC04,MSC03,350,BS
0.5,MSC04,MSC05,350,BS
0.525,MSC04,MSC06,350,BS
0.7,MSC04,MSC07,350,BS
0.55,MSC04,MSC10,350,BS
0.7200000000000001,MSC05,MSC01,350,BS
0.75,MSC05,MSC02,350,BS
0.7899999999999999,MSC05,MSC03,350,BS
0.65,MSC05,MSC04,350,BS
0.74,MSC05,MSC06,350,BS
0.6599999999999999,MSC05,MSC07,350,BS
0.79,MSC05,MSC10,350,BS
0.8416666666666667,MSC06,MSC01,350,BS
0.7583333333333333,MSC06,MSC02,350,BS
0.625,MSC06,MSC03,350,BS
0.9,MSC06,MSC04,350,BS
0.6916666666666668,MSC06,MSC05,350,BS
0.5083333333333333,MSC06,MSC07,350,BS
0.5666666666666668,MSC06,MSC10,350,BS
0.6125,MSC07,MSC01,350,BS
0.5875,MSC07,MSC02,350,BS
0.5875000000000001,MSC07,MSC03,350,BS
0.6375,MSC07,MSC04,350,BS
0.575,MSC07,MSC05,350,BS
0.6125,MSC07,MSC06,350,BS
0.7499999999999999,MSC07,MSC10,350,BS
9999,MSC10,MSC01,350,BS
9999,MSC10,MSC02,350,BS
9999,MSC10,MSC03,350,BS
9999,MSC10,MSC04,350,BS
9999,MSC10,MSC05,350,BS
9999,MSC10,MSC06,350,BS
9999,MSC10,MSC07,350,BS
