acc,train,test,frames,analysis
0.8714285714285716,MSC01,MSC02,275,BS
0.7071428571428572,MSC01,MSC03,275,BS
0.8499999999999999,MSC01,MSC04,275,BS
0.8357142857142855,MSC01,MSC05,275,BS
0.6214285714285716,MSC01,MSC06,275,BS
0.7000000000000001,MSC01,MSC07,275,BS
0.7928571428571428,MSC01,MSC10,275,BS
0.9249999999999998,MSC02,MSC01,275,BS
0.68,MSC02,MSC03,275,BS
0.9600000000000002,MSC02,MSC04,275,BS
0.8549999999999999,MSC02,MSC05,275,BS
0.9100000000000001,MSC02,MSC06,275,BS
0.8300000000000001,MSC02,MSC07,275,BS
0.8800000000000001,MSC02,MSC10,275,BS
0.5333333333333333,MSC03,MSC01,275,BS
0.48333333333333334,MSC03,MSC02,275,BS
0.6,MSC03,MSC04,275,BS
0.5333333333333333,MSC03,MSC05,275,BS
0.5499999999999999,MSC03,MSC06,275,BS
0.5166666666666667,MSC03,MSC07,275,BS
0.6166666666666667,MSC03,MSC10,275,BS
0.9055555555555556,MSC04,MSC01,275,BS
0.6944444444444444,MSC04,MSC02,275,BS
0.5888888888888889,MSC04,MSC03,275,BS
0.6555555555555556,MSC04,MSC05,275,BS
0.8722222222222223,MSC04,MSC06,275,BS
0.7777777777777778,MSC04,MSC07,275,BS
0.9277777777777779,MSC04,MSC10,275,BS
0.82,MSC05,MSC01,275,BS
0.745,MSC05,MSC02,275,BS
0.915,MSC05,MSC03,275,BS
0.7649999999999999,MSC05,MSC04,275,BS
0.8799999999999999,MSC05,MSC06,275,BS
0.8900000000000002,MSC05,MSC07,275,BS
0.8699999999999999,MSC05,MSC10,275,BS
0.8722222222222222,MSC06,MSC01,275,BS
0.6055555555555556,MSC06,MSC02,275,BS
0.6944444444444444,MSC06,MSC03,275,BS
0.8222222222222223,MSC06,MSC04,275,BS
0.6611111111111111,MSC06,MSC05,275,BS
0.8277777777777777,MSC06,MSC07,275,BS
0.8611111111111112,MSC06,MSC10,275,BS
0.85,MSC07,MSC01,275,BS
0.6799999999999999,MSC07,MSC02,275,BS
0.57,MSC07,MSC03,275,BS
0.835,MSC07,MSC04,275,BS
0.845,MSC07,MSC05,275,BS
0.665,MSC07,MSC06,275,BS
0.755,MSC07,MSC10,275,BS
0.57,MSC10,MSC01,275,BS
0.5,MSC10,MSC02,275,BS
0.5700000000000001,MSC10,MSC03,275,BS
0.71,MSC10,MSC04,275,BS
0.5599999999999999,MSC10,MSC05,275,BS
0.55,MSC10,MSC06,275,BS
0.53,MSC10,MSC07,275,BS
