acc,train,test,frames,analysis
0.79,MSC01,MSC02,90,BS
0.7649999999999999,MSC01,MSC03,90,BS
0.8399999999999999,MSC01,MSC04,90,BS
0.7849999999999999,MSC01,MSC05,90,BS
0.6249999999999999,MSC01,MSC06,90,BS
0.825,MSC01,MSC07,90,BS
0.8049999999999999,MSC01,MSC10,90,BS
0.865,MSC02,MSC01,90,BS
0.825,MSC02,MSC03,90,BS
0.9250000000000002,MSC02,MSC04,90,BS
0.9099999999999999,MSC02,MSC05,90,BS
0.9049999999999999,MSC02,MSC06,90,BS
0.78,MSC02,MSC07,90,BS
0.71,MSC02,MSC10,90,BS
0.50625,MSC03,MSC01,90,BS
0.55625,MSC03,MSC02,90,BS
0.5625,MSC03,MSC04,90,BS
0.64375,MSC03,MSC05,90,BS
0.5,MSC03,MSC06,90,BS
0.50625,MSC03,MSC07,90,BS
0.50625,MSC03,MSC10,90,BS
0.5449999999999999,MSC04,MSC01,90,BS
0.67,MSC04,MSC02,90,BS
0.625,MSC04,MSC03,90,BS
0.76,MSC04,MSC05,90,BS
0.8800000000000001,MSC04,MSC06,90,BS
0.6249999999999999,MSC04,MSC07,90,BS
0.765,MSC04,MSC10,90,BS
0.8299999999999998,MSC05,MSC01,90,BS
0.605,MSC05,MSC02,90,BS
0.82,MSC05,MSC03,90,BS
0.8800000000000001,MSC05,MSC04,90,BS
0.875,MSC05,MSC06,90,BS
0.755,MSC05,MSC07,90,BS
0.8400000000000001,MSC05,MSC10,90,BS
0.8999999999999998,MSC06,MSC01,90,BS
0.72,MSC06,MSC02,90,BS
0.665,MSC06,MSC03,90,BS
0.9349999999999999,MSC06,MSC04,90,BS
0.675,MSC06,MSC05,90,BS
0.7350000000000001,MSC06,MSC07,90,BS
0.725,MSC06,MSC10,90,BS
0.8649999999999999,MSC07,MSC01,90,BS
0.7100000000000002,MSC07,MSC02,90,BS
0.615,MSC07,MSC03,90,BS
0.8300000000000001,MSC07,MSC04,90,BS
0.835,MSC07,MSC05,90,BS
0.7,MSC07,MSC06,90,BS
0.7649999999999999,MSC07,MSC10,90,BS
0.705,MSC10,MSC01,90,BS
0.48,MSC10,MSC02,90,BS
0.6450000000000002,MSC10,MSC03,90,BS
0.7999999999999999,MSC10,MSC04,90,BS
0.8549999999999999,MSC10,MSC05,90,BS
0.79,MSC10,MSC06,90,BS
0.515,MSC10,MSC07,90,BS
