acc,train,test,frames,analysis
0.74,MSC01,MSC02,25,BS
0.635,MSC01,MSC03,25,BS
0.82,MSC01,MSC04,25,BS
0.64,MSC01,MSC05,25,BS
0.5849999999999999,MSC01,MSC06,25,BS
0.735,MSC01,MSC07,25,BS
0.82,MSC01,MSC10,25,BS
0.825,MSC02,MSC01,25,BS
0.7649999999999999,MSC02,MSC03,25,BS
0.785,MSC02,MSC04,25,BS
0.8,MSC02,MSC05,25,BS
0.85,MSC02,MSC06,25,BS
0.6549999999999999,MSC02,MSC07,25,BS
0.8350000000000002,MSC02,MSC10,25,BS
0.5125,MSC03,MSC01,25,BS
0.5375,MSC03,MSC02,25,BS
0.6250000000000001,MSC03,MSC04,25,BS
0.5875,MSC03,MSC05,25,BS
0.50625,MSC03,MSC06,25,BS
0.50625,MSC03,MSC07,25,BS
0.5937499999999999,MSC03,MSC10,25,BS
0.8699999999999999,MSC04,MSC01,25,BS
0.7000000000000001,MSC04,MSC02,25,BS
0.725,MSC04,MSC03,25,BS
0.525,MSC04,MSC05,25,BS
0.8150000000000001,MSC04,MSC06,25,BS
0.525,MSC04,MSC07,25,BS
0.7350000000000001,MSC04,MSC10,25,BS
0.5700000000000001,MSC05,MSC01,25,BS
0.835,MSC05,MSC02,25,BS
0.655,MSC05,MSC03,25,BS
0.525,MSC05,MSC04,25,BS
0.56,MSC05,MSC06,25,BS
0.5849999999999999,MSC05,MSC07,25,BS
0.675,MSC05,MSC10,25,BS
0.5549999999999999,MSC06,MSC01,25,BS
0.5799999999999998,MSC06,MSC02,25,BS
0.615,MSC06,MSC03,25,BS
0.8549999999999999,MSC06,MSC04,25,BS
0.8700000000000001,MSC06,MSC05,25,BS
0.55,MSC06,MSC07,25,BS
0.5349999999999999,MSC06,MSC10,25,BS
0.8700000000000001,MSC07,MSC01,25,BS
0.575,MSC07,MSC02,25,BS
0.565,MSC07,MSC03,25,BS
0.605,MSC07,MSC04,25,BS
0.61,MSC07,MSC05,25,BS
0.5299999999999999,MSC07,MSC06,25,BS
0.575,MSC07,MSC10,25,BS
0.7549999999999999,MSC10,MSC01,25,BS
0.545,MSC10,MSC02,25,BS
0.685,MSC10,MSC03,25,BS
0.79,MSC10,MSC04,25,BS
0.79,MSC10,MSC05,25,BS
0.595,MSC10,MSC06,25,BS
0.5449999999999999,MSC10,MSC07,25,BS
