acc,train,test,frames,analysis
0.7849999999999999,MSC01,MSC02,10,BS
0.635,MSC01,MSC03,10,BS
0.7649999999999999,MSC01,MSC04,10,BS
0.59,MSC01,MSC05,10,BS
0.5650000000000001,MSC01,MSC06,10,BS
0.7999999999999999,MSC01,MSC07,10,BS
0.74,MSC01,MSC10,10,BS
0.5900000000000001,MSC02,MSC01,10,BS
0.5349999999999999,MSC02,MSC03,10,BS
0.63,MSC02,MSC04,10,BS
0.665,MSC02,MSC05,10,BS
0.8700000000000001,MSC02,MSC06,10,BS
0.64,MSC02,MSC07,10,BS
0.605,MSC02,MSC10,10,BS
0.5125,MSC03,MSC01,10,BS
0.51875,MSC03,MSC02,10,BS
0.70625,MSC03,MSC04,10,BS
0.70625,MSC03,MSC05,10,BS
0.70625,MSC03,MSC06,10,BS
0.5625,MSC03,MSC07,10,BS
0.7125,MSC03,MSC10,10,BS
0.8,MSC04,MSC01,10,BS
0.635,MSC04,MSC02,10,BS
0.545,MSC04,MSC03,10,BS
0.655,MSC04,MSC05,10,BS
0.7100000000000001,MSC04,MSC06,10,BS
0.75,MSC04,MSC07,10,BS
0.885,MSC04,MSC10,10,BS
0.6449999999999999,MSC05,MSC01,10,BS
0.645,MSC05,MSC02,10,BS
0.7899999999999999,MSC05,MSC03,10,BS
0.755,MSC05,MSC04,10,BS
0.71,MSC05,MSC06,10,BS
0.67,MSC05,MSC07,10,BS
0.6250000000000001,MSC05,MSC10,10,BS
0.5,MSC06,MSC01,10,BS
0.5,MSC06,MSC02,10,BS
0.5449999999999999,MSC06,MSC03,10,BS
0.565,MSC06,MSC04,10,BS
0.505,MSC06,MSC05,10,BS
0.51,MSC06,MSC07,10,BS
0.53,MSC06,MSC10,10,BS
0.8099999999999999,MSC07,MSC01,10,BS
0.6699999999999999,MSC07,MSC02,10,BS
0.615,MSC07,MSC03,10,BS
0.885,MSC07,MSC04,10,BS
0.735,MSC07,MSC05,10,BS
0.685,MSC07,MSC06,10,BS
0.7999999999999999,MSC07,MSC10,10,BS
0.875,MSC10,MSC01,10,BS
0.645,MSC10,MSC02,10,BS
0.495,MSC10,MSC03,10,BS
0.6449999999999999,MSC10,MSC04,10,BS
0.5449999999999999,MSC10,MSC05,10,BS
0.765,MSC10,MSC06,10,BS
0.655,MSC10,MSC07,10,BS
