acc,train,test,frames,analysis
0.7300000000000001,MSC01,MSC02,150,BS
0.675,MSC01,MSC03,150,BS
0.825,MSC01,MSC04,150,BS
0.825,MSC01,MSC05,150,BS
0.6900000000000002,MSC01,MSC06,150,BS
0.745,MSC01,MSC07,150,BS
0.8049999999999999,MSC01,MSC10,150,BS
0.9,MSC02,MSC01,150,BS
0.655,MSC02,MSC03,150,BS
0.95,MSC02,MSC04,150,BS
0.8700000000000001,MSC02,MSC05,150,BS
0.845,MSC02,MSC06,150,BS
0.865,MSC02,MSC07,150,BS
0.93,MSC02,MSC10,150,BS
0.57,MSC03,MSC01,150,BS
0.5900000000000001,MSC03,MSC02,150,BS
0.6599999999999999,MSC03,MSC04,150,BS
0.65,MSC03,MSC05,150,BS
0.62,MSC03,MSC06,150,BS
0.54,MSC03,MSC07,150,BS
0.5900000000000001,MSC03,MSC10,150,BS
0.95,MSC04,MSC01,150,BS
0.6599999999999999,MSC04,MSC02,150,BS
0.6249999999999999,MSC04,MSC03,150,BS
0.6250000000000001,MSC04,MSC05,150,BS
0.905,MSC04,MSC06,150,BS
0.7949999999999999,MSC04,MSC07,150,BS
0.915,MSC04,MSC10,150,BS
0.8150000000000001,MSC05,MSC01,150,BS
0.6049999999999999,MSC05,MSC02,150,BS
0.9100000000000001,MSC05,MSC03,150,BS
0.7849999999999999,MSC05,MSC04,150,BS
0.9299999999999999,MSC05,MSC06,150,BS
0.8550000000000001,MSC05,MSC07,150,BS
0.8600000000000001,MSC05,MSC10,150,BS
0.86,MSC06,MSC01,150,BS
0.575,MSC06,MSC02,150,BS
0.625,MSC06,MSC03,150,BS
0.805,MSC06,MSC04,150,BS
0.5850000000000001,MSC06,MSC05,150,BS
0.885,MSC06,MSC07,150,BS
0.8550000000000001,MSC06,MSC10,150,BS
0.8450000000000001,MSC07,MSC01,150,BS
0.6599999999999999,MSC07,MSC02,150,BS
0.6049999999999999,MSC07,MSC03,150,BS
0.8,MSC07,MSC04,150,BS
0.8000000000000002,MSC07,MSC05,150,BS
0.695,MSC07,MSC06,150,BS
0.7449999999999999,MSC07,MSC10,150,BS
0.7375,MSC10,MSC01,150,BS
0.5187499999999999,MSC10,MSC02,150,BS
0.675,MSC10,MSC03,150,BS
0.8125000000000001,MSC10,MSC04,150,BS
0.8500000000000001,MSC10,MSC05,150,BS
0.7312500000000001,MSC10,MSC06,150,BS
0.5562499999999999,MSC10,MSC07,150,BS
