acc,train,test,frames,analysis
0.7449999999999999,MSC01,MSC02,60,BS
0.7300000000000001,MSC01,MSC03,60,BS
0.8499999999999999,MSC01,MSC04,60,BS
0.745,MSC01,MSC05,60,BS
0.67,MSC01,MSC06,60,BS
0.7649999999999999,MSC01,MSC07,60,BS
0.82,MSC01,MSC10,60,BS
0.59,MSC02,MSC01,60,BS
0.845,MSC02,MSC03,60,BS
0.9199999999999999,MSC02,MSC04,60,BS
0.8550000000000001,MSC02,MSC05,60,BS
0.9550000000000001,MSC02,MSC06,60,BS
0.7350000000000001,MSC02,MSC07,60,BS
0.71,MSC02,MSC10,60,BS
0.5,MSC03,MSC01,60,BS
0.525,MSC03,MSC02,60,BS
0.55,MSC03,MSC04,60,BS
0.525,MSC03,MSC05,60,BS
0.5,MSC03,MSC06,60,BS
0.5,MSC03,MSC07,60,BS
0.5,MSC03,MSC10,60,BS
0.525,MSC04,MSC01,60,BS
0.5149999999999999,MSC04,MSC02,60,BS
0.6500000000000001,MSC04,MSC03,60,BS
0.8750000000000002,MSC04,MSC05,60,BS
0.8799999999999999,MSC04,MSC06,60,BS
0.5349999999999999,MSC04,MSC07,60,BS
0.6700000000000002,MSC04,MSC10,60,BS
0.8900000000000002,MSC05,MSC01,60,BS
0.685,MSC05,MSC02,60,BS
0.9349999999999999,MSC05,MSC03,60,BS
0.845,MSC05,MSC04,60,BS
0.7899999999999999,MSC05,MSC06,60,BS
0.8150000000000001,MSC05,MSC07,60,BS
0.905,MSC05,MSC10,60,BS
0.865,MSC06,MSC01,60,BS
0.5900000000000001,MSC06,MSC02,60,BS
0.73,MSC06,MSC03,60,BS
0.8400000000000001,MSC06,MSC04,60,BS
0.74,MSC06,MSC05,60,BS
0.74,MSC06,MSC07,60,BS
0.8550000000000001,MSC06,MSC10,60,BS
0.9299999999999999,MSC07,MSC01,60,BS
0.705,MSC07,MSC02,60,BS
0.54,MSC07,MSC03,60,BS
0.7949999999999999,MSC07,MSC04,60,BS
0.7849999999999999,MSC07,MSC05,60,BS
0.68,MSC07,MSC06,60,BS
0.8099999999999998,MSC07,MSC10,60,BS
0.6199999999999999,MSC10,MSC01,60,BS
0.51,MSC10,MSC02,60,BS
0.6599999999999999,MSC10,MSC03,60,BS
0.825,MSC10,MSC04,60,BS
0.8299999999999998,MSC10,MSC05,60,BS
0.7649999999999999,MSC10,MSC06,60,BS
0.5799999999999998,MSC10,MSC07,60,BS
