acc,train,test,frames,analysis
0.725,MSC01,MSC02,40,BS
0.7000000000000001,MSC01,MSC03,40,BS
0.8249999999999998,MSC01,MSC04,40,BS
0.73,MSC01,MSC05,40,BS
0.665,MSC01,MSC06,40,BS
0.7100000000000001,MSC01,MSC07,40,BS
0.875,MSC01,MSC10,40,BS
0.8300000000000001,MSC02,MSC01,40,BS
0.6950000000000001,MSC02,MSC03,40,BS
0.8099999999999999,MSC02,MSC04,40,BS
0.8,MSC02,MSC05,40,BS
0.885,MSC02,MSC06,40,BS
0.695,MSC02,MSC07,40,BS
0.825,MSC02,MSC10,40,BS
0.5249999999999999,MSC03,MSC01,40,BS
0.6312500000000001,MSC03,MSC02,40,BS
0.575,MSC03,MSC04,40,BS
0.5875,MSC03,MSC05,40,BS
0.53125,MSC03,MSC06,40,BS
0.50625,MSC03,MSC07,40,BS
0.575,MSC03,MSC10,40,BS
0.96,MSC04,MSC01,40,BS
0.73,MSC04,MSC02,40,BS
0.74,MSC04,MSC03,40,BS
0.7649999999999999,MSC04,MSC05,40,BS
0.985,MSC04,MSC06,40,BS
0.805,MSC04,MSC07,40,BS
0.78,MSC04,MSC10,40,BS
0.5399999999999999,MSC05,MSC01,40,BS
0.5,MSC05,MSC02,40,BS
0.545,MSC05,MSC03,40,BS
0.79,MSC05,MSC04,40,BS
0.8550000000000001,MSC05,MSC06,40,BS
0.505,MSC05,MSC07,40,BS
0.5549999999999999,MSC05,MSC10,40,BS
0.8200000000000001,MSC06,MSC01,40,BS
0.7200000000000002,MSC06,MSC02,40,BS
0.7050000000000001,MSC06,MSC03,40,BS
0.9000000000000001,MSC06,MSC04,40,BS
0.8149999999999998,MSC06,MSC05,40,BS
0.65,MSC06,MSC07,40,BS
0.705,MSC06,MSC10,40,BS
0.77,MSC07,MSC01,40,BS
0.5599999999999999,MSC07,MSC02,40,BS
0.715,MSC07,MSC03,40,BS
0.8049999999999999,MSC07,MSC04,40,BS
0.695,MSC07,MSC05,40,BS
0.745,MSC07,MSC06,40,BS
0.7849999999999999,MSC07,MSC10,40,BS
0.6900000000000001,MSC10,MSC01,40,BS
0.5549999999999999,MSC10,MSC02,40,BS
0.6950000000000001,MSC10,MSC03,40,BS
0.7350000000000001,MSC10,MSC04,40,BS
0.655,MSC10,MSC05,40,BS
0.575,MSC10,MSC06,40,BS
0.5649999999999998,MSC10,MSC07,40,BS
