acc,train,test,frames,analysis
0.68,MSC01,MSC02,300,BS
0.65,MSC01,MSC03,300,BS
0.85,MSC01,MSC04,300,BS
0.8,MSC01,MSC05,300,BS
0.64,MSC01,MSC06,300,BS
0.74,MSC01,MSC07,300,BS
0.82,MSC01,MSC10,300,BS
0.9299999999999999,MSC02,MSC01,300,BS
0.665,MSC02,MSC03,300,BS
0.9550000000000001,MSC02,MSC04,300,BS
0.8549999999999999,MSC02,MSC05,300,BS
0.9350000000000002,MSC02,MSC06,300,BS
0.8150000000000001,MSC02,MSC07,300,BS
0.89,MSC02,MSC10,300,BS
0.4666666666666666,MSC03,MSC01,300,BS
0.5,MSC03,MSC02,300,BS
0.6166666666666667,MSC03,MSC04,300,BS
0.5833333333333334,MSC03,MSC05,300,BS
0.5666666666666667,MSC03,MSC06,300,BS
0.5,MSC03,MSC07,300,BS
0.5499999999999999,MSC03,MSC10,300,BS
0.6214285714285713,MSC04,MSC01,300,BS
0.5571428571428572,MSC04,MSC02,300,BS
0.6714285714285715,MSC04,MSC03,300,BS
0.65,MSC04,MSC05,300,BS
0.7285714285714285,MSC04,MSC06,300,BS
0.75,MSC04,MSC07,300,BS
0.8785714285714287,MSC04,MSC10,300,BS
0.8049999999999999,MSC05,MSC01,300,BS
0.6799999999999999,MSC05,MSC02,300,BS
0.9200000000000002,MSC05,MSC03,300,BS
0.7849999999999999,MSC05,MSC04,300,BS
0.915,MSC05,MSC06,300,BS
0.79,MSC05,MSC07,300,BS
0.8800000000000001,MSC05,MSC10,300,BS
0.8500000000000001,MSC06,MSC01,300,BS
0.6444444444444444,MSC06,MSC02,300,BS
0.6555555555555556,MSC06,MSC03,300,BS
0.8500000000000001,MSC06,MSC04,300,BS
0.6499999999999999,MSC06,MSC05,300,BS
0.7777777777777778,MSC06,MSC07,300,BS
0.838888888888889,MSC06,MSC10,300,BS
0.9350000000000002,MSC07,MSC01,300,BS
0.7049999999999998,MSC07,MSC02,300,BS
0.63,MSC07,MSC03,300,BS
0.78,MSC07,MSC04,300,BS
0.8550000000000001,MSC07,MSC05,300,BS
0.6649999999999999,MSC07,MSC06,300,BS
0.755,MSC07,MSC10,300,BS
0.5,MSC10,MSC01,300,BS
0.5,MSC10,MSC02,300,BS
0.5,MSC10,MSC03,300,BS
0.5,MSC10,MSC04,300,BS
0.5,MSC10,MSC05,300,BS
0.5,MSC10,MSC06,300,BS
0.5,MSC10,MSC07,300,BS
