acc,train,test,frames,analysis
0.62,MSC01,MSC02,30,BS
0.7150000000000001,MSC01,MSC03,30,BS
0.8399999999999999,MSC01,MSC04,30,BS
0.95,MSC01,MSC05,30,BS
0.725,MSC01,MSC06,30,BS
0.7899999999999999,MSC01,MSC07,30,BS
0.7050000000000001,MSC01,MSC10,30,BS
0.61,MSC02,MSC01,30,BS
0.6799999999999999,MSC02,MSC03,30,BS
0.735,MSC02,MSC04,30,BS
0.59,MSC02,MSC05,30,BS
0.675,MSC02,MSC06,30,BS
0.68,MSC02,MSC07,30,BS
0.49000000000000005,MSC02,MSC10,30,BS
0.5,MSC03,MSC01,30,BS
0.5,MSC03,MSC02,30,BS
0.5,MSC03,MSC04,30,BS
0.5,MSC03,MSC05,30,BS
0.5,MSC03,MSC06,30,BS
0.5125,MSC03,MSC07,30,BS
0.5,MSC03,MSC10,30,BS
0.5,MSC04,MSC01,30,BS
0.475,MSC04,MSC02,30,BS
0.615,MSC04,MSC03,30,BS
0.805,MSC04,MSC05,30,BS
0.825,MSC04,MSC06,30,BS
0.5499999999999999,MSC04,MSC07,30,BS
0.625,MSC04,MSC10,30,BS
0.825,MSC05,MSC01,30,BS
0.57,MSC05,MSC02,30,BS
0.865,MSC05,MSC03,30,BS
0.86,MSC05,MSC04,30,BS
0.86,MSC05,MSC06,30,BS
0.915,MSC05,MSC07,30,BS
0.7500000000000001,MSC05,MSC10,30,BS
0.76,MSC06,MSC01,30,BS
0.6,MSC06,MSC02,30,BS
0.575,MSC06,MSC03,30,BS
0.6449999999999999,MSC06,MSC04,30,BS
0.63,MSC06,MSC05,30,BS
0.7250000000000001,MSC06,MSC07,30,BS
0.7050000000000001,MSC06,MSC10,30,BS
0.925,MSC07,MSC01,30,BS
0.68,MSC07,MSC02,30,BS
0.52,MSC07,MSC03,30,BS
0.7150000000000001,MSC07,MSC04,30,BS
0.6950000000000001,MSC07,MSC05,30,BS
0.6700000000000002,MSC07,MSC06,30,BS
0.7799999999999999,MSC07,MSC10,30,BS
0.6,MSC10,MSC01,30,BS
0.41500000000000004,MSC10,MSC02,30,BS
0.675,MSC10,MSC03,30,BS
0.7649999999999999,MSC10,MSC04,30,BS
0.74,MSC10,MSC05,30,BS
0.615,MSC10,MSC06,30,BS
0.5199999999999999,MSC10,MSC07,30,BS
