acc,train,test,frames,analysis
0.7999999999999999,MSC01,MSC02,200,BS
0.7100000000000001,MSC01,MSC03,200,BS
0.8399999999999999,MSC01,MSC04,200,BS
0.7749999999999999,MSC01,MSC05,200,BS
0.6199999999999999,MSC01,MSC06,200,BS
0.7999999999999999,MSC01,MSC07,200,BS
0.8299999999999998,MSC01,MSC10,200,BS
0.6000000000000001,MSC02,MSC01,200,BS
0.6100000000000001,MSC02,MSC03,200,BS
0.8949999999999999,MSC02,MSC04,200,BS
0.825,MSC02,MSC05,200,BS
0.9050000000000002,MSC02,MSC06,200,BS
0.6850000000000002,MSC02,MSC07,200,BS
0.9100000000000001,MSC02,MSC10,200,BS
0.525,MSC03,MSC01,200,BS
0.425,MSC03,MSC02,200,BS
0.575,MSC03,MSC04,200,BS
0.625,MSC03,MSC05,200,BS
0.5625,MSC03,MSC06,200,BS
0.5125,MSC03,MSC07,200,BS
0.6375,MSC03,MSC10,200,BS
0.9111111111111112,MSC04,MSC01,200,BS
0.6722222222222222,MSC04,MSC02,200,BS
0.5888888888888889,MSC04,MSC03,200,BS
0.6333333333333333,MSC04,MSC05,200,BS
0.8999999999999999,MSC04,MSC06,200,BS
0.7444444444444445,MSC04,MSC07,200,BS
0.9166666666666669,MSC04,MSC10,200,BS
0.7749999999999999,MSC05,MSC01,200,BS
0.765,MSC05,MSC02,200,BS
0.93,MSC05,MSC03,200,BS
0.7749999999999999,MSC05,MSC04,200,BS
0.85,MSC05,MSC06,200,BS
0.875,MSC05,MSC07,200,BS
0.825,MSC05,MSC10,200,BS
0.8999999999999998,MSC06,MSC01,200,BS
0.7499999999999999,MSC06,MSC02,200,BS
0.685,MSC06,MSC03,200,BS
0.96,MSC06,MSC04,200,BS
0.74,MSC06,MSC05,200,BS
0.6849999999999999,MSC06,MSC07,200,BS
0.7899999999999999,MSC06,MSC10,200,BS
0.62,MSC07,MSC01,200,BS
0.5649999999999998,MSC07,MSC02,200,BS
0.595,MSC07,MSC03,200,BS
0.7849999999999999,MSC07,MSC04,200,BS
0.825,MSC07,MSC05,200,BS
0.8,MSC07,MSC06,200,BS
0.8,MSC07,MSC10,200,BS
0.75,MSC10,MSC01,200,BS
0.5785714285714285,MSC10,MSC02,200,BS
0.7000000000000001,MSC10,MSC03,200,BS
0.7928571428571429,MSC10,MSC04,200,BS
0.8214285714285714,MSC10,MSC05,200,BS
0.7214285714285714,MSC10,MSC06,200,BS
0.5928571428571429,MSC10,MSC07,200,BS
