acc,train,test,frames,analysis
0.82,MSC01,MSC02,50,BS
0.6400000000000001,MSC01,MSC03,50,BS
0.8149999999999998,MSC01,MSC04,50,BS
0.6900000000000001,MSC01,MSC05,50,BS
0.6450000000000001,MSC01,MSC06,50,BS
0.765,MSC01,MSC07,50,BS
0.835,MSC01,MSC10,50,BS
0.8499999999999999,MSC02,MSC01,50,BS
0.7300000000000001,MSC02,MSC03,50,BS
0.8950000000000001,MSC02,MSC04,50,BS
0.9099999999999999,MSC02,MSC05,50,BS
0.8649999999999999,MSC02,MSC06,50,BS
0.8399999999999999,MSC02,MSC07,50,BS
0.8350000000000002,MSC02,MSC10,50,BS
0.525,MSC03,MSC01,50,BS
0.56875,MSC03,MSC02,50,BS
0.66875,MSC03,MSC04,50,BS
0.81875,MSC03,MSC05,50,BS
0.51875,MSC03,MSC06,50,BS
0.49375,MSC03,MSC07,50,BS
0.6,MSC03,MSC10,50,BS
0.85,MSC04,MSC01,50,BS
0.6950000000000001,MSC04,MSC02,50,BS
0.5599999999999999,MSC04,MSC03,50,BS
0.655,MSC04,MSC05,50,BS
0.8399999999999999,MSC04,MSC06,50,BS
0.6799999999999999,MSC04,MSC07,50,BS
0.8400000000000001,MSC04,MSC10,50,BS
0.5650000000000001,MSC05,MSC01,50,BS
0.505,MSC05,MSC02,50,BS
0.68,MSC05,MSC03,50,BS
0.6900000000000001,MSC05,MSC04,50,BS
0.76,MSC05,MSC06,50,BS
0.64,MSC05,MSC07,50,BS
0.5399999999999999,MSC05,MSC10,50,BS
0.805,MSC06,MSC01,50,BS
0.545,MSC06,MSC02,50,BS
0.545,MSC06,MSC03,50,BS
0.85,MSC06,MSC04,50,BS
0.6099999999999999,MSC06,MSC05,50,BS
0.71,MSC06,MSC07,50,BS
0.825,MSC06,MSC10,50,BS
0.8699999999999999,MSC07,MSC01,50,BS
0.595,MSC07,MSC02,50,BS
0.57,MSC07,MSC03,50,BS
0.76,MSC07,MSC04,50,BS
0.7,MSC07,MSC05,50,BS
0.695,MSC07,MSC06,50,BS
0.6649999999999999,MSC07,MSC10,50,BS
0.755,MSC10,MSC01,50,BS
0.46499999999999997,MSC10,MSC02,50,BS
0.725,MSC10,MSC03,50,BS
0.825,MSC10,MSC04,50,BS
0.8799999999999999,MSC10,MSC05,50,BS
0.79,MSC10,MSC06,50,BS
0.58,MSC10,MSC07,50,BS
