acc,train,test,frames,analysis
0.8099999999999999,MSC01,MSC02,175,BS
0.675,MSC01,MSC03,175,BS
0.845,MSC01,MSC04,175,BS
0.7899999999999999,MSC01,MSC05,175,BS
0.655,MSC01,MSC06,175,BS
0.6900000000000001,MSC01,MSC07,175,BS
0.8399999999999999,MSC01,MSC10,175,BS
0.9349999999999999,MSC02,MSC01,175,BS
0.685,MSC02,MSC03,175,BS
0.9850000000000001,MSC02,MSC04,175,BS
0.96,MSC02,MSC05,175,BS
0.93,MSC02,MSC06,175,BS
0.89,MSC02,MSC07,175,BS
0.8550000000000001,MSC02,MSC10,175,BS
0.38749999999999996,MSC03,MSC01,175,BS
0.4875,MSC03,MSC02,175,BS
0.6000000000000001,MSC03,MSC04,175,BS
0.6000000000000001,MSC03,MSC05,175,BS
0.6375000000000001,MSC03,MSC06,175,BS
0.55,MSC03,MSC07,175,BS
0.725,MSC03,MSC10,175,BS
0.9666666666666666,MSC04,MSC01,175,BS
0.7000000000000001,MSC04,MSC02,175,BS
0.5611111111111111,MSC04,MSC03,175,BS
0.6611111111111111,MSC04,MSC05,175,BS
0.7833333333333332,MSC04,MSC06,175,BS
0.8055555555555556,MSC04,MSC07,175,BS
0.8055555555555556,MSC04,MSC10,175,BS
0.7899999999999998,MSC05,MSC01,175,BS
0.72,MSC05,MSC02,175,BS
0.915,MSC05,MSC03,175,BS
0.7749999999999999,MSC05,MSC04,175,BS
0.825,MSC05,MSC06,175,BS
0.805,MSC05,MSC07,175,BS
0.82,MSC05,MSC10,175,BS
0.8150000000000001,MSC06,MSC01,175,BS
0.7,MSC06,MSC02,175,BS
0.6400000000000001,MSC06,MSC03,175,BS
0.9199999999999999,MSC06,MSC04,175,BS
0.7899999999999998,MSC06,MSC05,175,BS
0.6299999999999999,MSC06,MSC07,175,BS
0.73,MSC06,MSC10,175,BS
0.8150000000000001,MSC07,MSC01,175,BS
0.6449999999999999,MSC07,MSC02,175,BS
0.575,MSC07,MSC03,175,BS
0.8899999999999999,MSC07,MSC04,175,BS
0.82,MSC07,MSC05,175,BS
0.78,MSC07,MSC06,175,BS
0.7999999999999999,MSC07,MSC10,175,BS
0.6785714285714286,MSC10,MSC01,175,BS
0.5571428571428572,MSC10,MSC02,175,BS
0.75,MSC10,MSC03,175,BS
0.7357142857142857,MSC10,MSC04,175,BS
0.8214285714285714,MSC10,MSC05,175,BS
0.7642857142857143,MSC10,MSC06,175,BS
0.5642857142857143,MSC10,MSC07,175,BS
