acc,train,test,frames,analysis
0.74,MSC01,MSC02,20,BS
0.6,MSC01,MSC03,20,BS
0.7899999999999998,MSC01,MSC04,20,BS
0.5249999999999999,MSC01,MSC05,20,BS
0.57,MSC01,MSC06,20,BS
0.9200000000000002,MSC01,MSC07,20,BS
0.7899999999999998,MSC01,MSC10,20,BS
0.5149999999999999,MSC02,MSC01,20,BS
0.51,MSC02,MSC03,20,BS
0.65,MSC02,MSC04,20,BS
0.6100000000000001,MSC02,MSC05,20,BS
0.7849999999999999,MSC02,MSC06,20,BS
0.565,MSC02,MSC07,20,BS
0.73,MSC02,MSC10,20,BS
0.49375,MSC03,MSC01,20,BS
0.50625,MSC03,MSC02,20,BS
0.7125,MSC03,MSC04,20,BS
0.74375,MSC03,MSC05,20,BS
0.60625,MSC03,MSC06,20,BS
0.5125,MSC03,MSC07,20,BS
0.51875,MSC03,MSC10,20,BS
0.915,MSC04,MSC01,20,BS
0.6900000000000001,MSC04,MSC02,20,BS
0.68,MSC04,MSC03,20,BS
0.5499999999999999,MSC04,MSC05,20,BS
0.86,MSC04,MSC06,20,BS
0.9450000000000001,MSC04,MSC07,20,BS
0.825,MSC04,MSC10,20,BS
0.73,MSC05,MSC01,20,BS
0.6450000000000001,MSC05,MSC02,20,BS
0.8449999999999998,MSC05,MSC03,20,BS
0.75,MSC05,MSC04,20,BS
0.74,MSC05,MSC06,20,BS
0.8100000000000002,MSC05,MSC07,20,BS
0.8850000000000001,MSC05,MSC10,20,BS
0.55,MSC06,MSC01,20,BS
0.505,MSC06,MSC02,20,BS
0.5549999999999999,MSC06,MSC03,20,BS
0.6499999999999999,MSC06,MSC04,20,BS
0.5349999999999999,MSC06,MSC05,20,BS
0.5800000000000001,MSC06,MSC07,20,BS
0.6450000000000001,MSC06,MSC10,20,BS
0.55,MSC07,MSC01,20,BS
0.5650000000000001,MSC07,MSC02,20,BS
0.6,MSC07,MSC03,20,BS
0.6649999999999999,MSC07,MSC04,20,BS
0.645,MSC07,MSC05,20,BS
0.645,MSC07,MSC06,20,BS
0.5900000000000001,MSC07,MSC10,20,BS
0.75,MSC10,MSC01,20,BS
0.45000000000000007,MSC10,MSC02,20,BS
0.68,MSC10,MSC03,20,BS
0.8150000000000001,MSC10,MSC04,20,BS
0.7899999999999999,MSC10,MSC05,20,BS
0.63,MSC10,MSC06,20,BS
0.57,MSC10,MSC07,20,BS
