sub,mixed,motor,mem
MSC01,0.9,0.9,0.9
MSC02,0.9,0.95,0.95
MSC03,0.9,0.95,0.8125
MSC04,0.95,0.95,1.0
MSC05,0.9,1.0,1.0
MSC06,0.8,0.9444444444444444,0.95
MSC07,0.9,0.6666666666666666,0.95
MSC10,0.95,0.85,0.85
