,train_sub,test_sub,task,acc
0,MSC01,MSC02,glass,0.5499999999999999
1,MSC01,MSC02,semantic,0.5399999999999999
2,MSC01,MSC02,motor,0.5650000000000001
3,MSC01,MSC02,mem,0.5
4,MSC01,MSC03,glass,0.52
5,MSC01,MSC03,semantic,0.52
6,MSC01,MSC03,motor,0.635
7,MSC01,MSC03,mem,0.685
8,MSC01,MSC04,glass,0.505
9,MSC01,MSC04,semantic,0.5
10,MSC01,MSC04,motor,0.595
11,MSC01,MSC04,mem,0.5050000000000001
12,MSC01,MSC05,glass,0.5649999999999998
13,MSC01,MSC05,semantic,0.5
14,MSC01,MSC05,motor,0.62
15,MSC01,MSC05,mem,0.625
16,MSC01,MSC06,glass,0.5111111111111111
17,MSC01,MSC06,semantic,0.5
18,MSC01,MSC06,motor,0.5599999999999999
19,MSC01,MSC06,mem,0.505
20,MSC01,MSC07,glass,0.7499999999999999
21,MSC01,MSC07,semantic,0.5149999999999999
22,MSC01,MSC07,motor,0.6550000000000001
23,MSC01,MSC07,mem,0.505
24,MSC01,MSC10,glass,0.8650000000000002
25,MSC01,MSC10,semantic,0.5299999999999999
26,MSC01,MSC10,motor,0.8049999999999999
27,MSC01,MSC10,mem,0.575
28,MSC02,MSC01,glass,0.61
29,MSC02,MSC01,semantic,0.51
30,MSC02,MSC01,motor,0.37
31,MSC02,MSC01,mem,0.45500000000000007
32,MSC02,MSC03,glass,0.515
33,MSC02,MSC03,semantic,0.595
34,MSC02,MSC03,motor,0.5900000000000001
35,MSC02,MSC03,mem,0.365
36,MSC02,MSC04,glass,0.5
37,MSC02,MSC04,semantic,0.6100000000000001
38,MSC02,MSC04,motor,0.4800000000000001
39,MSC02,MSC04,mem,0.605
40,MSC02,MSC05,glass,0.5599999999999999
41,MSC02,MSC05,semantic,0.425
42,MSC02,MSC05,motor,0.45
43,MSC02,MSC05,mem,0.425
44,MSC02,MSC06,glass,0.55
45,MSC02,MSC06,semantic,0.7300000000000001
46,MSC02,MSC06,motor,0.6950000000000001
47,MSC02,MSC06,mem,0.6700000000000002
48,MSC02,MSC07,glass,0.5449999999999999
49,MSC02,MSC07,semantic,0.45999999999999996
50,MSC02,MSC07,motor,0.3
51,MSC02,MSC07,mem,0.53
52,MSC02,MSC10,glass,0.7300000000000001
53,MSC02,MSC10,semantic,0.43
54,MSC02,MSC10,motor,0.505
55,MSC02,MSC10,mem,0.615
56,MSC03,MSC01,glass,0.5
57,MSC03,MSC01,semantic,0.5
58,MSC03,MSC01,motor,0.5499999999999999
59,MSC03,MSC01,mem,0.53
60,MSC03,MSC02,glass,0.5199999999999999
61,MSC03,MSC02,semantic,0.5
62,MSC03,MSC02,motor,0.5
63,MSC03,MSC02,mem,0.5499999999999999
64,MSC03,MSC04,glass,0.5
65,MSC03,MSC04,semantic,0.5
66,MSC03,MSC04,motor,0.5
67,MSC03,MSC04,mem,0.585
68,MSC03,MSC05,glass,0.5
69,MSC03,MSC05,semantic,0.5
70,MSC03,MSC05,motor,0.5
71,MSC03,MSC05,mem,0.5
72,MSC03,MSC06,glass,0.5
73,MSC03,MSC06,semantic,0.5
74,MSC03,MSC06,motor,0.5299999999999999
75,MSC03,MSC06,mem,0.53
76,MSC03,MSC07,glass,0.5
77,MSC03,MSC07,semantic,0.5
78,MSC03,MSC07,motor,0.5299999999999999
79,MSC03,MSC07,mem,0.5
80,MSC03,MSC10,glass,0.5
81,MSC03,MSC10,semantic,0.5
82,MSC03,MSC10,motor,0.5
83,MSC03,MSC10,mem,0.76
84,MSC04,MSC01,glass,0.575
85,MSC04,MSC01,semantic,0.5
86,MSC04,MSC01,motor,0.865
87,MSC04,MSC01,mem,0.675
88,MSC04,MSC02,glass,0.665
89,MSC04,MSC02,semantic,0.635
90,MSC04,MSC02,motor,0.585
91,MSC04,MSC02,mem,0.675
92,MSC04,MSC03,glass,0.565
93,MSC04,MSC03,semantic,0.635
94,MSC04,MSC03,motor,0.62
95,MSC04,MSC03,mem,0.5399999999999999
96,MSC04,MSC05,glass,0.55
97,MSC04,MSC05,semantic,0.515
98,MSC04,MSC05,motor,0.62
99,MSC04,MSC05,mem,0.63
100,MSC04,MSC06,glass,0.6833333333333333
101,MSC04,MSC06,semantic,0.7100000000000002
102,MSC04,MSC06,motor,0.7350000000000001
103,MSC04,MSC06,mem,0.7100000000000001
104,MSC04,MSC07,glass,0.505
105,MSC04,MSC07,semantic,0.7150000000000001
106,MSC04,MSC07,motor,0.86
107,MSC04,MSC07,mem,0.5349999999999999
108,MSC04,MSC10,glass,0.7100000000000001
109,MSC04,MSC10,semantic,0.7150000000000001
110,MSC04,MSC10,motor,0.61
111,MSC04,MSC10,mem,0.6599999999999999
112,MSC05,MSC01,glass,0.53
113,MSC05,MSC01,semantic,0.4
114,MSC05,MSC01,motor,0.695
115,MSC05,MSC01,mem,0.6149999999999999
116,MSC05,MSC02,glass,0.43
117,MSC05,MSC02,semantic,0.485
118,MSC05,MSC02,motor,0.41500000000000004
119,MSC05,MSC02,mem,0.5
120,MSC05,MSC03,glass,0.38
121,MSC05,MSC03,semantic,0.53
122,MSC05,MSC03,motor,0.4
123,MSC05,MSC03,mem,0.5299999999999999
124,MSC05,MSC04,glass,0.53
125,MSC05,MSC04,semantic,0.73
126,MSC05,MSC04,motor,0.575
127,MSC05,MSC04,mem,0.475
128,MSC05,MSC06,glass,0.6833333333333333
129,MSC05,MSC06,semantic,0.48
130,MSC05,MSC06,motor,0.475
131,MSC05,MSC06,mem,0.675
132,MSC05,MSC07,glass,0.64
133,MSC05,MSC07,semantic,0.45499999999999996
134,MSC05,MSC07,motor,0.625
135,MSC05,MSC07,mem,0.4700000000000001
136,MSC05,MSC10,glass,0.6900000000000002
137,MSC05,MSC10,semantic,0.565
138,MSC05,MSC10,motor,0.6699999999999999
139,MSC05,MSC10,mem,0.6900000000000002
140,MSC06,MSC01,glass,0.8055555555555555
141,MSC06,MSC01,semantic,0.69
142,MSC06,MSC01,motor,0.6849999999999999
143,MSC06,MSC01,mem,0.5899999999999999
144,MSC06,MSC02,glass,0.5666666666666668
145,MSC06,MSC02,semantic,0.6349999999999999
146,MSC06,MSC02,motor,0.875
147,MSC06,MSC02,mem,0.5999999999999999
148,MSC06,MSC03,glass,0.6166666666666666
149,MSC06,MSC03,semantic,0.585
150,MSC06,MSC03,motor,0.5449999999999999
151,MSC06,MSC03,mem,0.5200000000000001
152,MSC06,MSC04,glass,0.65
153,MSC06,MSC04,semantic,0.77
154,MSC06,MSC04,motor,0.635
155,MSC06,MSC04,mem,0.585
156,MSC06,MSC05,glass,0.5722222222222223
157,MSC06,MSC05,semantic,0.35500000000000004
158,MSC06,MSC05,motor,0.5399999999999999
159,MSC06,MSC05,mem,0.485
160,MSC06,MSC07,glass,0.6111111111111112
161,MSC06,MSC07,semantic,0.655
162,MSC06,MSC07,motor,0.7050000000000001
163,MSC06,MSC07,mem,0.595
164,MSC06,MSC10,glass,0.8500000000000001
165,MSC06,MSC10,semantic,0.535
166,MSC06,MSC10,motor,0.7899999999999999
167,MSC06,MSC10,mem,0.5499999999999999
168,MSC07,MSC01,glass,0.635
169,MSC07,MSC01,semantic,0.89
170,MSC07,MSC01,motor,0.8549999999999999
171,MSC07,MSC01,mem,0.8399999999999999
