,MSC01,train,test
0,0.95,mixed,motor
1,1.0,mixed,motor
2,1.0,mixed,motor
3,1.0,mixed,motor
4,1.0,mixed,motor
5,1.0,mixed,motor
6,1.0,mixed,motor
7,1.0,mixed,motor
8,1.0,mixed,motor
9,1.0,mixed,motor
