,MSC01,train,test
0,0.8,motor,mixed
1,0.8,motor,mixed
2,0.8,motor,mixed
3,0.8,motor,mixed
4,0.85,motor,mixed
5,0.85,motor,mixed
6,0.8,motor,mixed
7,0.8,motor,mixed
8,0.85,motor,mixed
9,0.8,motor,mixed
