,MSC03,train,test
0,0.55,motor,mixed
1,0.55,motor,mixed
2,0.5,motor,mixed
3,0.5,motor,mixed
4,0.55,motor,mixed
5,0.55,motor,mixed
6,0.55,motor,mixed
7,0.55,motor,mixed
8,0.6,motor,mixed
9,0.55,motor,mixed
