,MSC06,train,test
0,1.0,mixed,mem
1,1.0,mixed,mem
2,1.0,mixed,mem
3,1.0,mixed,mem
4,1.0,mixed,mem
5,1.0,mixed,mem
6,1.0,mixed,mem
7,1.0,mixed,mem
8,1.0,mixed,mem
9,1.0,mixed,mem
