,MSC05,train,test
0,1.0,mem,motor
1,1.0,mem,motor
2,1.0,mem,motor
3,1.0,mem,motor
4,1.0,mem,motor
5,1.0,mem,motor
6,1.0,mem,motor
7,1.0,mem,motor
8,1.0,mem,motor
9,1.0,mem,motor
