,MSC03,train,test
0,0.8,mixed,mem
1,0.75,mixed,mem
2,0.75,mixed,mem
3,0.8,mixed,mem
4,0.85,mixed,mem
5,0.85,mixed,mem
6,0.85,mixed,mem
7,0.8,mixed,mem
8,0.75,mixed,mem
9,0.85,mixed,mem
