sub,mixed,motor,mem
MSC01,0.7,0.8,0.75
MSC02,0.65,0.45,0.7
MSC03,0.7,0.8,0.47916666666666663
MSC04,0.5,0.6,0.8
MSC05,0.8,0.7,0.7
MSC06,0.45,0.6111111111111112,0.6
MSC07,0.75,0.8333333333333334,0.9
MSC10,0.6,0.6,0.65
