,train_task,test_task,sub,acc
0,mixed,motor,MSC01,0.97
1,mixed,mem,MSC01,0.8049999999999999
2,motor,mixed,MSC01,0.9949999999999999
3,motor,mem,MSC01,0.7949999999999999
4,mem,mixed,MSC01,0.9
5,mem,motor,MSC01,0.8450000000000001
6,mixed,motor,MSC02,0.5450000000000002
7,mixed,mem,MSC02,0.705
8,motor,mixed,MSC02,0.505
9,motor,mem,MSC02,0.5999999999999999
10,mem,mixed,MSC02,0.5199999999999999
11,mem,motor,MSC02,0.595
12,mixed,motor,MSC03,0.7300000000000001
13,mixed,mem,MSC03,0.7125
14,motor,mixed,MSC03,0.56
15,motor,mem,MSC03,0.6
16,mem,mixed,MSC03,0.55625
17,mem,motor,MSC03,0.575
18,mixed,motor,MSC04,0.6749999999999999
19,mixed,mem,MSC04,0.67
20,motor,mixed,MSC04,0.6799999999999999
21,motor,mem,MSC04,0.78
22,mem,mixed,MSC04,0.5549999999999999
23,mem,motor,MSC04,0.655
24,mixed,motor,MSC05,0.7699999999999999
25,mixed,mem,MSC05,0.775
26,motor,mixed,MSC05,0.665
27,motor,mem,MSC05,0.885
28,mem,mixed,MSC05,0.6049999999999999
29,mem,motor,MSC05,0.7300000000000001
30,mixed,motor,MSC06,0.7444444444444444
31,mixed,mem,MSC06,0.72
32,motor,mixed,MSC06,0.5166666666666666
33,motor,mem,MSC06,0.6888888888888889
34,mem,mixed,MSC06,0.51
35,mem,motor,MSC06,0.8333333333333334
36,mixed,motor,MSC07,0.6444444444444444
37,mixed,mem,MSC07,0.63
38,motor,mixed,MSC07,0.5722222222222222
39,motor,mem,MSC07,0.6111111111111112
40,mem,mixed,MSC07,0.5599999999999999
41,mem,motor,MSC07,0.6
42,mixed,motor,MSC10,0.7949999999999999
43,mixed,mem,MSC10,0.76
44,motor,mixed,MSC10,0.57
45,motor,mem,MSC10,0.6850000000000002
46,mem,mixed,MSC10,0.505
47,mem,motor,MSC10,0.7549999999999999
