,train_sub,test_sub,task,acc
0,MSC01,MSC02,mixed,0.75
1,MSC01,MSC02,motor,0.6199999999999999
2,MSC01,MSC02,mem,0.7699999999999999
3,MSC01,MSC03,mixed,0.505
4,MSC01,MSC03,motor,0.5499999999999999
5,MSC01,MSC03,mem,0.66875
6,MSC01,MSC04,mixed,0.5899999999999999
7,MSC01,MSC04,motor,0.6350000000000001
8,MSC01,MSC04,mem,0.7249999999999999
9,MSC01,MSC05,mixed,0.6650000000000001
10,MSC01,MSC05,motor,0.645
11,MSC01,MSC05,mem,0.7150000000000001
12,MSC01,MSC06,mixed,0.5399999999999999
13,MSC01,MSC06,motor,0.5944444444444443
14,MSC01,MSC06,mem,0.595
15,MSC01,MSC07,mixed,0.6300000000000001
16,MSC01,MSC07,motor,0.5166666666666667
17,MSC01,MSC07,mem,0.6599999999999999
18,MSC01,MSC10,mixed,0.5999999999999999
19,MSC01,MSC10,motor,0.5449999999999999
20,MSC01,MSC10,mem,0.745
21,MSC02,MSC01,mixed,0.7450000000000001
22,MSC02,MSC01,motor,0.7699999999999999
23,MSC02,MSC01,mem,0.8149999999999998
24,MSC02,MSC03,mixed,0.545
25,MSC02,MSC03,motor,0.78
26,MSC02,MSC03,mem,0.8125
27,MSC02,MSC04,mixed,0.7499999999999998
28,MSC02,MSC04,motor,0.85
29,MSC02,MSC04,mem,0.85
30,MSC02,MSC05,mixed,0.705
31,MSC02,MSC05,motor,0.82
32,MSC02,MSC05,mem,0.93
33,MSC02,MSC06,mixed,0.7349999999999999
34,MSC02,MSC06,motor,0.7611111111111111
35,MSC02,MSC06,mem,0.825
36,MSC02,MSC07,mixed,0.55
37,MSC02,MSC07,motor,0.8444444444444444
38,MSC02,MSC07,mem,0.725
39,MSC02,MSC10,mixed,0.55
40,MSC02,MSC10,motor,0.885
41,MSC02,MSC10,mem,0.72
42,MSC03,MSC01,mixed,0.5800000000000001
43,MSC03,MSC01,motor,0.705
44,MSC03,MSC01,mem,0.7125
45,MSC03,MSC02,mixed,0.52
46,MSC03,MSC02,motor,0.6799999999999999
47,MSC03,MSC02,mem,0.675
48,MSC03,MSC04,mixed,0.635
49,MSC03,MSC04,motor,0.695
50,MSC03,MSC04,mem,0.64375
51,MSC03,MSC05,mixed,0.6449999999999999
52,MSC03,MSC05,motor,0.75
53,MSC03,MSC05,mem,0.8812500000000001
54,MSC03,MSC06,mixed,0.55
55,MSC03,MSC06,motor,0.75
56,MSC03,MSC06,mem,0.63125
