acc,train,test,train_task,test_task
0.55,MSC01,MSC02,motor,mem
0.55,MSC01,MSC02,motor,mem
0.65,MSC01,MSC02,motor,mem
0.6,MSC01,MSC02,motor,mem
0.6,MSC01,MSC02,motor,mem
0.65,MSC01,MSC02,motor,mem
0.6,MSC01,MSC02,motor,mem
0.6,MSC01,MSC02,motor,mem
0.65,MSC01,MSC02,motor,mem
0.5625,MSC01,MSC03,mixed,mem
0.5625,MSC01,MSC03,mixed,mem
0.5625,MSC01,MSC03,mixed,mem
0.5625,MSC01,MSC03,mixed,mem
0.5625,MSC01,MSC03,mixed,mem
0.5625,MSC01,MSC03,mixed,mem
0.5,MSC01,MSC03,mixed,mem
0.5625,MSC01,MSC03,mixed,mem
0.5,MSC01,MSC03,mixed,mem
0.5625,MSC01,MSC03,mixed,mem
0.55,MSC01,MSC03,mixed,motor
0.55,MSC01,MSC03,mixed,motor
0.5,MSC01,MSC03,mixed,motor
0.55,MSC01,MSC03,mixed,motor
0.55,MSC01,MSC03,mixed,motor
0.55,MSC01,MSC03,mixed,motor
0.55,MSC01,MSC03,mixed,motor
0.55,MSC01,MSC03,mixed,motor
0.55,MSC01,MSC03,mixed,motor
0.55,MSC01,MSC03,mixed,motor
0.45,MSC01,MSC03,mem,mixed
0.6,MSC01,MSC03,mem,mixed
0.55,MSC01,MSC03,mem,mixed
0.55,MSC01,MSC03,mem,mixed
0.5,MSC01,MSC03,mem,mixed
0.5,MSC01,MSC03,mem,mixed
0.6,MSC01,MSC03,mem,mixed
0.6,MSC01,MSC03,mem,mixed
0.55,MSC01,MSC03,mem,mixed
0.55,MSC01,MSC03,mem,mixed
0.55,MSC01,MSC03,mem,motor
0.7,MSC01,MSC03,mem,motor
0.75,MSC01,MSC03,mem,motor
0.65,MSC01,MSC03,mem,motor
0.55,MSC01,MSC03,mem,motor
0.65,MSC01,MSC03,mem,motor
0.65,MSC01,MSC03,mem,motor
0.75,MSC01,MSC03,mem,motor
0.7,MSC01,MSC03,mem,motor
0.6,MSC01,MSC03,mem,motor
0.5,MSC01,MSC03,motor,mixed
0.55,MSC01,MSC03,motor,mixed
0.55,MSC01,MSC03,motor,mixed
0.5,MSC01,MSC03,motor,mixed
0.55,MSC01,MSC03,motor,mixed
0.5,MSC01,MSC03,motor,mixed
0.5,MSC01,MSC03,motor,mixed
0.5,MSC01,MSC03,motor,mixed
0.5,MSC01,MSC03,motor,mixed
0.5,MSC01,MSC03,motor,mixed
0.5625,MSC01,MSC03,motor,mem
0.5625,MSC01,MSC03,motor,mem
0.5625,MSC01,MSC03,motor,mem
0.5625,MSC01,MSC03,motor,mem
0.5625,MSC01,MSC03,motor,mem
0.5625,MSC01,MSC03,motor,mem
0.5625,MSC01,MSC03,motor,mem
0.5625,MSC01,MSC03,motor,mem
0.5625,MSC01,MSC03,motor,mem
0.5625,MSC01,MSC03,motor,mem
0.55,MSC01,MSC04,mixed,mem
0.55,MSC01,MSC04,mixed,mem
0.7,MSC01,MSC04,mixed,mem
0.55,MSC01,MSC04,mixed,mem
0.6,MSC01,MSC04,mixed,mem
0.6,MSC01,MSC04,mixed,mem
0.55,MSC01,MSC04,mixed,mem
0.55,MSC01,MSC04,mixed,mem
0.6,MSC01,MSC04,mixed,mem
0.55,MSC01,MSC04,mixed,mem
0.5,MSC01,MSC04,mixed,motor
0.55,MSC01,MSC04,mixed,motor
0.65,MSC01,MSC04,mixed,motor
0.55,MSC01,MSC04,mixed,motor
0.55,MSC01,MSC04,mixed,motor
0.55,MSC01,MSC04,mixed,motor
0.5,MSC01,MSC04,mixed,motor
0.5,MSC01,MSC04,mixed,motor
0.5,MSC01,MSC04,mixed,motor
0.55,MSC01,MSC04,mixed,motor
0.55,MSC01,MSC04,mem,mixed
0.7,MSC01,MSC04,mem,mixed
0.8,MSC01,MSC04,mem,mixed
0.8,MSC01,MSC04,mem,mixed
0.6,MSC01,MSC04,mem,mixed
0.75,MSC01,MSC04,mem,mixed
0.7,MSC01,MSC04,mem,mixed
0.75,MSC01,MSC04,mem,mixed
0.75,MSC01,MSC04,mem,mixed
0.8,MSC01,MSC04,mem,mixed
0.55,MSC01,MSC04,mem,motor
0.65,MSC01,MSC04,mem,motor
0.6,MSC01,MSC04,mem,motor
0.65,MSC01,MSC04,mem,motor
0.55,MSC01,MSC04,mem,motor
0.55,MSC01,MSC04,mem,motor
0.6,MSC01,MSC04,mem,motor
0.6,MSC01,MSC04,mem,motor
0.55,MSC01,MSC04,mem,motor
0.65,MSC01,MSC04,mem,motor
0.6,MSC01,MSC04,motor,mixed
0.6,MSC01,MSC04,motor,mixed
0.65,MSC01,MSC04,motor,mixed
0.55,MSC01,MSC04,motor,mixed
0.6,MSC01,MSC04,motor,mixed
0.6,MSC01,MSC04,motor,mixed
0.55,MSC01,MSC04,motor,mixed
0.6,MSC01,MSC04,motor,mixed
0.65,MSC01,MSC04,motor,mixed
0.6,MSC01,MSC04,motor,mixed
0.65,MSC01,MSC04,motor,mem
0.65,MSC01,MSC04,motor,mem
0.65,MSC01,MSC04,motor,mem
0.6,MSC01,MSC04,motor,mem
0.6,MSC01,MSC04,motor,mem
0.6,MSC01,MSC04,motor,mem
0.6,MSC01,MSC04,motor,mem
0.65,MSC01,MSC04,motor,mem
0.65,MSC01,MSC04,motor,mem
0.65,MSC01,MSC04,motor,mem
0.6,MSC01,MSC05,mixed,mem
0.6,MSC01,MSC05,mixed,mem
0.6,MSC01,MSC05,mixed,mem
0.55,MSC01,MSC05,mixed,mem
0.6,MSC01,MSC05,mixed,mem
0.5,MSC01,MSC05,mixed,mem
0.6,MSC01,MSC05,mixed,mem
0.45,MSC01,MSC05,mixed,mem
0.5,MSC01,MSC05,mixed,mem
0.5,MSC01,MSC05,mixed,mem
0.6,MSC01,MSC05,mixed,motor
0.5,MSC01,MSC05,mixed,motor
0.55,MSC01,MSC05,mixed,motor
0.5,MSC01,MSC05,mixed,motor
0.6,MSC01,MSC05,mixed,motor
0.5,MSC01,MSC05,mixed,motor
0.6,MSC01,MSC05,mixed,motor
0.5,MSC01,MSC05,mixed,motor
0.5,MSC01,MSC05,mixed,motor
0.55,MSC01,MSC05,mixed,motor
0.7,MSC01,MSC05,mem,mixed
0.75,MSC01,MSC05,mem,mixed
0.65,MSC01,MSC05,mem,mixed
0.8,MSC01,MSC05,mem,mixed
0.7,MSC01,MSC05,mem,mixed
0.7,MSC01,MSC05,mem,mixed
0.7,MSC01,MSC05,mem,mixed
0.55,MSC01,MSC05,mem,mixed
0.65,MSC01,MSC05,mem,mixed
0.65,MSC01,MSC05,mem,mixed
0.6,MSC01,MSC05,mem,motor
0.7,MSC01,MSC05,mem,motor
0.6,MSC01,MSC05,mem,motor
0.55,MSC01,MSC05,mem,motor
0.7,MSC01,MSC05,mem,motor
0.6,MSC01,MSC05,mem,motor
0.7,MSC01,MSC05,mem,motor
0.55,MSC01,MSC05,mem,motor
0.65,MSC01,MSC05,mem,motor
0.5,MSC01,MSC05,mem,motor
0.7,MSC01,MSC05,motor,mixed
0.6,MSC01,MSC05,motor,mixed
0.65,MSC01,MSC05,motor,mixed
0.7,MSC01,MSC05,motor,mixed
0.65,MSC01,MSC05,motor,mixed
0.7,MSC01,MSC05,motor,mixed
0.6,MSC01,MSC05,motor,mixed
0.75,MSC01,MSC05,motor,mixed
0.7,MSC01,MSC05,motor,mixed
0.75,MSC01,MSC05,motor,mixed
0.6,MSC01,MSC05,motor,mem
0.55,MSC01,MSC05,motor,mem
0.55,MSC01,MSC05,motor,mem
0.6,MSC01,MSC05,motor,mem
0.6,MSC01,MSC05,motor,mem
0.6,MSC01,MSC05,motor,mem
0.6,MSC01,MSC05,motor,mem
0.65,MSC01,MSC05,motor,mem
0.6,MSC01,MSC05,motor,mem
0.65,MSC01,MSC05,motor,mem
0.55,MSC01,MSC06,mixed,mem
0.5,MSC01,MSC06,mixed,mem
0.5,MSC01,MSC06,mixed,mem
0.55,MSC01,MSC06,mixed,mem
0.6,MSC01,MSC06,mixed,mem
0.65,MSC01,MSC06,mixed,mem
0.65,MSC01,MSC06,mixed,mem
0.55,MSC01,MSC06,mixed,mem
0.55,MSC01,MSC06,mixed,mem
0.6,MSC01,MSC06,mixed,mem
0.4444444444444444,MSC01,MSC06,mixed,motor
0.5,MSC01,MSC06,mixed,motor
0.4444444444444444,MSC01,MSC06,mixed,motor
0.5,MSC01,MSC06,mixed,motor
0.5,MSC01,MSC06,mixed,motor
0.6666666666666666,MSC01,MSC06,mixed,motor
0.6666666666666666,MSC01,MSC06,mixed,motor
0.4444444444444444,MSC01,MSC06,mixed,motor
0.5555555555555556,MSC01,MSC06,mixed,motor
0.5555555555555556,MSC01,MSC06,mixed,motor
0.55,MSC01,MSC06,mem,mixed
0.5,MSC01,MSC06,mem,mixed
0.5,MSC01,MSC06,mem,mixed
0.55,MSC01,MSC06,mem,mixed
0.5,MSC01,MSC06,mem,mixed
0.5,MSC01,MSC06,mem,mixed
0.55,MSC01,MSC06,mem,mixed
0.45,MSC01,MSC06,mem,mixed
0.5,MSC01,MSC06,mem,mixed
0.5,MSC01,MSC06,mem,mixed
0.6111111111111112,MSC01,MSC06,mem,motor
0.6111111111111112,MSC01,MSC06,mem,motor
0.4444444444444444,MSC01,MSC06,mem,motor
0.5555555555555556,MSC01,MSC06,mem,motor
0.5555555555555556,MSC01,MSC06,mem,motor
0.5,MSC01,MSC06,mem,motor
0.6111111111111112,MSC01,MSC06,mem,motor
0.3888888888888889,MSC01,MSC06,mem,motor
0.3888888888888889,MSC01,MSC06,mem,motor
0.4444444444444444,MSC01,MSC06,mem,motor
0.55,MSC01,MSC06,motor,mixed
0.45,MSC01,MSC06,motor,mixed
0.55,MSC01,MSC06,motor,mixed
0.55,MSC01,MSC06,motor,mixed
0.55,MSC01,MSC06,motor,mixed
0.55,MSC01,MSC06,motor,mixed
0.55,MSC01,MSC06,motor,mixed
0.55,MSC01,MSC06,motor,mixed
0.6,MSC01,MSC06,motor,mixed
0.5,MSC01,MSC06,motor,mixed
0.6,MSC01,MSC06,motor,mem
0.45,MSC01,MSC06,motor,mem
0.5,MSC01,MSC06,motor,mem
0.5,MSC01,MSC06,motor,mem
0.6,MSC01,MSC06,motor,mem
0.6,MSC01,MSC06,motor,mem
0.55,MSC01,MSC06,motor,mem
0.5,MSC01,MSC06,motor,mem
0.55,MSC01,MSC06,motor,mem
0.55,MSC01,MSC06,motor,mem
0.6,MSC01,MSC07,mixed,mem
0.6,MSC01,MSC07,mixed,mem
0.5,MSC01,MSC07,mixed,mem
0.65,MSC01,MSC07,mixed,mem
0.6,MSC01,MSC07,mixed,mem
0.65,MSC01,MSC07,mixed,mem
0.65,MSC01,MSC07,mixed,mem
0.65,MSC01,MSC07,mixed,mem
0.65,MSC01,MSC07,mixed,mem
0.65,MSC01,MSC07,mixed,mem
0.5555555555555556,MSC01,MSC07,mixed,motor
0.5555555555555556,MSC01,MSC07,mixed,motor
0.5555555555555556,MSC01,MSC07,mixed,motor
0.6111111111111112,MSC01,MSC07,mixed,motor
0.5555555555555556,MSC01,MSC07,mixed,motor
0.6111111111111112,MSC01,MSC07,mixed,motor
0.6111111111111112,MSC01,MSC07,mixed,motor
0.6111111111111112,MSC01,MSC07,mixed,motor
0.5555555555555556,MSC01,MSC07,mixed,motor
0.6111111111111112,MSC01,MSC07,mixed,motor
0.65,MSC01,MSC07,mem,mixed
0.65,MSC01,MSC07,mem,mixed
0.6,MSC01,MSC07,mem,mixed
0.65,MSC01,MSC07,mem,mixed
0.6,MSC01,MSC07,mem,mixed
0.65,MSC01,MSC07,mem,mixed
0.65,MSC01,MSC07,mem,mixed
0.6,MSC01,MSC07,mem,mixed
0.65,MSC01,MSC07,mem,mixed
0.65,MSC01,MSC07,mem,mixed
0.6666666666666666,MSC01,MSC07,mem,motor
0.6666666666666666,MSC01,MSC07,mem,motor
0.6111111111111112,MSC01,MSC07,mem,motor
0.6666666666666666,MSC01,MSC07,mem,motor
0.6111111111111112,MSC01,MSC07,mem,motor
0.6111111111111112,MSC01,MSC07,mem,motor
0.6666666666666666,MSC01,MSC07,mem,motor
0.6111111111111112,MSC01,MSC07,mem,motor
0.6666666666666666,MSC01,MSC07,mem,motor
0.5555555555555556,MSC01,MSC07,mem,motor
0.6,MSC01,MSC07,motor,mixed
0.55,MSC01,MSC07,motor,mixed
0.6,MSC01,MSC07,motor,mixed
0.55,MSC01,MSC07,motor,mixed
0.55,MSC01,MSC07,motor,mixed
0.55,MSC01,MSC07,motor,mixed
0.6,MSC01,MSC07,motor,mixed
0.55,MSC01,MSC07,motor,mixed
0.55,MSC01,MSC07,motor,mixed
0.55,MSC01,MSC07,motor,mixed
0.6,MSC01,MSC07,motor,mem
0.55,MSC01,MSC07,motor,mem
0.6,MSC01,MSC07,motor,mem
0.55,MSC01,MSC07,motor,mem
0.55,MSC01,MSC07,motor,mem
0.55,MSC01,MSC07,motor,mem
0.6,MSC01,MSC07,motor,mem
0.55,MSC01,MSC07,motor,mem
0.55,MSC01,MSC07,motor,mem
0.55,MSC01,MSC07,motor,mem
0.6,MSC01,MSC10,mixed,mem
0.5,MSC01,MSC10,mixed,mem
0.55,MSC01,MSC10,mixed,mem
0.55,MSC01,MSC10,mixed,mem
0.55,MSC01,MSC10,mixed,mem
0.55,MSC01,MSC10,mixed,mem
0.5,MSC01,MSC10,mixed,mem
0.55,MSC01,MSC10,mixed,mem
0.55,MSC01,MSC10,mixed,mem
0.55,MSC01,MSC10,mixed,mem
0.55,MSC01,MSC10,mixed,motor
0.55,MSC01,MSC10,mixed,motor
0.45,MSC01,MSC10,mixed,motor
0.45,MSC01,MSC10,mixed,motor
0.6,MSC01,MSC10,mixed,motor
0.55,MSC01,MSC10,mixed,motor
0.4,MSC01,MSC10,mixed,motor
0.5,MSC01,MSC10,mixed,motor
0.45,MSC01,MSC10,mixed,motor
0.5,MSC01,MSC10,mixed,motor
0.7,MSC01,MSC10,mem,mixed
0.7,MSC01,MSC10,mem,mixed
0.65,MSC01,MSC10,mem,mixed
0.6,MSC01,MSC10,mem,mixed
0.65,MSC01,MSC10,mem,mixed
0.7,MSC01,MSC10,mem,mixed
0.7,MSC01,MSC10,mem,mixed
0.7,MSC01,MSC10,mem,mixed
0.7,MSC01,MSC10,mem,mixed
0.6,MSC01,MSC10,mem,mixed
0.55,MSC01,MSC10,mem,motor
0.7,MSC01,MSC10,mem,motor
0.7,MSC01,MSC10,mem,motor
0.5,MSC01,MSC10,mem,motor
0.6,MSC01,MSC10,mem,motor
0.65,MSC01,MSC10,mem,motor
0.55,MSC01,MSC10,mem,motor
0.65,MSC01,MSC10,mem,motor
0.7,MSC01,MSC10,mem,motor
0.6,MSC01,MSC10,mem,motor
0.55,MSC01,MSC10,motor,mixed
0.55,MSC01,MSC10,motor,mixed
0.55,MSC01,MSC10,motor,mixed
0.55,MSC01,MSC10,motor,mixed
0.55,MSC01,MSC10,motor,mixed
0.55,MSC01,MSC10,motor,mixed
0.55,MSC01,MSC10,motor,mixed
0.55,MSC01,MSC10,motor,mixed
0.55,MSC01,MSC10,motor,mixed
0.6,MSC01,MSC10,motor,mixed
0.5,MSC01,MSC10,motor,mem
0.55,MSC01,MSC10,motor,mem
0.5,MSC01,MSC10,motor,mem
0.5,MSC01,MSC10,motor,mem
0.5,MSC01,MSC10,motor,mem
0.5,MSC01,MSC10,motor,mem
0.5,MSC01,MSC10,motor,mem
0.5,MSC01,MSC10,motor,mem
0.5,MSC01,MSC10,motor,mem
0.55,MSC01,MSC10,motor,mem
0.7,MSC02,MSC01,mixed,mem
0.7,MSC02,MSC01,mixed,mem
0.65,MSC02,MSC01,mixed,mem
0.6,MSC02,MSC01,mixed,mem
0.75,MSC02,MSC01,mixed,mem
0.55,MSC02,MSC01,mixed,mem
0.85,MSC02,MSC01,mixed,mem
0.85,MSC02,MSC01,mixed,mem
0.85,MSC02,MSC01,mixed,mem
0.65,MSC02,MSC01,mixed,mem
0.75,MSC02,MSC01,mixed,motor
0.7,MSC02,MSC01,mixed,motor
0.7,MSC02,MSC01,mixed,motor
0.6,MSC02,MSC01,mixed,motor
0.8,MSC02,MSC01,mixed,motor
0.55,MSC02,MSC01,mixed,motor
0.85,MSC02,MSC01,mixed,motor
0.9,MSC02,MSC01,mixed,motor
0.9,MSC02,MSC01,mixed,motor
0.65,MSC02,MSC01,mixed,motor
0.85,MSC02,MSC01,mem,mixed
0.8,MSC02,MSC01,mem,mixed
0.8,MSC02,MSC01,mem,mixed
0.85,MSC02,MSC01,mem,mixed
0.65,MSC02,MSC01,mem,mixed
0.85,MSC02,MSC01,mem,mixed
0.85,MSC02,MSC01,mem,mixed
0.55,MSC02,MSC01,mem,mixed
0.6,MSC02,MSC01,mem,mixed
0.85,MSC02,MSC01,mem,mixed
0.7,MSC02,MSC01,mem,motor
0.65,MSC02,MSC01,mem,motor
0.7,MSC02,MSC01,mem,motor
0.75,MSC02,MSC01,mem,motor
0.55,MSC02,MSC01,mem,motor
0.85,MSC02,MSC01,mem,motor
0.7,MSC02,MSC01,mem,motor
0.55,MSC02,MSC01,mem,motor
0.6,MSC02,MSC01,mem,motor
0.75,MSC02,MSC01,mem,motor
0.6,MSC02,MSC01,motor,mixed
0.75,MSC02,MSC01,motor,mixed
0.75,MSC02,MSC01,motor,mixed
0.7,MSC02,MSC01,motor,mixed
0.7,MSC02,MSC01,motor,mixed
0.7,MSC02,MSC01,motor,mixed
0.65,MSC02,MSC01,motor,mixed
0.6,MSC02,MSC01,motor,mixed
0.75,MSC02,MSC01,motor,mixed
0.85,MSC02,MSC01,motor,mixed
0.55,MSC02,MSC01,motor,mem
0.75,MSC02,MSC01,motor,mem
0.65,MSC02,MSC01,motor,mem
0.7,MSC02,MSC01,motor,mem
0.55,MSC02,MSC01,motor,mem
0.7,MSC02,MSC01,motor,mem
0.5,MSC02,MSC01,motor,mem
0.55,MSC02,MSC01,motor,mem
0.7,MSC02,MSC01,motor,mem
0.75,MSC02,MSC01,motor,mem
0.6875,MSC02,MSC03,mixed,mem
0.5625,MSC02,MSC03,mixed,mem
0.625,MSC02,MSC03,mixed,mem
0.5,MSC02,MSC03,mixed,mem
0.625,MSC02,MSC03,mixed,mem
0.5,MSC02,MSC03,mixed,mem
0.4375,MSC02,MSC03,mixed,mem
0.75,MSC02,MSC03,mixed,mem
0.5625,MSC02,MSC03,mixed,mem
0.5,MSC02,MSC03,mixed,mem
0.55,MSC02,MSC03,mixed,motor
0.55,MSC02,MSC03,mixed,motor
0.6,MSC02,MSC03,mixed,motor
0.5,MSC02,MSC03,mixed,motor
0.6,MSC02,MSC03,mixed,motor
0.5,MSC02,MSC03,mixed,motor
0.65,MSC02,MSC03,mixed,motor
0.7,MSC02,MSC03,mixed,motor
0.6,MSC02,MSC03,mixed,motor
0.5,MSC02,MSC03,mixed,motor
0.45,MSC02,MSC03,mem,mixed
0.45,MSC02,MSC03,mem,mixed
0.5,MSC02,MSC03,mem,mixed
0.55,MSC02,MSC03,mem,mixed
0.55,MSC02,MSC03,mem,mixed
0.35,MSC02,MSC03,mem,mixed
0.5,MSC02,MSC03,mem,mixed
0.5,MSC02,MSC03,mem,mixed
0.6,MSC02,MSC03,mem,mixed
0.55,MSC02,MSC03,mem,mixed
0.6,MSC02,MSC03,mem,motor
0.6,MSC02,MSC03,mem,motor
0.6,MSC02,MSC03,mem,motor
0.7,MSC02,MSC03,mem,motor
0.65,MSC02,MSC03,mem,motor
0.5,MSC02,MSC03,mem,motor
0.65,MSC02,MSC03,mem,motor
0.6,MSC02,MSC03,mem,motor
0.65,MSC02,MSC03,mem,motor
0.65,MSC02,MSC03,mem,motor
0.65,MSC02,MSC03,motor,mixed
0.5,MSC02,MSC03,motor,mixed
0.65,MSC02,MSC03,motor,mixed
0.7,MSC02,MSC03,motor,mixed
0.7,MSC02,MSC03,motor,mixed
0.65,MSC02,MSC03,motor,mixed
0.65,MSC02,MSC03,motor,mixed
0.65,MSC02,MSC03,motor,mixed
0.65,MSC02,MSC03,motor,mixed
0.65,MSC02,MSC03,motor,mixed
0.5625,MSC02,MSC03,motor,mem
0.5625,MSC02,MSC03,motor,mem
0.8125,MSC02,MSC03,motor,mem
0.6875,MSC02,MSC03,motor,mem
0.5625,MSC02,MSC03,motor,mem
0.6875,MSC02,MSC03,motor,mem
0.625,MSC02,MSC03,motor,mem
0.625,MSC02,MSC03,motor,mem
0.75,MSC02,MSC03,motor,mem
0.625,MSC02,MSC03,motor,mem
0.7,MSC02,MSC04,mixed,mem
0.7,MSC02,MSC04,mixed,mem
0.7,MSC02,MSC04,mixed,mem
0.65,MSC02,MSC04,mixed,mem
0.8,MSC02,MSC04,mixed,mem
0.55,MSC02,MSC04,mixed,mem
0.65,MSC02,MSC04,mixed,mem
0.85,MSC02,MSC04,mixed,mem
0.65,MSC02,MSC04,mixed,mem
0.55,MSC02,MSC04,mixed,mem
0.85,MSC02,MSC04,mixed,motor
0.75,MSC02,MSC04,mixed,motor
0.65,MSC02,MSC04,mixed,motor
0.65,MSC02,MSC04,mixed,motor
0.8,MSC02,MSC04,mixed,motor
0.55,MSC02,MSC04,mixed,motor
0.8,MSC02,MSC04,mixed,motor
0.8,MSC02,MSC04,mixed,motor
0.65,MSC02,MSC04,mixed,motor
0.55,MSC02,MSC04,mixed,motor
0.75,MSC02,MSC04,mem,mixed
0.7,MSC02,MSC04,mem,mixed
0.75,MSC02,MSC04,mem,mixed
0.75,MSC02,MSC04,mem,mixed
0.65,MSC02,MSC04,mem,mixed
0.5,MSC02,MSC04,mem,mixed
0.75,MSC02,MSC04,mem,mixed
0.75,MSC02,MSC04,mem,mixed
0.7,MSC02,MSC04,mem,mixed
0.65,MSC02,MSC04,mem,mixed
0.6,MSC02,MSC04,mem,motor
0.6,MSC02,MSC04,mem,motor
0.65,MSC02,MSC04,mem,motor
0.6,MSC02,MSC04,mem,motor
0.65,MSC02,MSC04,mem,motor
0.45,MSC02,MSC04,mem,motor
0.7,MSC02,MSC04,mem,motor
0.7,MSC02,MSC04,mem,motor
0.65,MSC02,MSC04,mem,motor
0.55,MSC02,MSC04,mem,motor
0.5,MSC02,MSC04,motor,mixed
0.6,MSC02,MSC04,motor,mixed
0.7,MSC02,MSC04,motor,mixed
0.55,MSC02,MSC04,motor,mixed
0.6,MSC02,MSC04,motor,mixed
0.8,MSC02,MSC04,motor,mixed
0.5,MSC02,MSC04,motor,mixed
0.55,MSC02,MSC04,motor,mixed
0.7,MSC02,MSC04,motor,mixed
0.75,MSC02,MSC04,motor,mixed
0.65,MSC02,MSC04,motor,mem
0.75,MSC02,MSC04,motor,mem
0.75,MSC02,MSC04,motor,mem
0.8,MSC02,MSC04,motor,mem
0.7,MSC02,MSC04,motor,mem
0.85,MSC02,MSC04,motor,mem
0.7,MSC02,MSC04,motor,mem
0.8,MSC02,MSC04,motor,mem
0.75,MSC02,MSC04,motor,mem
0.8,MSC02,MSC04,motor,mem
0.85,MSC02,MSC05,mixed,mem
0.7,MSC02,MSC05,mixed,mem
0.7,MSC02,MSC05,mixed,mem
0.65,MSC02,MSC05,mixed,mem
0.7,MSC02,MSC05,mixed,mem
0.6,MSC02,MSC05,mixed,mem
0.65,MSC02,MSC05,mixed,mem
0.75,MSC02,MSC05,mixed,mem
0.75,MSC02,MSC05,mixed,mem
0.7,MSC02,MSC05,mixed,mem
0.85,MSC02,MSC05,mixed,motor
0.7,MSC02,MSC05,mixed,motor
0.6,MSC02,MSC05,mixed,motor
0.65,MSC02,MSC05,mixed,motor
0.7,MSC02,MSC05,mixed,motor
0.6,MSC02,MSC05,mixed,motor
0.7,MSC02,MSC05,mixed,motor
0.75,MSC02,MSC05,mixed,motor
0.65,MSC02,MSC05,mixed,motor
0.7,MSC02,MSC05,mixed,motor
0.8,MSC02,MSC05,mem,mixed
0.7,MSC02,MSC05,mem,mixed
0.75,MSC02,MSC05,mem,mixed
0.65,MSC02,MSC05,mem,mixed
0.7,MSC02,MSC05,mem,mixed
0.65,MSC02,MSC05,mem,mixed
0.7,MSC02,MSC05,mem,mixed
0.8,MSC02,MSC05,mem,mixed
0.7,MSC02,MSC05,mem,mixed
0.75,MSC02,MSC05,mem,mixed
0.75,MSC02,MSC05,mem,motor
0.65,MSC02,MSC05,mem,motor
0.75,MSC02,MSC05,mem,motor
0.65,MSC02,MSC05,mem,motor
0.75,MSC02,MSC05,mem,motor
0.6,MSC02,MSC05,mem,motor
0.65,MSC02,MSC05,mem,motor
0.75,MSC02,MSC05,mem,motor
0.75,MSC02,MSC05,mem,motor
0.65,MSC02,MSC05,mem,motor
0.65,MSC02,MSC05,motor,mixed
0.6,MSC02,MSC05,motor,mixed
0.6,MSC02,MSC05,motor,mixed
0.6,MSC02,MSC05,motor,mixed
0.65,MSC02,MSC05,motor,mixed
0.7,MSC02,MSC05,motor,mixed
0.6,MSC02,MSC05,motor,mixed
0.65,MSC02,MSC05,motor,mixed
0.65,MSC02,MSC05,motor,mixed
0.75,MSC02,MSC05,motor,mixed
0.75,MSC02,MSC05,motor,mem
0.7,MSC02,MSC05,motor,mem
0.8,MSC02,MSC05,motor,mem
0.65,MSC02,MSC05,motor,mem
0.8,MSC02,MSC05,motor,mem
0.85,MSC02,MSC05,motor,mem
0.8,MSC02,MSC05,motor,mem
0.85,MSC02,MSC05,motor,mem
0.75,MSC02,MSC05,motor,mem
0.8,MSC02,MSC05,motor,mem
0.9,MSC02,MSC06,mixed,mem
0.85,MSC02,MSC06,mixed,mem
0.85,MSC02,MSC06,mixed,mem
0.75,MSC02,MSC06,mixed,mem
0.75,MSC02,MSC06,mixed,mem
