,acc,train,test,train_task,test_task
0,0.75,MSC02,MSC04,mem,mixed
1,0.7,MSC02,MSC04,mem,mixed
2,0.75,MSC02,MSC04,mem,mixed
3,0.75,MSC02,MSC04,mem,mixed
4,0.65,MSC02,MSC04,mem,mixed
5,0.5,MSC02,MSC04,mem,mixed
6,0.75,MSC02,MSC04,mem,mixed
7,0.75,MSC02,MSC04,mem,mixed
8,0.7,MSC02,MSC04,mem,mixed
9,0.65,MSC02,MSC04,mem,mixed
