,acc,train,test,train_task,test_task
0,0.5,MSC06,MSC03,motor,mixed
1,0.5,MSC06,MSC03,motor,mixed
2,0.5,MSC06,MSC03,motor,mixed
3,0.5,MSC06,MSC03,motor,mixed
4,0.5,MSC06,MSC03,motor,mixed
5,0.5,MSC06,MSC03,motor,mixed
6,0.6,MSC06,MSC03,motor,mixed
7,0.55,MSC06,MSC03,motor,mixed
8,0.55,MSC06,MSC03,motor,mixed
