acc,train,test,train_task,test_task
0.5,MSC03,MSC10,mixed,mem
0.35,MSC03,MSC10,mixed,mem
0.45,MSC03,MSC10,mixed,mem
0.4,MSC03,MSC10,mixed,mem
0.5,MSC03,MSC10,mixed,motor
0.45,MSC03,MSC10,mixed,motor
0.45,MSC03,MSC10,mixed,motor
0.4,MSC03,MSC10,mixed,motor
0.6,MSC03,MSC10,mixed,motor
0.5,MSC03,MSC10,mixed,motor
0.5,MSC03,MSC10,mixed,motor
0.5,MSC03,MSC10,mixed,motor
0.5,MSC03,MSC10,mixed,motor
0.55,MSC03,MSC10,mixed,motor
0.6,MSC03,MSC10,mem,mixed
0.65,MSC03,MSC10,mem,mixed
0.6,MSC03,MSC10,mem,mixed
0.6,MSC03,MSC10,mem,mixed
0.6,MSC03,MSC10,mem,mixed
0.6,MSC03,MSC10,mem,mixed
0.65,MSC03,MSC10,mem,mixed
0.6,MSC03,MSC10,mem,mixed
0.65,MSC03,MSC10,mem,motor
0.7,MSC03,MSC10,mem,motor
0.6,MSC03,MSC10,mem,motor
0.65,MSC03,MSC10,mem,motor
0.6,MSC03,MSC10,mem,motor
0.7,MSC03,MSC10,mem,motor
0.75,MSC03,MSC10,mem,motor
0.65,MSC03,MSC10,mem,motor
0.5,MSC03,MSC10,motor,mixed
0.45,MSC03,MSC10,motor,mixed
0.35,MSC03,MSC10,motor,mixed
0.45,MSC03,MSC10,motor,mixed
0.45,MSC03,MSC10,motor,mixed
0.5,MSC03,MSC10,motor,mixed
0.45,MSC03,MSC10,motor,mixed
0.45,MSC03,MSC10,motor,mixed
0.5,MSC03,MSC10,motor,mixed
0.55,MSC03,MSC10,motor,mixed
0.55,MSC03,MSC10,motor,mem
0.5,MSC03,MSC10,motor,mem
0.4,MSC03,MSC10,motor,mem
0.55,MSC03,MSC10,motor,mem
0.5,MSC03,MSC10,motor,mem
0.55,MSC03,MSC10,motor,mem
0.45,MSC03,MSC10,motor,mem
0.4,MSC03,MSC10,motor,mem
0.6,MSC03,MSC10,motor,mem
0.55,MSC03,MSC10,motor,mem
