,acc,train,test,train_task,test_task
0,0.65,MSC05,MSC04,motor,mem
1,0.7,MSC05,MSC04,motor,mem
2,0.7,MSC05,MSC04,motor,mem
3,0.75,MSC05,MSC04,motor,mem
4,0.8,MSC05,MSC04,motor,mem
5,0.8,MSC05,MSC04,motor,mem
6,0.75,MSC05,MSC04,motor,mem
7,0.8,MSC05,MSC04,motor,mem
8,0.75,MSC05,MSC04,motor,mem
9,0.75,MSC05,MSC04,motor,mem
