,acc,train,test,train_task,test_task
0,0.55,MSC05,MSC03,mem,motor
1,0.7,MSC05,MSC03,mem,motor
2,0.7,MSC05,MSC03,mem,motor
3,0.75,MSC05,MSC03,mem,motor
4,0.6,MSC05,MSC03,mem,motor
5,0.6,MSC05,MSC03,mem,motor
6,0.75,MSC05,MSC03,mem,motor
7,0.7,MSC05,MSC03,mem,motor
8,0.75,MSC05,MSC03,mem,motor
9,0.65,MSC05,MSC03,mem,motor
