acc,train,test,train_task,test_task
0.35,MSC07,MSC06,motor,mixed
0.4,MSC07,MSC06,motor,mixed
0.45,MSC07,MSC06,motor,mixed
0.4,MSC07,MSC06,motor,mixed
0.5,MSC07,MSC06,motor,mixed
0.4,MSC07,MSC06,motor,mem
0.4,MSC07,MSC06,motor,mem
0.35,MSC07,MSC06,motor,mem
0.4,MSC07,MSC06,motor,mem
0.3,MSC07,MSC06,motor,mem
0.3,MSC07,MSC06,motor,mem
0.35,MSC07,MSC06,motor,mem
0.35,MSC07,MSC06,motor,mem
0.4,MSC07,MSC06,motor,mem
0.6,MSC07,MSC10,mixed,mem
0.65,MSC07,MSC10,mixed,mem
0.65,MSC07,MSC10,mixed,mem
0.6,MSC07,MSC10,mixed,mem
0.5,MSC07,MSC10,mixed,mem
0.65,MSC07,MSC10,mixed,mem
0.6,MSC07,MSC10,mixed,mem
0.7,MSC07,MSC10,mixed,mem
0.6,MSC07,MSC10,mixed,mem
0.65,MSC07,MSC10,mixed,mem
0.45,MSC07,MSC10,mixed,motor
0.45,MSC07,MSC10,mixed,motor
0.5,MSC07,MSC10,mixed,motor
0.45,MSC07,MSC10,mixed,motor
0.45,MSC07,MSC10,mixed,motor
0.6,MSC07,MSC10,mixed,motor
0.5,MSC07,MSC10,mixed,motor
0.45,MSC07,MSC10,mixed,motor
0.45,MSC07,MSC10,mixed,motor
0.5,MSC07,MSC10,mixed,motor
0.5,MSC07,MSC10,mem,mixed
0.55,MSC07,MSC10,mem,mixed
0.45,MSC07,MSC10,mem,mixed
0.45,MSC07,MSC10,mem,mixed
0.65,MSC07,MSC10,mem,mixed
0.6,MSC07,MSC10,mem,mixed
0.55,MSC07,MSC10,mem,mixed
0.55,MSC07,MSC10,mem,mixed
0.55,MSC07,MSC10,mem,mixed
0.5,MSC07,MSC10,mem,mixed
0.45,MSC07,MSC10,mem,motor
0.45,MSC07,MSC10,mem,motor
0.4,MSC07,MSC10,mem,motor
0.45,MSC07,MSC10,mem,motor
0.55,MSC07,MSC10,mem,motor
0.45,MSC07,MSC10,mem,motor
0.45,MSC07,MSC10,mem,motor
0.55,MSC07,MSC10,mem,motor
0.5,MSC07,MSC10,mem,motor
0.45,MSC07,MSC10,mem,motor
0.55,MSC07,MSC10,motor,mixed
0.5,MSC07,MSC10,motor,mixed
0.5,MSC07,MSC10,motor,mixed
0.5,MSC07,MSC10,motor,mixed
0.5,MSC07,MSC10,motor,mixed
0.5,MSC07,MSC10,motor,mixed
0.5,MSC07,MSC10,motor,mixed
0.5,MSC07,MSC10,motor,mixed
0.5,MSC07,MSC10,motor,mixed
0.55,MSC07,MSC10,motor,mem
0.55,MSC07,MSC10,motor,mem
0.5,MSC07,MSC10,motor,mem
0.5,MSC07,MSC10,motor,mem
0.5,MSC07,MSC10,motor,mem
0.5,MSC07,MSC10,motor,mem
0.5,MSC07,MSC10,motor,mem
0.5,MSC07,MSC10,motor,mem
0.5,MSC07,MSC10,motor,mem
