acc,train,test,train_task,test_task
0.6,MSC10,MSC01,mixed,mem
0.65,MSC10,MSC01,mixed,mem
0.6,MSC10,MSC01,mixed,mem
0.6,MSC10,MSC01,mixed,mem
0.6,MSC10,MSC01,mixed,mem
0.6,MSC10,MSC01,mixed,mem
0.6,MSC10,MSC01,mixed,mem
0.6,MSC10,MSC01,mixed,mem
0.6,MSC10,MSC01,mixed,mem
0.65,MSC10,MSC01,mixed,mem
0.6,MSC10,MSC01,mixed,motor
0.65,MSC10,MSC01,mixed,motor
0.6,MSC10,MSC01,mixed,motor
0.6,MSC10,MSC01,mixed,motor
0.6,MSC10,MSC01,mixed,motor
0.6,MSC10,MSC01,mixed,motor
0.6,MSC10,MSC01,mixed,motor
0.6,MSC10,MSC01,mixed,motor
0.6,MSC10,MSC01,mixed,motor
0.65,MSC10,MSC01,mixed,motor
0.6,MSC10,MSC01,mem,mixed
0.7,MSC10,MSC01,mem,mixed
0.7,MSC10,MSC01,mem,mixed
0.7,MSC10,MSC01,mem,mixed
0.6,MSC10,MSC01,mem,mixed
0.6,MSC10,MSC01,mem,mixed
0.55,MSC10,MSC01,mem,mixed
0.6,MSC10,MSC01,mem,mixed
0.65,MSC10,MSC01,mem,mixed
0.65,MSC10,MSC01,mem,mixed
0.75,MSC10,MSC01,mem,motor
0.7,MSC10,MSC01,mem,motor
0.7,MSC10,MSC01,mem,motor
0.75,MSC10,MSC01,mem,motor
0.7,MSC10,MSC01,mem,motor
0.75,MSC10,MSC01,mem,motor
0.7,MSC10,MSC01,mem,motor
0.75,MSC10,MSC01,mem,motor
0.7,MSC10,MSC01,mem,motor
0.75,MSC10,MSC01,mem,motor
0.5,MSC10,MSC01,motor,mixed
0.45,MSC10,MSC01,motor,mixed
0.5,MSC10,MSC01,motor,mixed
0.55,MSC10,MSC01,motor,mixed
0.5,MSC10,MSC01,motor,mixed
0.4,MSC10,MSC01,motor,mixed
0.45,MSC10,MSC01,motor,mixed
0.45,MSC10,MSC01,motor,mixed
0.5,MSC10,MSC01,motor,mixed
0.55,MSC10,MSC01,motor,mixed
0.6,MSC10,MSC01,motor,mem
0.65,MSC10,MSC01,motor,mem
0.7,MSC10,MSC01,motor,mem
0.7,MSC10,MSC01,motor,mem
0.65,MSC10,MSC01,motor,mem
0.6,MSC10,MSC01,motor,mem
0.55,MSC10,MSC01,motor,mem
0.6,MSC10,MSC01,motor,mem
0.65,MSC10,MSC01,motor,mem
0.75,MSC10,MSC01,motor,mem
0.65,MSC10,MSC02,mixed,mem
0.65,MSC10,MSC02,mixed,mem
0.65,MSC10,MSC02,mixed,mem
0.65,MSC10,MSC02,mixed,mem
0.55,MSC10,MSC02,mixed,mem
0.65,MSC10,MSC02,mixed,mem
0.65,MSC10,MSC02,mixed,mem
0.65,MSC10,MSC02,mixed,mem
0.65,MSC10,MSC02,mixed,mem
0.65,MSC10,MSC02,mixed,mem
0.65,MSC10,MSC02,mixed,motor
0.65,MSC10,MSC02,mixed,motor
0.65,MSC10,MSC02,mixed,motor
0.65,MSC10,MSC02,mixed,motor
0.6,MSC10,MSC02,mixed,motor
0.65,MSC10,MSC02,mixed,motor
0.65,MSC10,MSC02,mixed,motor
0.7,MSC10,MSC02,mixed,motor
0.7,MSC10,MSC02,mixed,motor
0.7,MSC10,MSC02,mixed,motor
0.6,MSC10,MSC02,mem,mixed
0.6,MSC10,MSC02,mem,mixed
0.65,MSC10,MSC02,mem,mixed
0.6,MSC10,MSC02,mem,mixed
0.6,MSC10,MSC02,mem,mixed
0.6,MSC10,MSC02,mem,mixed
0.6,MSC10,MSC02,mem,mixed
0.55,MSC10,MSC02,mem,mixed
0.6,MSC10,MSC02,mem,mixed
0.6,MSC10,MSC02,mem,mixed
0.65,MSC10,MSC02,mem,motor
0.65,MSC10,MSC02,mem,motor
0.65,MSC10,MSC02,mem,motor
0.65,MSC10,MSC02,mem,motor
0.65,MSC10,MSC02,mem,motor
0.65,MSC10,MSC02,mem,motor
0.65,MSC10,MSC02,mem,motor
0.6,MSC10,MSC02,mem,motor
0.65,MSC10,MSC02,mem,motor
0.65,MSC10,MSC02,mem,motor
0.65,MSC10,MSC02,motor,mixed
0.7,MSC10,MSC02,motor,mixed
0.65,MSC10,MSC02,motor,mixed
0.6,MSC10,MSC02,motor,mixed
0.65,MSC10,MSC02,motor,mixed
0.65,MSC10,MSC02,motor,mixed
0.7,MSC10,MSC02,motor,mixed
0.65,MSC10,MSC02,motor,mixed
0.7,MSC10,MSC02,motor,mixed
0.6,MSC10,MSC02,motor,mixed
0.55,MSC10,MSC02,motor,mem
0.6,MSC10,MSC02,motor,mem
0.7,MSC10,MSC02,motor,mem
0.55,MSC10,MSC02,motor,mem
0.65,MSC10,MSC02,motor,mem
0.55,MSC10,MSC02,motor,mem
0.6,MSC10,MSC02,motor,mem
0.65,MSC10,MSC02,motor,mem
0.6,MSC10,MSC02,motor,mem
0.55,MSC10,MSC02,motor,mem
0.5,MSC10,MSC03,mixed,mem
0.5,MSC10,MSC03,mixed,mem
0.5,MSC10,MSC03,mixed,mem
0.5,MSC10,MSC03,mixed,mem
0.5,MSC10,MSC03,mixed,mem
0.5,MSC10,MSC03,mixed,mem
0.5,MSC10,MSC03,mixed,mem
0.5,MSC10,MSC03,mixed,mem
0.5,MSC10,MSC03,mixed,mem
0.5,MSC10,MSC03,mixed,mem
0.45,MSC10,MSC03,mixed,motor
0.5,MSC10,MSC03,mixed,motor
0.5,MSC10,MSC03,mixed,motor
0.5,MSC10,MSC03,mixed,motor
0.5,MSC10,MSC03,mixed,motor
0.5,MSC10,MSC03,mixed,motor
0.5,MSC10,MSC03,mixed,motor
0.5,MSC10,MSC03,mixed,motor
0.5,MSC10,MSC03,mixed,motor
0.5,MSC10,MSC03,mixed,motor
0.4,MSC10,MSC03,mem,mixed
0.45,MSC10,MSC03,mem,mixed
0.4,MSC10,MSC03,mem,mixed
0.5,MSC10,MSC03,mem,mixed
0.45,MSC10,MSC03,mem,mixed
0.4,MSC10,MSC03,mem,mixed
0.4,MSC10,MSC03,mem,mixed
0.45,MSC10,MSC03,mem,mixed
0.45,MSC10,MSC03,mem,mixed
