,acc,train,test,train_task,test_task
0,0.3,MSC07,MSC04,mem,mixed
1,0.35,MSC07,MSC04,mem,mixed
2,0.45,MSC07,MSC04,mem,mixed
3,0.35,MSC07,MSC04,mem,mixed
4,0.4,MSC07,MSC04,mem,mixed
5,0.4,MSC07,MSC04,mem,mixed
6,0.45,MSC07,MSC04,mem,mixed
7,0.4,MSC07,MSC04,mem,mixed
8,0.45,MSC07,MSC04,mem,mixed
9,0.45,MSC07,MSC04,mem,mixed
