,acc,train,test,train_task,test_task
0,0.5,MSC04,MSC01,mixed,motor
1,0.7,MSC04,MSC01,mixed,motor
2,0.6,MSC04,MSC01,mixed,motor
3,0.6,MSC04,MSC01,mixed,motor
4,0.65,MSC04,MSC01,mixed,motor
5,0.5,MSC04,MSC01,mixed,motor
6,0.75,MSC04,MSC01,mixed,motor
7,0.55,MSC04,MSC01,mixed,motor
8,0.65,MSC04,MSC01,mixed,motor
9,0.5,MSC04,MSC01,mixed,motor
