,MSC03,train,test
0,0.625,motor,mem
1,0.625,motor,mem
2,0.625,motor,mem
3,0.625,motor,mem
4,0.6875,motor,mem
5,0.625,motor,mem
6,0.25,motor,mem
7,0.625,motor,mem
8,0.625,motor,mem
9,0.625,motor,mem
