,MSC07,train,test
0,0.7,motor,mem
1,0.65,motor,mem
2,0.7,motor,mem
3,0.6,motor,mem
4,0.65,motor,mem
5,0.65,motor,mem
6,0.55,motor,mem
7,0.7,motor,mem
8,0.7,motor,mem
