,MSC03,train,test
0,0.9,mixed,motor
1,0.5,mixed,motor
2,1.0,mixed,motor
3,1.0,mixed,motor
4,1.0,mixed,motor
5,1.0,mixed,motor
6,0.5,mixed,motor
7,1.0,mixed,motor
8,0.5,mixed,motor
9,1.0,mixed,motor
