,MSC05,train,test
0,0.35,motor,mixed
1,0.25,motor,mixed
2,0.65,motor,mixed
3,0.65,motor,mixed
4,0.7,motor,mixed
5,0.7,motor,mixed
6,0.75,motor,mixed
7,0.65,motor,mixed
8,0.65,motor,mixed
9,0.6,motor,mixed
