,MSC05,train,test
0,0.95,mem,motor
1,0.85,mem,motor
2,0.65,mem,motor
3,0.65,mem,motor
4,0.75,mem,motor
5,0.7,mem,motor
6,0.65,mem,motor
7,0.65,mem,motor
8,0.7,mem,motor
9,0.75,mem,motor
