,MSC03,train,test
0,0.7,mem,mixed
1,0.65,mem,mixed
2,0.7,mem,mixed
3,0.65,mem,mixed
4,0.65,mem,mixed
5,0.65,mem,mixed
6,0.15,mem,mixed
7,0.7,mem,mixed
