,MSC07,train,test
0,0.7,mem,mixed
1,0.7,mem,mixed
2,0.2,mem,mixed
3,0.7,mem,mixed
4,0.7,mem,mixed
5,0.7,mem,mixed
6,0.7,mem,mixed
7,0.7,mem,mixed
8,0.7,mem,mixed
9,0.7,mem,mixed
