,train_task,test_task,train_sub,test_sub,acc
0,mixed,motor,MSC01,MSC02,0.71
1,mixed,mem,MSC01,MSC02,0.8099999999999999
2,motor,mixed,MSC01,MSC02,0.685
3,motor,mem,MSC01,MSC02,0.73
4,mem,mixed,MSC01,MSC02,0.835
5,mem,motor,MSC01,MSC02,0.75
6,mixed,motor,MSC01,MSC03,0.575
7,mixed,mem,MSC01,MSC03,0.59375
8,motor,mixed,MSC01,MSC03,0.72
9,motor,mem,MSC01,MSC03,0.68125
10,mem,mixed,MSC01,MSC03,0.7050000000000002
11,mem,motor,MSC01,MSC03,0.7550000000000001
12,mixed,motor,MSC01,MSC04,0.8299999999999998
13,mixed,mem,MSC01,MSC04,0.8049999999999999
14,motor,mixed,MSC01,MSC04,0.74
15,motor,mem,MSC01,MSC04,0.67
16,mem,mixed,MSC01,MSC04,0.845
17,mem,motor,MSC01,MSC04,0.89
18,mixed,motor,MSC01,MSC05,0.765
19,mixed,mem,MSC01,MSC05,0.7700000000000001
20,motor,mixed,MSC01,MSC05,0.675
21,motor,mem,MSC01,MSC05,0.8099999999999999
22,mem,mixed,MSC01,MSC05,0.8049999999999999
23,mem,motor,MSC01,MSC05,0.8450000000000001
24,mixed,motor,MSC01,MSC06,0.8388888888888889
25,mixed,mem,MSC01,MSC06,0.905
26,motor,mixed,MSC01,MSC06,0.5249999999999999
27,motor,mem,MSC01,MSC06,0.5449999999999999
28,mem,mixed,MSC01,MSC06,0.6500000000000001
29,mem,motor,MSC01,MSC06,0.8111111111111111
30,mixed,motor,MSC01,MSC07,0.6
31,mixed,mem,MSC01,MSC07,0.62
32,motor,mixed,MSC01,MSC07,0.9299999999999999
33,motor,mem,MSC01,MSC07,0.74
34,mem,mixed,MSC01,MSC07,0.7300000000000001
35,mem,motor,MSC01,MSC07,0.7000000000000001
36,mixed,motor,MSC01,MSC10,0.78
37,mixed,mem,MSC01,MSC10,0.775
38,motor,mixed,MSC01,MSC10,0.675
39,motor,mem,MSC01,MSC10,0.8600000000000001
40,mem,mixed,MSC01,MSC10,0.8399999999999999
41,mem,motor,MSC01,MSC10,0.8150000000000001
42,mixed,motor,MSC02,MSC01,0.655
43,mixed,mem,MSC02,MSC01,0.595
44,motor,mixed,MSC02,MSC01,0.5
45,motor,mem,MSC02,MSC01,0.5
46,mem,mixed,MSC02,MSC01,0.9650000000000001
47,mem,motor,MSC02,MSC01,0.975
48,mixed,motor,MSC02,MSC03,0.675
49,mixed,mem,MSC02,MSC03,0.6375
50,motor,mixed,MSC02,MSC03,0.5
51,motor,mem,MSC02,MSC03,0.5
52,mem,mixed,MSC02,MSC03,0.7100000000000001
53,mem,motor,MSC02,MSC03,0.7799999999999999
54,mixed,motor,MSC02,MSC04,0.6900000000000001
55,mixed,mem,MSC02,MSC04,0.5449999999999999
56,motor,mixed,MSC02,MSC04,0.5
57,motor,mem,MSC02,MSC04,0.5
58,mem,mixed,MSC02,MSC04,0.9800000000000001
59,mem,motor,MSC02,MSC04,0.9850000000000001
60,mixed,motor,MSC02,MSC05,0.7499999999999999
61,mixed,mem,MSC02,MSC05,0.645
62,motor,mixed,MSC02,MSC05,0.5
63,motor,mem,MSC02,MSC05,0.5
64,mem,mixed,MSC02,MSC05,0.9549999999999998
65,mem,motor,MSC02,MSC05,0.8949999999999999
66,mixed,motor,MSC02,MSC06,0.6055555555555555
67,mixed,mem,MSC02,MSC06,0.5549999999999999
68,motor,mixed,MSC02,MSC06,0.5
69,motor,mem,MSC02,MSC06,0.5
70,mem,mixed,MSC02,MSC06,0.9000000000000001
71,mem,motor,MSC02,MSC06,0.9833333333333334
72,mixed,motor,MSC02,MSC07,0.5833333333333333
73,mixed,mem,MSC02,MSC07,0.6199999999999999
74,motor,mixed,MSC02,MSC07,0.5
75,motor,mem,MSC02,MSC07,0.5
76,mem,mixed,MSC02,MSC07,0.8949999999999999
77,mem,motor,MSC02,MSC07,0.8944444444444445
78,mixed,motor,MSC02,MSC10,0.605
79,mixed,mem,MSC02,MSC10,0.565
80,motor,mixed,MSC02,MSC10,0.5
81,motor,mem,MSC02,MSC10,0.5
82,mem,mixed,MSC02,MSC10,0.9
